"rowGrp","colGrp","rowLevels","colLevels","pctPOP","pctPOP_se"
"ind","usc","Total","No usual source of health care",0.21308019450096,0.00540353967275139
"ind","usc","Total","Office-based",0.665396312471155,0.00663205398487345
"ind","usc","Total","Hospital (not ER)",0.117145267709508,0.00477282210237621
"ind","usc","Total","Emergency room",0.00437822531837638,0.000663183753481979
"ind","usc","Total","Missing",0,0
"ind","difficulty","Total","delay_ANY",0.101770347520521,0.00323433835862432
"ind","difficulty","Total","delay_MD",0.0460140507721641,0.00196416850774667
"ind","difficulty","Total","delay_DN",0.0562726633434748,0.00260407255988688
"ind","difficulty","Total","delay_PM",0.0312731327415305,0.00157055757174901
"ind","rsn_MD","Total","afford_MD",0.456598358671864,0.0192673523803382
"ind","rsn_MD","Total","insure_MD",0.119672631844392,0.0128613362209938
"ind","rsn_MD","Total","other_MD",0.439127785722961,0.0182170773147903
"ind","rsn_DN","Total","afford_DN",0.685983639544177,0.0190221278651675
"ind","rsn_DN","Total","insure_DN",0.066733710092976,0.00852085934899211
"ind","rsn_DN","Total","other_DN",0.26313996457039,0.0174854965216887
"ind","rsn_PM","Total","afford_PM",0.520365749988563,0.0233200985705718
"ind","rsn_PM","Total","insure_PM",0.158157624645637,0.0153889469811662
"ind","rsn_PM","Total","other_PM",0.325358128654702,0.0234628818330248
"ind","adult_nosmok","Total","Told to quit",0.625883522812226,0.0117850523697677
"ind","adult_nosmok","Total","Not told to quit",0.250468399876416,0.0109183570498806
"ind","adult_nosmok","Total","Had no visits in the last 12 months",0.0695808593777301,0.00652587438412965
"ind","adult_nosmok","Total","Not ascertained",0.0540672179336281,0.00579224690513734
"ind","adult_nosmok","Total","Inapplicable",0,0
"ind","child_dental","Total","One or more dental visits",0.492751212299678,0.00996374016437856
"ind","child_dental","Total","No dental visits in past year",0.507248787700322,0.00996374016437856
"ind","diab_a1c","Total","Had measurement",0.632536013445399,0.0137016255522304
"ind","diab_a1c","Total","Did not have measurement",0.100301061498297,0.00841266302084758
"ind","diab_a1c","Total","Don't know/Non-response",0.267162925056304,0.0117616946820246
"ind","diab_a1c","Total","Inapplicable",0,0
"ind","diab_chol","Total","Don't know/Non-response",0.0089928157406909,0.00254976381911625
"ind","diab_chol","Total","In the past year",0.890136354628833,0.00854898608281788
"ind","diab_chol","Total","Missing",0,0
"ind","diab_chol","Total","More than 1 year ago",0.0714788391944653,0.00671043543312402
"ind","diab_chol","Total","Never had cholesterol checked",0.0293919904360113,0.0045726284096468
"ind","diab_eye","Total","Don't know/Non-response",0.0106223461768225,0.00284893252352269
"ind","diab_eye","Total","In the past year",0.667609604635266,0.0136873825255295
"ind","diab_eye","Total","Missing",0,0
"ind","diab_eye","Total","More than 1 year ago",0.204020764731204,0.0110179987208475
"ind","diab_eye","Total","Never had eye exam",0.117747284456708,0.00895818629574313
"ind","diab_foot","Total","Don't know/Non-response",0.00970079366234132,0.00293316138415743
"ind","diab_foot","Total","In the past year",0.69093216154495,0.0141433084063237
"ind","diab_foot","Total","Inapplicable",0,0
"ind","diab_foot","Total","More than 1 year ago",0.0836452275774904,0.00764615337332914
"ind","diab_foot","Total","Never had feet checked",0.215721817215218,0.0124191143699507
"ind","diab_flu","Total","Don't know/Non-response",0.0096526399090969,0.00257963821871118
"ind","diab_flu","Total","In the past year",0.632560005852734,0.0143912783459108
"ind","diab_flu","Total","Missing",0,0
"ind","diab_flu","Total","More than 1 year ago",0.124182863010766,0.0104087968994919
"ind","diab_flu","Total","Never had flu shot",0.233604491227403,0.0132080381604696
"ind","adult_routine","Total","Always",0.508078527121891,0.00560219316539345
"ind","adult_routine","Total","Usually",0.292763706827498,0.00475742313902679
"ind","adult_routine","Total","Sometimes/Never",0.147864254580811,0.00427892101780775
"ind","adult_routine","Total","Don't know/Non-response",0.0512935114697995,0.00245875012079931
"ind","adult_routine","Total","Inapplicable",0,0
"ind","adult_illness","Total","Always",0.552330736173286,0.0100978604886533
"ind","adult_illness","Total","Usually",0.251617434116753,0.00785740865631956
"ind","adult_illness","Total","Sometimes/Never",0.146615771534062,0.00645707716946631
"ind","adult_illness","Total","Don't know/Non-response",0.0494360581758985,0.00337340889108092
"ind","adult_illness","Total","Inapplicable",0,0
"ind","adult_listen","Total","Always",0.588289591092137,0.00563827291001321
"ind","adult_listen","Total","Usually",0.310736253423382,0.00518029787453813
"ind","adult_listen","Total","Sometimes/Never",0.0871919618898686,0.00330293451132616
"ind","adult_listen","Total","Don't know/Non-response",0.0137821935946117,0.00129206402802461
"ind","adult_listen","Total","Inapplicable",0,0
"ind","adult_explain","Total","Always",0.583315906638584,0.00555443969748005
"ind","adult_explain","Total","Usually",0.321680066309936,0.00478176463015076
"ind","adult_explain","Total","Sometimes/Never",0.0838479946361405,0.00298045983780352
"ind","adult_explain","Total","Don't know/Non-response",0.0111560324153395,0.00122767034622285
"ind","adult_explain","Total","Inapplicable",0,0
"ind","adult_respect","Total","Always",0.620776517371482,0.00570119289302439
"ind","adult_respect","Total","Usually",0.294390500222902,0.00476104672258274
"ind","adult_respect","Total","Sometimes/Never",0.0734583850006835,0.00306411538706276
"ind","adult_respect","Total","Don't know/Non-response",0.0113745974049331,0.00119414798014362
"ind","adult_respect","Total","Inapplicable",0,0
"ind","adult_time","Total","Always",0.494794526551024,0.00635290600700021
"ind","adult_time","Total","Usually",0.363248690482253,0.00529348376009268
"ind","adult_time","Total","Sometimes/Never",0.130259176329761,0.00415601940484626
"ind","adult_time","Total","Don't know/Non-response",0.0116976066369619,0.00113861084919716
"ind","adult_time","Total","Inapplicable",0,0
"ind","adult_rating","Total","0-6 rating",0.13256151870999,0.00437089512820676
"ind","adult_rating","Total","7-8 rating",0.373389854858366,0.00571045494866214
"ind","adult_rating","Total","9-10 rating",0.481164317221276,0.00614652364828641
"ind","adult_rating","Total","Don't know/Non-response",0.0128843092103685,0.00111628682380112
"ind","adult_rating","Total","Inapplicable",0,0
"ind","child_routine","Total","Always",0.762183115173595,0.00975536269692856
"ind","child_routine","Total","Usually",0.171803141952181,0.00839648447369399
"ind","child_routine","Total","Sometimes/Never",0.0640226659662201,0.00427192940964383
"ind","child_routine","Total","Don't know/Non-response",0.00199107690800384,0.000698743919169952
"ind","child_routine","Total","Inapplicable",0,0
"ind","child_illness","Total","Always",0.827832429064895,0.0114246710779999
"ind","child_illness","Total","Usually",0.115613351957482,0.00925706234052599
"ind","child_illness","Total","Sometimes/Never",0.0564096835769877,0.00638506910627418
"ind","child_illness","Total","Don't know/Non-response",0.000144535400636017,0.00014447375231539
"ind","child_illness","Total","Inapplicable",0,0
"ind","child_listen","Total","Always",0.786242905618654,0.00870694188388364
"ind","child_listen","Total","Usually",0.16827672440632,0.00838189343246918
"ind","child_listen","Total","Sometimes/Never",0.041630547537229,0.00339997579804401
"ind","child_listen","Total","Don't know/Non-response",0.00384982243779652,0.000860801559031991
"ind","child_listen","Total","Inapplicable",0,0
"ind","child_explain","Total","Always",0.793718429706614,0.00842149997211505
"ind","child_explain","Total","Usually",0.166100480274497,0.00760848867256894
"ind","child_explain","Total","Sometimes/Never",0.0367448323858347,0.00311261044174157
"ind","child_explain","Total","Don't know/Non-response",0.00343625763305424,0.000809860056160753
"ind","child_explain","Total","Inapplicable",0,0
"ind","child_respect","Total","Always",0.805692938094264,0.0085745231348268
"ind","child_respect","Total","Usually",0.154187788717237,0.00777025632020387
"ind","child_respect","Total","Sometimes/Never",0.0370217147728444,0.00325731636418594
"ind","child_respect","Total","Don't know/Non-response",0.0030975584156536,0.0007746307266659
"ind","child_respect","Total","Inapplicable",0,0
"ind","child_time","Total","Always",0.740482942370374,0.0092223909529493
"ind","child_time","Total","Usually",0.198530980349775,0.0087004222587732
"ind","child_time","Total","Sometimes/Never",0.0577515817140434,0.00387904652282053
"ind","child_time","Total","Don't know/Non-response",0.00323449556580714,0.000817999656544079
"ind","child_time","Total","Inapplicable",0,0
"ind","child_rating","Total","0-6 rating",0.0500427693146647,0.00410658802923151
"ind","child_rating","Total","7-8 rating",0.238907468096454,0.00922409125978106
"ind","child_rating","Total","9-10 rating",0.709244766666637,0.00992351052568814
"ind","child_rating","Total","Don't know/Non-response",0.00180499592224403,0.00062184964275266
"ind","child_rating","Total","Inapplicable",0,0
"agegrps","usc","Under 5","No usual source of health care",0.0716790991065156,0.00784653173286325
"agegrps","usc","Under 5","Office-based",0.782263340099564,0.0129510256121777
"agegrps","usc","Under 5","Hospital (not ER)",0.140204949602731,0.010958697640858
"agegrps","usc","Under 5","Emergency room",0.00585261119118935,0.00286039258067606
"agegrps","usc","Under 5","Missing",0,0
