"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Anti-Infectives","Total",5159,0
"TC1name","ind","Antihyperlipidemic Agents","Total",1411,0
"TC1name","ind","Antineoplastics","Total",408,0
"TC1name","ind","Biologicals","Total",16,0
"TC1name","ind","Cardiovascular Agents","Total",3789,0
"TC1name","ind","Central Nervous System Agents","Total",5495,0
"TC1name","ind","Coagulation Modifiers","Total",434,0
"TC1name","ind","Gastrointestinal Agents","Total",1755,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",4423,0
"TC1name","ind","Immunologic Agents","Total",48,0
"TC1name","ind","Miscellaneous Agents","Total",528,0
"TC1name","ind","Not Ascertained","Total",1000,0
"TC1name","ind","Nutritional Products","Total",1251,0
"TC1name","ind","Psychotherapeutic Agents","Total",1989,0
"TC1name","ind","Respiratory Agents","Total",3998,0
"TC1name","ind","Topical Agents","Total",4475,0
"RXDRGNAM","ind","ABACAVIR","Total",2,0
"RXDRGNAM","ind","ACARBOSE","Total",7,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",10,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",237,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",23,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",407,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",708,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",245,0
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",3,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",10,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",283,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",4,0
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",2,0
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",4,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",1,0
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",6,0
"RXDRGNAM","ind","ACYCLOVIR","Total",62,0
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",7,0
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",24,0
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",4,0
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",9,0
"RXDRGNAM","ind","ALBUTEROL","Total",839,0
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",81,0
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",11,0
"RXDRGNAM","ind","ALENDRONATE","Total",156,0
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG CARBONATE","Total",3,0
"RXDRGNAM","ind","ALLOPURINOL","Total",98,0
"RXDRGNAM","ind","ALOSETRON","Total",7,0
"RXDRGNAM","ind","ALPRAZOLAM","Total",218,0
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",15,0
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",13,0
"RXDRGNAM","ind","AMANTADINE","Total",17,0
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",3,0
"RXDRGNAM","ind","AMILORIDE","Total",8,0
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",7,0
"RXDRGNAM","ind","AMINO ACIDS-UREA TOPICAL","Total",7,0
"RXDRGNAM","ind","AMIODARONE","Total",30,0
"RXDRGNAM","ind","AMITRIPTYLINE","Total",182,0
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",7,0
"RXDRGNAM","ind","AMLODIPINE","Total",349,0
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",90,0
"RXDRGNAM","ind","AMMONIUM LACTATE TOPICAL","Total",27,0
"RXDRGNAM","ind","AMOXAPINE","Total",2,0
"RXDRGNAM","ind","AMOXICILLIN","Total",1605,0
"RXDRGNAM","ind","AMOXICILLIN-CLAVULANATE","Total",418,0
"RXDRGNAM","ind","AMOXICILLIN/CLARITHROMYCIN/LANSOPRAZOLE","Total",10,0
"RXDRGNAM","ind","AMPHETAMINE-DEXTROAMPHETAMINE","Total",76,0
"RXDRGNAM","ind","AMPICILLIN","Total",58,0
"RXDRGNAM","ind","AMPRENAVIR","Total",2,0
"RXDRGNAM","ind","ANASTROZOLE","Total",1,0
"RXDRGNAM","ind","ANTAZOLINE-NAPHAZOLINE OPHTHALMIC","Total",3,0
"RXDRGNAM","ind","ANTIPYRINE-BENZOCAINE OTIC","Total",35,0
"RXDRGNAM","ind","ANTIPYRINE/BENZOCAINE/PHENYLEPHRINE OTIC","Total",2,0
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE","Total",51,0
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE/CODEINE","Total",2,0
"RXDRGNAM","ind","APAP/CHLORPHENIRAMINE/PHENYLEPHRINE","Total",4,0
"RXDRGNAM","ind","APAP/DICHLORALPHENAZONE/ISOMETHEPTENE","Total",53,0
"RXDRGNAM","ind","APRACLONIDINE OPHTHALMIC","Total",1,0
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE","Total",28,0
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE/CODEINE","Total",7,0
"RXDRGNAM","ind","ASA/CAFFEINE/ORPHENADRINE","Total",22,0
"RXDRGNAM","ind","ASA/CAFFEINE/PROPOXYPHENE","Total",20,0
"RXDRGNAM","ind","ASCORBIC ACID","Total",7,0
"RXDRGNAM","ind","ASPIRIN","Total",134,0
"RXDRGNAM","ind","ASPIRIN-CARISOPRODOL","Total",8,0
"RXDRGNAM","ind","ASPIRIN-CODEINE","Total",1,0
"RXDRGNAM","ind","ASPIRIN-DIPYRIDAMOLE","Total",6,0
"RXDRGNAM","ind","ASPIRIN-METHOCARBAMOL","Total",22,0
"RXDRGNAM","ind","ASPIRIN-OXYCODONE","Total",16,0
"RXDRGNAM","ind","ATENOLOL","Total",491,0
"RXDRGNAM","ind","ATENOLOL-CHLORTHALIDONE","Total",17,0
"RXDRGNAM","ind","ATORVASTATIN","Total",544,0
"RXDRGNAM","ind","ATROPINE-DIFENOXIN","Total",1,0
"RXDRGNAM","ind","ATROPINE-DIPHENOXYLATE","Total",34,0
"RXDRGNAM","ind","ATROPINE OPHTHALMIC","Total",2,0
"RXDRGNAM","ind","ATROPINE/HYOSCYAMINE/PB/SCOPOLAMINE","Total",30,0
"RXDRGNAM","ind","ATTAPULGITE","Total",6,0
"RXDRGNAM","ind","AUROTHIOGLUCOSE","Total",3,0
"RXDRGNAM","ind","AZATADINE","Total",1,0
"RXDRGNAM","ind","AZATADINE-PSEUDOEPHEDRINE","Total",14,0
"RXDRGNAM","ind","AZATHIOPRINE","Total",11,0
"RXDRGNAM","ind","AZELAIC ACID TOPICAL","Total",8,0
"RXDRGNAM","ind","AZELASTINE NASAL","Total",30,0
"RXDRGNAM","ind","AZITHROMYCIN","Total",573,0
"RXDRGNAM","ind","BACITRACIN-POLYMYXIN B OPHTHALMIC","Total",3,0
"RXDRGNAM","ind","BACITRACIN-POLYMYXIN B TOPICAL","Total",494,0
"RXDRGNAM","ind","BACITRACIN OPHTHALMIC","Total",6,0
"RXDRGNAM","ind","BACITRACIN TOPICAL","Total",8,0
"RXDRGNAM","ind","BACITRACIN/HC/NEOMYCIN/POLYMYXIN B OPHTHALMIC","Total",2,0
"RXDRGNAM","ind","BACITRACIN/HC/NEOMYCIN/POLYMYXIN B TOPICAL","Total",11,0
"RXDRGNAM","ind","BACITRACIN/NEOMYCIN/POLYMYXIN B OPHTHALMIC","Total",1,0
"RXDRGNAM","ind","BACITRACIN/NEOMYCIN/POLYMYXIN B TOPICAL","Total",1192,0
"RXDRGNAM","ind","BACLOFEN","Total",22,0
"RXDRGNAM","ind","BECAPLERMIN TOPICAL","Total",3,0
"RXDRGNAM","ind","BECLOMETHASONE","Total",54,0
"RXDRGNAM","ind","BECLOMETHASONE NASAL","Total",75,0
"RXDRGNAM","ind","BELLADONNA/ERGOTAMINE/PHENOBARBITAL","Total",6,0
"RXDRGNAM","ind","BENAZEPRIL","Total",135,0
"RXDRGNAM","ind","BENAZEPRIL-HYDROCHLOROTHIAZIDE","Total",17,0
"RXDRGNAM","ind","BENDROFLUMETHIAZIDE-NADOLOL","Total",1,0
"RXDRGNAM","ind","BENZOCAINE-TRIMETHOBENZAMIDE","Total",15,0
"RXDRGNAM","ind","BENZOCAINE OTIC","Total",5,0
"RXDRGNAM","ind","BENZONATATE","Total",66,0
"RXDRGNAM","ind","BENZOYL PEROXIDE-ERYTHROMYCIN TOPICAL","Total",34,0
"RXDRGNAM","ind","BENZOYL PEROXIDE TOPICAL","Total",54,0
"RXDRGNAM","ind","BENZTROPINE","Total",27,0
"RXDRGNAM","ind","BETAMETHASONE","Total",1,0
"RXDRGNAM","ind","BETAMETHASONE-CLOTRIMAZOLE TOPICAL","Total",71,0
"RXDRGNAM","ind","BETAMETHASONE TOPICAL","Total",59,0
"RXDRGNAM","ind","BETAXOLOL OPHTHALMIC","Total",20,0
"RXDRGNAM","ind","BETHANECHOL","Total",3,0
"RXDRGNAM","ind","BICALUTAMIDE","Total",8,0
"RXDRGNAM","ind","BISACODYL","Total",14,0
"RXDRGNAM","ind","BISOPROLOL","Total",13,0
"RXDRGNAM","ind","BISOPROLOL-HYDROCHLOROTHIAZIDE","Total",160,0
"RXDRGNAM","ind","BORIC ACID TOPICAL","Total",2,0
"RXDRGNAM","ind","BRIMONIDINE OPHTHALMIC","Total",36,0
"RXDRGNAM","ind","BRINZOLAMIDE OPHTHALMIC","Total",5,0
"RXDRGNAM","ind","BROMOCRIPTINE","Total",10,0
"RXDRGNAM","ind","BROMODIPHENHYDRAMINE-CODEINE","Total",1,0
"RXDRGNAM","ind","BROMPHENIRAMINE-PHENYLPROPANOLAMINE","Total",23,0
"RXDRGNAM","ind","BROMPHENIRAMINE-PSEUDOEPHEDRINE","Total",22,0
"RXDRGNAM","ind","BROMPHENIRAMINE/CODEINE/PHENYLPROPANOLAMINE","Total",10,0
"RXDRGNAM","ind","BROMPHENIRAMINE/DEXTROMETHORPHAN/PPA","Total",34,0
"RXDRGNAM","ind","BROMPHENIRAMINE/DEXTROMETHORPHAN/PSE","Total",27,0
"RXDRGNAM","ind","BUDESONIDE","Total",26,0
"RXDRGNAM","ind","BUDESONIDE NASAL","Total",64,0
"RXDRGNAM","ind","BUMETANIDE","Total",31,0
"RXDRGNAM","ind","BUPROPION","Total",143,0
"RXDRGNAM","ind","BUSPIRONE","Total",64,0
"RXDRGNAM","ind","BUTABARBITAL/HYOSCYAMINE/PHENAZOPYRIDINE","Total",2,0
"RXDRGNAM","ind","BUTENAFINE TOPICAL","Total",8,0
"RXDRGNAM","ind","BUTOCONAZOLE TOPICAL","Total",1,0
"RXDRGNAM","ind","BUTORPHANOL","Total",3,0
"RXDRGNAM","ind","CAFFEINE-ERGOTAMINE","Total",3,0
"RXDRGNAM","ind","CALAMINE TOPICAL","Total",11,0
"RXDRGNAM","ind","CALCIPOTRIENE TOPICAL","Total",21,0
"RXDRGNAM","ind","CALCITONIN","Total",56,0
"RXDRGNAM","ind","CALCITRIOL","Total",5,0
"RXDRGNAM","ind","CALCIUM ACETATE","Total",11,0
"RXDRGNAM","ind","CALCIUM AND VITAMIN D COMBINATION","Total",12,0
"RXDRGNAM","ind","CALCIUM CARBONATE","Total",62,0
"RXDRGNAM","ind","CALCIUM CITRATE","Total",6,0
"RXDRGNAM","ind","CALCIUM GLUCONATE","Total",2,0
"RXDRGNAM","ind","CALCIUM LACTATE","Total",1,0
"RXDRGNAM","ind","CANDESARTAN","Total",6,0
"RXDRGNAM","ind","CAPECITABINE","Total",2,0
"RXDRGNAM","ind","CAPSAICIN TOPICAL","Total",5,0
"RXDRGNAM","ind","CAPTOPRIL","Total",65,0
"RXDRGNAM","ind","CAPTOPRIL-HYDROCHLOROTHIAZIDE","Total",3,0
"RXDRGNAM","ind","CARBAMAZEPINE","Total",68,0
"RXDRGNAM","ind","CARBAMIDE PEROXIDE OTIC","Total",65,0
"RXDRGNAM","ind","CARBETAPENTANE/CHLORPHENIRAMINE/PHENYLEPHRINE","Total",17,0
"RXDRGNAM","ind","CARBETAPENTANE/CPM/EPHEDRINE/PHENYLEPHRINE","Total",4,0
"RXDRGNAM","ind","CARBIDOPA-LEVODOPA","Total",19,0
"RXDRGNAM","ind","CARBINOXAMINE","Total",3,0
"RXDRGNAM","ind","CARBINOXAMINE-PSEUDOEPHEDRINE","Total",36,0
"RXDRGNAM","ind","CARBINOXAMINE/DEXTROMETHORPHAN/PSE","Total",76,0
"RXDRGNAM","ind","CARBINOXAMINE/HYDROCODONE/PSEUDOEPHEDRINE","Total",2,0
"RXDRGNAM","ind","CARBONYL IRON","Total",27,0
"RXDRGNAM","ind","CARISOPRODOL","Total",75,0
"RXDRGNAM","ind","CARTEOLOL OPHTHALMIC","Total",6,0
"RXDRGNAM","ind","CARVEDILOL","Total",31,0
"RXDRGNAM","ind","CASANTHRANOL-DOCUSATE","Total",30,0
"RXDRGNAM","ind","CEFACLOR","Total",56,0
"RXDRGNAM","ind","CEFADROXIL","Total",33,0
"RXDRGNAM","ind","CEFDINIR","Total",21,0
"RXDRGNAM","ind","CEFIXIME","Total",28,0
"RXDRGNAM","ind","CEFPODOXIME","Total",19,0
"RXDRGNAM","ind","CEFPROZIL","Total",123,0
"RXDRGNAM","ind","CEFTIBUTEN","Total",10,0
"RXDRGNAM","ind","CEFTRIAXONE","Total",10,0
"RXDRGNAM","ind","CEFUROXIME","Total",82,0
"RXDRGNAM","ind","CELECOXIB","Total",502,0
"RXDRGNAM","ind","CEPHALEXIN","Total",427,0
"RXDRGNAM","ind","CEPHRADINE","Total",1,0
"RXDRGNAM","ind","CERIVASTATIN","Total",67,0
"RXDRGNAM","ind","CETIRIZINE","Total",237,0
"RXDRGNAM","ind","CEVIMELINE","Total",1,0
"RXDRGNAM","ind","CHLORAL HYDRATE","Total",2,0
"RXDRGNAM","ind","CHLORDIAZEPOXIDE","Total",10,0
"RXDRGNAM","ind","CHLORDIAZEPOXIDE-CLIDINIUM","Total",24,0
"RXDRGNAM","ind","CHLORHEXIDINE TOPICAL","Total",12,0
"RXDRGNAM","ind","CHLOROQUINE","Total",2,0
"RXDRGNAM","ind","CHLOROTHIAZIDE","Total",2,0
"RXDRGNAM","ind","CHLOROXINE TOPICAL","Total",1,0
"RXDRGNAM","ind","CHLOROXYLENOL/HYDROCORTISONE/PRAMOXINE OTIC","Total",3,0
"RXDRGNAM","ind","CHLORPHENIRAMINE","Total",11,0
"RXDRGNAM","ind","CHLORPHENIRAMINE-EPINEPHRINE","Total",2,0
"RXDRGNAM","ind","CHLORPHENIRAMINE-HYDROCODONE","Total",41,0
"RXDRGNAM","ind","CHLORPHENIRAMINE-PHENYLPROPANOLAMINE","Total",8,0
"RXDRGNAM","ind","CHLORPHENIRAMINE-PSEUDOEPHEDRINE","Total",56,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/CODEINE/PSEUDOEPHEDRINE","Total",8,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSE","Total",9,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/DM/PHENYLEPHRINE","Total",15,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/HYDROCODONE/PHENYLEPHRINE","Total",44,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/HYDROCODONE/PSE","Total",3,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/METHSCOPOLAMINE/PE","Total",19,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/METHSCOPOLAMINE/PPA","Total",3,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/METHSCOPOLAMINE/PSE","Total",5,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/PE/PHENYLTOLOXAMINE","Total",8,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/PE/PPA/PHENYLTOLOXAMINE","Total",12,0
"RXDRGNAM","ind","CHLORPHENIRAMINE/PHENYLEPHRINE/PYRILAMINE","Total",43,0
"RXDRGNAM","ind","CHLORPROMAZINE","Total",14,0
"RXDRGNAM","ind","CHLORPROPAMIDE","Total",4,0
"RXDRGNAM","ind","CHLORTHALIDONE","Total",8,0
"RXDRGNAM","ind","CHLORZOXAZONE","Total",8,0
"RXDRGNAM","ind","CHOLESTYRAMINE","Total",24,0
"RXDRGNAM","ind","CHOLINE SALICYLATE-MAGNESIUM SALICYLATE","Total",5,0
"RXDRGNAM","ind","CHORIONIC GONADOTROPIN (HCG)","Total",8,0
"RXDRGNAM","ind","CICLOPIROX TOPICAL","Total",34,0
"RXDRGNAM","ind","CILOSTAZOL","Total",8,0
"RXDRGNAM","ind","CIMETIDINE","Total",105,0
"RXDRGNAM","ind","CINOXACIN","Total",5,0
"RXDRGNAM","ind","CIPROFLOXACIN","Total",264,0
"RXDRGNAM","ind","CIPROFLOXACIN-HYDROCORTISONE OTIC","Total",18,0
"RXDRGNAM","ind","CIPROFLOXACIN OPHTHALMIC","Total",47,0
"RXDRGNAM","ind","CISAPRIDE","Total",30,0
"RXDRGNAM","ind","CITALOPRAM","Total",126,0
"RXDRGNAM","ind","CITRIC ACID-SODIUM CITRATE","Total",2,0
"RXDRGNAM","ind","CITRIC ACID/GLUCONODELTA-LACTONE/MG CARBONATE","Total",1,0
"RXDRGNAM","ind","CLARITHROMYCIN","Total",122,0
"RXDRGNAM","ind","CLEMASTINE","Total",5,0
"RXDRGNAM","ind","CLINDAMYCIN","Total",62,0
