"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",32636,0
"ind","ins_lt65","Total",28676,0
"ind","ins_ge65","Total",3960,0
"agegrps","insurance","Under 5",2517,0
"agegrps","insurance","5-17",7302,0
"agegrps","insurance","18-44",12222,0
"agegrps","insurance","45-64",6635,0
"agegrps","insurance","65+",3960,0
"agegrps","ins_lt65","Under 5",2517,0
"agegrps","ins_lt65","5-17",7302,0
"agegrps","ins_lt65","18-44",12222,0
"agegrps","ins_lt65","45-64",6635,0
"agegrps","ins_ge65","65+",3960,0
"region","insurance","Northeast",6278,0
"region","insurance","Midwest",6834,0
"region","insurance","South",11446,0
"region","insurance","West",8078,0
"region","ins_lt65","Northeast",5391,0
"region","ins_lt65","Midwest",5934,0
"region","ins_lt65","South",10076,0
"region","ins_lt65","West",7275,0
"region","ins_ge65","Northeast",887,0
"region","ins_ge65","Midwest",900,0
"region","ins_ge65","South",1370,0
"region","ins_ge65","West",803,0
"married","insurance","Married",13076,0
"married","insurance","Widowed",1911,0
"married","insurance","Divorced",2368,0
"married","insurance","Separated",616,0
"married","insurance","Never married",6022,0
"married","insurance","Inapplicable (age < 16)",8642,0
"married","insurance","Missing",1,0
"married","ins_lt65","Married",11084,0
"married","ins_lt65","Widowed",459,0
"married","ins_lt65","Divorced",2053,0
"married","ins_lt65","Separated",577,0
"married","ins_lt65","Never married",5860,0
"married","ins_lt65","Inapplicable (age < 16)",8642,0
"married","ins_lt65","Missing",1,0
"married","ins_ge65","Married",1992,0
"married","ins_ge65","Widowed",1452,0
"married","ins_ge65","Divorced",315,0
"married","ins_ge65","Separated",39,0
"married","ins_ge65","Never married",162,0
"race","insurance","Hispanic",7542,0
"race","insurance","Black",4815,0
"race","insurance","White and other",20279,0
"race","ins_lt65","Hispanic",7106,0
"race","ins_lt65","Black",4320,0
"race","ins_lt65","White and other",17250,0
"race","ins_ge65","Hispanic",436,0
"race","ins_ge65","Black",495,0
"race","ins_ge65","White and other",3029,0
"sex","insurance","Male",15443,0
"sex","insurance","Female",17193,0
"sex","ins_lt65","Male",13832,0
"sex","ins_lt65","Female",14844,0
