"rowGrp","colGrp","rowLevels","colLevels","meanEXP0","meanEXP0_se"
"ind","ind","Total","Total",2049.45968902321,63.5749651928906
"ind","event","Total","TOT",2049.45968902321,63.5749651928906
"ind","event","Total","DVT",179.29485087458,6.50528348943775
"ind","event","Total","RX",285.091204289591,7.94770975705798
"ind","event","Total","OBV",408.080568210506,11.7610978627839
"ind","event","Total","OBD",313.421116572964,9.97160810418151
"ind","event","Total","OBO",91.2917548997916,4.54126050664815
"ind","event","Total","OPT",218.186014782127,9.45064916324899
"ind","event","Total","OPY",145.311841807148,7.12760036841853
"ind","event","Total","OPZ",70.391671273775,6.18663080194798
"ind","event","Total","ERT",61.1036188814239,2.40265981046354
"ind","event","Total","IPT",769.862574230939,49.5525334121711
"ind","event","Total","HHT",80.7628612434892,10.693344893748
"ind","event","Total","OMA",47.0822163333124,2.03841156448187
"ind","sop","Total","EXP",2049.45968902321,63.5749651928906
"ind","sop","Total","SLF",395.353807976042,11.3573454316709
"ind","sop","Total","PTR",792.204043940032,30.1467374442517
"ind","sop","Total","MCR",493.488230591385,40.1012885794775
"ind","sop","Total","MCD",176.108073946127,14.0988564781411
"ind","sop","Total","OTZ",192.327743212601,15.6946662330056
"ind","agegrps","Total","Under 5",836.3419883618,123.790114435858
"ind","agegrps","Total","5-17",705.911919237161,35.0108659171873
"ind","agegrps","Total","18-44",1353.3124543776,59.7242925919802
"ind","agegrps","Total","45-64",2673.42560315614,103.895185009206
"ind","agegrps","Total","65+",5963.676882237,320.354626900569
"event","sop","TOT","EXP",2049.45968902321,63.5749651928906
"event","sop","TOT","SLF",395.353807976042,11.3573454316709
"event","sop","TOT","PTR",792.204043940032,30.1467374442517
"event","sop","TOT","MCR",493.488230591385,40.1012885794775
"event","sop","TOT","MCD",176.108073946127,14.0988564781411
"event","sop","TOT","OTZ",192.327743212601,15.6946662330056
"event","sop","DVT","EXP",179.29485087458,6.50528348943775
"event","sop","DVT","SLF",92.654805558583,4.31428466668791
"event","sop","DVT","PTR",75.2270244863766,3.14458536307679
"event","sop","DVT","MCR",0.472602675247109,0.104743979014263
"event","sop","DVT","MCD",5.46942078503508,0.532587065823967
"event","sop","DVT","OTZ",5.47331494666515,0.691894143600852
"event","sop","RX","EXP",285.091204289591,7.94770975705798
"event","sop","RX","SLF",136.900150566371,4.24534627004104
"event","sop","RX","PTR",96.0232274807501,3.24322331318988
"event","sop","RX","MCR",11.5094998305651,1.133216154945
"event","sop","RX","MCD",33.1618087404604,2.86691372853471
"event","sop","RX","OTZ",7.50488138886021,1.41277671416143
"event","sop","OBV","EXP",408.080568210506,11.7610978627839
"event","sop","OBV","SLF",78.5603201956433,3.01136466302943
"event","sop","OBV","PTR",191.336928027586,7.54819498963226
"event","sop","OBV","MCR",67.311044713506,3.88509107984892
"event","sop","OBV","MCD",30.8751493567102,2.56998752648783
"event","sop","OBV","OTZ",40.0047202567269,2.96921060461517
"event","sop","OBD","EXP",313.421116572964,9.97160810418151
"event","sop","OBD","SLF",57.0033459874477,2.57263433450947
"event","sop","OBD","PTR",148.381914856514,6.46417714113188
"event","sop","OBD","MCR",56.8071505978577,3.40853369541233
"event","sop","OBD","MCD",23.4813285710367,1.81494807369472
"event","sop","OBD","OTZ",27.7537765060853,1.90461739620857
"event","sop","OBO","EXP",91.2917548997916,4.54126050664815
"event","sop","OBO","SLF",20.4060406658925,1.41632341372329
"event","sop","OBO","PTR",41.5554124718634,2.55742814471095
"event","sop","OBO","MCR",10.0261150023605,1.10322611178826
"event","sop","OBO","MCD",7.15436842877479,1.40640804028535
"event","sop","OBO","OTZ",12.1517881447688,2.01399161567937
"event","sop","OPT","EXP",218.186014782127,9.45064916324899
"event","sop","OPT","SLF",16.6659034367353,2.24114139932346
"event","sop","OPT","PTR",127.475706321021,7.75178702524545
"event","sop","OPT","MCR",34.7895837042412,2.70827740179193
"event","sop","OPT","MCD",12.5039813870035,2.53725124288681
"event","sop","OPT","OTZ",26.7533958333852,3.14631440557627
"event","sop","OPY","EXP",145.311841807148,7.12760036841853
"event","sop","OPY","SLF",12.3090775158544,2.17027116063629
"event","sop","OPY","PTR",84.6468656704258,5.44054557128182
"event","sop","OPY","MCR",20.1861954414225,2.11770237410708
"event","sop","OPY","MCD",8.46396020271804,1.56407892828544
"event","sop","OPY","OTZ",19.7061466711013,2.79103061154916
"event","sop","OPZ","EXP",70.391671273775,6.18663080194798
"event","sop","OPZ","SLF",4.0905870861589,0.400323037959741
"event","sop","OPZ","PTR",41.7383357802438,5.16657449832045
"event","sop","OPZ","MCR",13.7479957171673,1.4717003474629
"event","sop","OPZ","MCD",3.89252708902577,1.16654460172733
"event","sop","OPZ","OTZ",6.92266974382911,1.35926877860737
"event","sop","ERT","EXP",61.1036188814239,2.40265981046354
"event","sop","ERT","SLF",9.22381182796488,0.845006762088579
"event","sop","ERT","PTR",32.4048625051692,1.6728530857957
"event","sop","ERT","MCR",6.69713754013772,0.575605305358702
"event","sop","ERT","MCD",4.84353754481931,0.49458995941755
"event","sop","ERT","OTZ",7.93495310642357,0.831535228920699
"event","sop","IPT","EXP",769.862574230939,49.5525334121711
"event","sop","IPT","SLF",22.6551231790331,4.55742741649267
"event","sop","IPT","PTR",252.949647546481,21.7390180741968
"event","sop","IPT","MCR",341.058067301665,36.8964717861061
"event","sop","IPT","MCD",64.2228662474142,6.54207168039057
"event","sop","IPT","OTZ",88.9772027415832,13.0331654840544
"event","sop","HHT","EXP",80.7628612434892,10.693344893748
"event","sop","HHT","SLF",7.76442073617326,1.76720615718635
"event","sop","HHT","PTR",8.18409542823428,2.7710905531859
"event","sop","HHT","MCR",28.5327875849541,3.74918601118325
"event","sop","HHT","MCD",22.2065676571411,5.14164873597243
"event","sop","HHT","OTZ",14.074969423954,5.84207231368952
"event","sop","OMA","EXP",47.0822163333124,2.03841156448187
"event","sop","OMA","SLF",30.9296271146843,2.07173904467408
"event","sop","OMA","PTR",8.60561537044364,0.464745189802341
