"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",22953,0
"ind","event","Total","TOT",18840,0
"ind","event","Total","DVT",8628,0
"ind","event","Total","RX",13879,0
"ind","event","Total","OBT",15649,0
"ind","event","Total","OBD",14801,0
"ind","event","Total","OBO",5199,0
"ind","event","Total","OPT",3168,0
"ind","event","Total","OPD",1821,0
"ind","event","Total","OPO",1829,0
"ind","event","Total","ERT",2880,0
"ind","event","Total","IPD",1803,0
"ind","event","Total","HHT",593,0
"ind","event","Total","OMA",3804,0
"ind","sop","Total","EXP",18680,0
"ind","sop","Total","SLF",16824,0
"ind","sop","Total","PTR",11536,0
"ind","sop","Total","MCR",2967,0
"ind","sop","Total","MCD",3685,0
"ind","sop","Total","OTZ",3371,0
"ind","agegrps","Total","Under 5",1726,0
"ind","agegrps","Total","5-17",5175,0
"ind","agegrps","Total","18-44",8562,0
"ind","agegrps","Total","45-64",4719,0
"ind","agegrps","Total","65+",2771,0
"event","sop","TOT","EXP",18680,0
"event","sop","TOT","SLF",16824,0
"event","sop","TOT","PTR",11536,0
"event","sop","TOT","MCR",2967,0
"event","sop","TOT","MCD",3685,0
"event","sop","TOT","OTZ",3371,0
"event","sop","DVT","EXP",8346,0
"event","sop","DVT","SLF",5672,0
"event","sop","DVT","PTR",4741,0
"event","sop","DVT","MCR",74,0
"event","sop","DVT","MCD",942,0
"event","sop","DVT","OTZ",403,0
"event","sop","RX","EXP",13879,0
"event","sop","RX","SLF",13172,0
"event","sop","RX","PTR",6666,0
"event","sop","RX","MCR",656,0
"event","sop","RX","MCD",2240,0
"event","sop","RX","OTZ",353,0
"event","sop","OBV","EXP",15306,0
"event","sop","OBV","SLF",11228,0
"event","sop","OBV","PTR",9232,0
"event","sop","OBV","MCR",2638,0
"event","sop","OBV","MCD",2730,0
"event","sop","OBV","OTZ",2126,0
"event","sop","OBD","EXP",14503,0
"event","sop","OBD","SLF",10399,0
"event","sop","OBD","PTR",8736,0
"event","sop","OBD","MCR",2567,0
"event","sop","OBD","MCD",2573,0
"event","sop","OBD","OTZ",1841,0
"event","sop","OBO","EXP",4917,0
"event","sop","OBO","SLF",3003,0
"event","sop","OBO","PTR",2808,0
"event","sop","OBO","MCR",762,0
"event","sop","OBO","MCD",571,0
"event","sop","OBO","OTZ",572,0
"event","sop","OPT","EXP",3073,0
"event","sop","OPT","SLF",1403,0
"event","sop","OPT","PTR",1887,0
"event","sop","OPT","MCR",903,0
"event","sop","OPT","MCD",507,0
"event","sop","OPT","OTZ",576,0
"event","sop","OPY","EXP",1743,0
"event","sop","OPY","SLF",772,0
"event","sop","OPY","PTR",1013,0
"event","sop","OPY","MCR",484,0
