"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.83848751411554,0.00417196202553773
"ind","event","Total","TOT",0.83848751411554,0.00417196202553773
"ind","event","Total","DVT",0.410849385353934,0.00713090521849589
"ind","event","Total","RX",0.618105452814456,0.00541056595094951
"ind","event","Total","OBV",0.691622064492132,0.00574571258074477
"ind","event","Total","OBD",0.653180593793615,0.00577349841691131
"ind","event","Total","OBO",0.240808114288627,0.00621715304242004
"ind","event","Total","OPT",0.142121442036485,0.00361539252643183
"ind","event","Total","OPY",0.0780621762461744,0.00249425697184013
"ind","event","Total","OPZ",0.0846684118130703,0.00285635652693982
"ind","event","Total","ERT",0.112411325123316,0.00258185283431329
"ind","event","Total","IPT",0.072399459367547,0.00217078456261828
"ind","event","Total","HHT",0.0198437940050651,0.00125536499874169
"ind","event","Total","OMA",0.179745943928115,0.00472176604297986
"ind","sop","Total","EXP",0.83848751411554,0.00417196202553773
"ind","sop","Total","SLF",0.773531269099208,0.00501137424628871
"ind","sop","Total","PTR",0.581314123061826,0.00727658875432754
"ind","sop","Total","MCR",0.127719940902103,0.00378828871466158
"ind","sop","Total","MCD",0.115837445021674,0.00399666063581516
"ind","sop","Total","OTZ",0.141567218261739,0.00369118523528874
"ind","agegrps","Total","Under 5",0.8779413599946,0.00921544887552244
"ind","agegrps","Total","5-17",0.811040142793117,0.00858439871889696
"ind","agegrps","Total","18-44",0.780325191028764,0.00620721418113886
"ind","agegrps","Total","45-64",0.89232928675114,0.00527627774773321
"ind","agegrps","Total","65+",0.951980194989154,0.00519515809590182
"event","sop","TOT","EXP",0.83848751411554,0.00417196202553773
"event","sop","TOT","SLF",0.773531269099208,0.00501137424628871
"event","sop","TOT","PTR",0.581314123061826,0.00727658875432754
"event","sop","TOT","MCR",0.127719940902103,0.00378828871466158
"event","sop","TOT","MCD",0.115837445021674,0.00399666063581516
"event","sop","TOT","OTZ",0.141567218261739,0.00369118523528874
"event","sop","DVT","EXP",0.410849385353934,0.00713090521849589
"event","sop","DVT","SLF",0.290773505897204,0.00609411098999748
"event","sop","DVT","PTR",0.253800484933041,0.00663829759714476
"event","sop","DVT","MCR",0.00323272095854503,0.000538384620153245
"event","sop","DVT","MCD",0.028353310506495,0.00166854141541919
"event","sop","DVT","OTZ",0.0189179719062004,0.00145947576395861
"event","sop","RX","EXP",0.618105452814456,0.00541056595094951
"event","sop","RX","SLF",0.596180026936864,0.00538119110106501
"event","sop","RX","PTR",0.334347712073662,0.00635153524548284
"event","sop","RX","MCR",0.0275647485625021,0.00193792002142792
"event","sop","RX","MCD",0.0689078940348536,0.00281799360245998
"event","sop","RX","OTZ",0.0159203469728607,0.00108754199187628
"event","sop","OBV","EXP",0.691622064492132,0.00574571258074477
"event","sop","OBV","SLF",0.538148076619132,0.00605010734376223
"event","sop","OBV","PTR",0.467369252789085,0.00684971870504272
"event","sop","OBV","MCR",0.115364681500196,0.0036075082421258
"event","sop","OBV","MCD",0.0829280915625264,0.00335286152327118
"event","sop","OBV","OTZ",0.091702344118192,0.00310469073072101
"event","sop","OBD","EXP",0.653180593793615,0.00577349841691131
"event","sop","OBD","SLF",0.497710860801101,0.00603456486580233
"event","sop","OBD","PTR",0.441891580248201,0.00676664449597586
"event","sop","OBD","MCR",0.112188311602734,0.00351961783490338
"event","sop","OBD","MCD",0.0776118142630006,0.00321864060185695
