"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",145.701470395387,4.01164563134144
"ind","event","Total","DVT",169.644733500082,4.46293984604215
"ind","event","Total","ERT",381.38158545148,12.4052292457665
"ind","event","Total","HHT",749.6548984119,72.9455744878066
"ind","event","Total","IPT",7850.41559856012,369.852052902952
"ind","event","Total","OBV",87.6344979996609,1.74088779347236
"ind","event","Total","OPT",473.112010043584,20.8182633428746
"ind","event","Total","RX",39.5829911742822,0.467958379397165
"ind","sop","Total","XP",145.701470395387,4.01164563134144
"ind","sop","Total","SF",26.5165507469831,0.647265343534781
"ind","sop","Total","PR",57.0174511150822,2.13101286894061
"ind","sop","Total","MR",35.6813430127689,2.80416418786695
"ind","sop","Total","MD",12.6087180683036,0.945796822028944
"ind","sop","Total","OZ",13.8774074522494,1.16945675414697
"ind","agegrps","Total","Under 5",126.718015819163,19.2249333114856
"ind","agegrps","Total","5-17",107.846205828322,4.64256980929948
"ind","agegrps","Total","18-44",140.273675194491,5.10682386967836
"ind","agegrps","Total","45-64",129.324619716144,4.70424041202196
"ind","agegrps","Total","65+",181.926434835139,9.03857032231081
"ind","region","Total","Northeast",167.475616257078,13.1228276121097
"ind","region","Total","Midwest",135.423070313799,5.68465988206398
"ind","region","Total","South",142.751288308289,6.0640890456498
"ind","region","Total","West",143.586822964139,7.60999595000256
"ind","married","Total","Married",144.09983227312,4.46871948127022
"ind","married","Total","Widowed",204.039169954257,17.8421837029852
"ind","married","Total","Divorced",134.039151595769,7.56455065636078
"ind","married","Total","Separated",129.051723837346,16.9641441485702
"ind","married","Total","Never married",133.492574618718,6.72037177558177
"ind","married","Total","Inapplicable (age < 16)",112.250556057225,7.77603109301055
"ind","race","Total","Hispanic",152.711267649629,10.9224770492215
"ind","race","Total","Black",154.862459917644,10.4613873951092
"ind","race","Total","White and other",144.061046855654,4.56548008563871
"ind","sex","Total","Male",152.570971971626,5.6595774016918
"ind","sex","Total","Female",141.419787023018,5.05075845605156
"ind","education","Total","Less than high school",182.849108570147,15.5905343322974
"ind","education","Total","High school",149.014295482848,6.66184813205028
"ind","education","Total","Some college",135.080683096117,5.08949582470226
"ind","education","Total","Inapplicable (age < 18)",112.995752549958,6.85526392024398
"ind","education","Total","Missing",200.858765538467,85.7410151487423
"ind","employed","Total","Employed",126.232920021209,3.54959946794287
"ind","employed","Total","Not employed",169.431483071844,6.57530360065076
"ind","employed","Total","Inapplicable (age < 16)",111.323006487621,7.80461618093241
"ind","insurance","Total","Any private, all ages",140.51556877646,5.31613233410448
"ind","insurance","Total","Public only, all ages",167.105837524792,8.69433386538959
"ind","insurance","Total","Uninsured, all ages",115.52410096826,13.2665659460991
"ind","poverty","Total","Negative or poor",142.587983549401,7.48077800734544
"ind","poverty","Total","Near-poor",222.669067643286,55.9410491874
"ind","poverty","Total","Low income",164.139482011111,10.2189561899967
"ind","poverty","Total","Middle income",137.277605602012,5.70530580550773
"ind","poverty","Total","High income",137.873404218436,5.16534021741017
"ind","health","Total","Excellent",129.276411400178,5.46986010993359
"ind","health","Total","Very good",121.881094858832,4.56532641824549
"ind","health","Total","Good",130.212928007645,4.77555722282785
"ind","health","Total","Fair",151.121574591639,8.0321350271198
"ind","health","Total","Poor",244.793499273221,23.1012780451436
"ind","mnhlth","Total","Excellent",137.328140130473,9.97745708718942
"ind","mnhlth","Total","Very good",131.156594116566,5.43165951630044
"ind","mnhlth","Total","Good",150.556681468345,6.61732346657091
"ind","mnhlth","Total","Fair",161.965257685231,14.1044801289169
"ind","mnhlth","Total","Poor",187.213498127209,20.5973854918632
"ind","agegrps_v2X","Total","Under 18",112.995752549958,6.85526392024398
"ind","agegrps_v2X","Total","18-64",134.432147357776,3.63354669500803
"ind","agegrps_v2X","Total","65+",181.926434835139,9.03857032231081
"ind","insurance_v2X","Total","<65, Any private",130.098456563516,3.52815926408203
"ind","insurance_v2X","Total","<65, Public only",139.413081169522,9.64229634249222
"ind","insurance_v2X","Total","<65, Uninsured",115.74718166671,13.3849677890294
"ind","insurance_v2X","Total","65+, Medicare only",188.287402345607,17.0588900521952
"ind","insurance_v2X","Total","65+, Medicare and private",173.347141890452,17.3793053531109
"ind","insurance_v2X","Total","65+, Medicare and other public",202.280508446179,15.772081081028
"ind","insurance_v2X","Total","65+, No medicare",212.122602698168,45.2750368010516
"ind","event_v2X","Total","Missing",101.432559182499,13.5998723230372
"ind","event_v2X","Total","OBD",96.8478366984924,2.06072731167321
"ind","event_v2X","Total","OBO",66.4534251667985,2.55954823205114
"ind","event_v2X","Total","OPY",880.16849707154,46.7724651222535
"ind","event_v2X","Total","OPZ",246.869519469648,16.9512936868719
"event","sop","DVT","XP",169.644733500082,4.46293984604215
"event","sop","ERT","XP",381.38158545148,12.4052292457665
"event","sop","HHT","XP",749.6548984119,72.9455744878066
"event","sop","IPT","XP",7850.41559856012,369.852052902952
"event","sop","OBV","XP",87.6344979996609,1.74088779347236
"event","sop","OPT","XP",473.112010043584,20.8182633428746
"event","sop","RX","XP",39.5829911742822,0.467958379397165
