"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",721,16.8370440785136
"ind","event","Total","TOT",721,16.8370440785136
"ind","event","Total","DVT",168,4.08170765539723
"ind","event","Total","RX",186,5.35724129770887
"ind","event","Total","OBV",243,5.35724129770887
"ind","event","Total","OBD",214,4.33681438385956
"ind","event","Total","OBO",125,4.59192111232189
"ind","event","Total","OPT",555,27.8066334023936
"ind","event","Total","OPY",846,45.9192111232189
"ind","event","Total","OPZ",275,11.734909509267
"ind","event","Total","ERT",315,9.4389489531061
"ind","event","Total","IPT",5195,184.1870579498
"ind","event","Total","HHT",1710,166.5846936859
"ind","event","Total","OMA",180,3.82660092693491
"ind","sop","Total","EXP",721,16.8370440785136
"ind","sop","Total","SLF",221,4.33681438385956
"ind","sop","Total","PTR",411,14.2859767938903
"ind","sop","Total","MCR",639,36.7353688985751
"ind","sop","Total","MCD",246,17.6023642639006
"ind","sop","Total","OTZ",204,9.69405568156843
"ind","agegrps","Total","Under 5",268,12.500229694654
"ind","agegrps","Total","5-17",326,12.7553364231164
"ind","agegrps","Total","18-44",575,14.5410835223526
"ind","agegrps","Total","45-64",1287,39.031329454736
"ind","agegrps","Total","65+",2278,93.8792760741363
"event","sop","TOT","EXP",721,16.8370440785136
"event","sop","TOT","SLF",221,4.33681438385956
"event","sop","TOT","PTR",411,14.2859767938903
"event","sop","TOT","MCR",639,36.7353688985751
"event","sop","TOT","MCD",246,17.6023642639006
"event","sop","TOT","OTZ",204,9.69405568156843
"event","sop","DVT","EXP",168,4.08170765539723
"event","sop","DVT","SLF",110,3.31638747001025
"event","sop","DVT","PTR",134,4.33681438385956
"event","sop","DVT","MCR",69,10.9695893238801
"event","sop","DVT","MCD",73,4.08170765539723
"event","sop","DVT","OTZ",114,10.2042691384931
"event","sop","RX","EXP",186,5.35724129770887
"event","sop","RX","SLF",79,2.55106728462327
"event","sop","RX","PTR",115,3.31638747001025
"event","sop","RX","MCR",250,19.3881113631369
"event","sop","RX","MCD",99,9.18384222464377
"event","sop","RX","OTZ",159,9.69405568156843
"event","sop","OBV","EXP",243,5.35724129770887
"event","sop","OBV","SLF",50,1.27553364231164
"event","sop","OBV","PTR",171,5.35724129770887
"event","sop","OBV","MCR",283,14.5410835223526
"event","sop","OBV","MCD",114,6.37766821155818
"event","sop","OBV","OTZ",136,5.61234802617119
"event","sop","OBD","EXP",214,4.33681438385956
"event","sop","OBD","SLF",40,1.02042691384931
"event","sop","OBD","PTR",150,4.33681438385956
"event","sop","OBD","MCR",242,7.90830858233214
"event","sop","OBD","MCD",108,4.33681438385956
"event","sop","OBD","OTZ",133,5.10213456924654
"event","sop","OBO","EXP",125,4.59192111232189
"event","sop","OBO","SLF",40,1.78574709923629
"event","sop","OBO","PTR",100,3.82660092693491
"event","sop","OBO","MCR",94,7.39809512540748
"event","sop","OBO","MCD",83,7.39809512540748
"event","sop","OBO","OTZ",92,10.2042691384931
"event","sop","OPT","EXP",555,27.8066334023936
"event","sop","OPT","SLF",50,2.55106728462327
"event","sop","OPT","PTR",426,32.6536612431779
"event","sop","OPT","MCR",386,40.8170765539723
"event","sop","OPT","MCD",254,31.3781276008662
"event","sop","OPT","OTZ",297,41.0721832824347
"event","sop","OPY","EXP",846,45.9192111232189
"event","sop","OPY","SLF",51,6.12256148309585
"event","sop","OPY","PTR",682,39.5415429116607
"event","sop","OPY","MCR",567,56.1234802617119
"event","sop","OPY","MCD",336,42.8579303816709
"event","sop","OPY","OTZ",394,37.2455823554997
"event","sop","OPZ","EXP",275,11.734909509267
"event","sop","OPZ","SLF",39,3.57149419847258
"event","sop","OPZ","PTR",216,17.6023642639006
"event","sop","OPZ","MCR",197,16.5819373500513
"event","sop","OPZ","MCD",181,40.0517563685853
"event","sop","OPZ","OTZ",171,28.3168468593183
"event","sop","ERT","EXP",315,9.4389489531061
"event","sop","ERT","SLF",50,0.765320185386981
"event","sop","ERT","PTR",256,11.734909509267
"event","sop","ERT","MCR",211,19.3881113631369
"event","sop","ERT","MCD",134,11.2246960523424
"event","sop","ERT","OTZ",211,15.3064037077396
"event","sop","IPT","EXP",5195,184.1870579498
"event","sop","IPT","SLF",170,15.8166171646643
"event","sop","IPT","PTR",3350,207.911983696797
"event","sop","IPT","MCR",5737,565.571617000979
"event","sop","IPT","MCD",1882,136.99231318427
"event","sop","IPT","OTZ",1412,318.883410577909
"event","sop","HHT","EXP",1710,166.5846936859
"event","sop","HHT","SLF",460,285.209322420882
"event","sop","HHT","PTR",244,76.5320185386981
"event","sop","HHT","MCR",1468,212.248798080656
"event","sop","HHT","MCD",1967,759.962944089272
"event","sop","HHT","OTZ",816,77.0422319956228
"event","sop","OMA","EXP",180,3.82660092693491
"event","sop","OMA","SLF",150,3.06128074154792
"event","sop","OMA","PTR",125,7.39809512540748
"event","sop","OMA","MCR",110,9.4389489531061
"event","sop","OMA","MCD",125,12.500229694654
"event","sop","OMA","OTZ",116,16.5819373500513
"event","agegrps","TOT","Under 5",268,12.500229694654
"event","agegrps","TOT","5-17",326,12.7553364231164
"event","agegrps","TOT","18-44",575,14.5410835223526
"event","agegrps","TOT","45-64",1287,39.031329454736
"event","agegrps","TOT","65+",2278,93.8792760741363
"event","agegrps","DVT","Under 5",95,7.39809512540748
"event","agegrps","DVT","5-17",150,6.6327749400205
"event","agegrps","DVT","18-44",155,4.84702784078421
"event","agegrps","DVT","45-64",209,8.16341531079446
"event","agegrps","DVT","65+",196,12.2451229661917
"event","agegrps","RX","Under 5",35,3.82660092693491
"event","agegrps","RX","5-17",57,4.08170765539723
"event","agegrps","RX","18-44",121,4.08170765539723
"event","agegrps","RX","45-64",434,22.4493921046848
"event","agegrps","RX","65+",695,26.7862064885443
"event","agegrps","OBV","Under 5",168,7.65320185386981
"event","agegrps","OBV","5-17",127,4.08170765539723
"event","agegrps","OBV","18-44",222,5.86745475463352
"event","agegrps","OBV","45-64",335,14.796190250815
"event","agegrps","OBV","65+",490,19.6432180915992
"event","agegrps","OBD","Under 5",160,9.18384222464377
"event","agegrps","OBD","5-17",119,3.82660092693491
"event","agegrps","OBD","18-44",199,5.86745475463352
"event","agegrps","OBD","45-64",280,10.4593758669554
"event","agegrps","OBD","65+",410,17.3472575354382
"event","agegrps","OBO","Under 5",50,4.84702784078421
"event","agegrps","OBO","5-17",79,5.86745475463352
"event","agegrps","OBO","18-44",130,6.88788166848283
"event","agegrps","OBO","45-64",156,8.67362876771912
"event","agegrps","OBO","65+",134,8.67362876771912
"event","agegrps","OPT","Under 5",331,90.0526751472014
"event","agegrps","OPT","5-17",353,67.3481763140543
"event","agegrps","OPT","18-44",535,58.1643340894106
"event","agegrps","OPT","45-64",605,52.0417726063147
"event","agegrps","OPT","65+",615,57.3990139040236
"event","agegrps","OPY","Under 5",459,126.532937317314
"event","agegrps","OPY","5-17",589,127.298257502701
"event","agegrps","OPY","18-44",753,97.1956635441466
"event","agegrps","OPY","45-64",1045,98.9814106433829
"event","agegrps","OPY","65+",889,78.827979094859
"event","agegrps","OPZ","Under 5",175,58.1643340894106
"event","agegrps","OPZ","5-17",222,44.8987842093696
"event","agegrps","OPZ","18-44",247,27.0413132170067
"event","agegrps","OPZ","45-64",319,23.9800324754587
"event","agegrps","OPZ","65+",270,21.6840719192978
"event","agegrps","ERT","Under 5",250,19.3881113631369
"event","agegrps","ERT","5-17",245,18.6227911777499
"event","agegrps","ERT","18-44",348,18.8778979062122
"event","agegrps","ERT","45-64",383,34.1843016139518
"event","agegrps","ERT","65+",341,26.2759930316197
"event","agegrps","IPT","Under 5",3426,896.955257273542
"event","agegrps","IPT","5-17",3530,651.542584492783
"event","agegrps","IPT","18-44",4128,154.339570719708
"event","agegrps","IPT","45-64",6491,568.888004470989
