"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"ind","ind","Total","Total",278405515.725317,11667171.3953245
"ind","event","Total","TOT",234446299.858204,10103731.5436031
"ind","event","Total","DVT",115819144.99133,5709134.81823277
"ind","event","Total","RX",173317368.33733,7749130.67512078
"ind","event","Total","OBT",195443469.217487,8518802.01557267
"ind","event","Total","OBD",185355250.357504,8253990.17974712
"ind","event","Total","OBO",65580300.252347,3049634.02154114
"ind","event","Total","OPT",37612473.767473,1780729.14205976
"ind","event","Total","OPD",21680838.939253,1206893.39399302
"ind","event","Total","OPO",21614164.909385,1072886.54467809
"ind","event","Total","ERT",34939772.117107,1780895.53124656
"ind","event","Total","IPD",21472836.223769,1041899.39469797
"ind","event","Total","HHT",5207299.654302,360828.721567851
"ind","event","Total","OMA",51666064.708952,2619093.00999386
"ind","sop","Total","EXP",232530306.773569,10023919.5835994
"ind","sop","Total","SLF",216377297.095636,9678091.99738356
"ind","sop","Total","PTR",161443420.81864,7836829.75823747
"ind","sop","Total","MCR",35620351.705206,1442135.64189544
"ind","sop","Total","MCD",31353601.624546,1796825.74939129
"ind","sop","Total","OTZ",43099877.31743,1910604.75822273
"ind","agegrps","Total","Under 5",19711026.873067,1053084.81934345
"ind","agegrps","Total","5-17",52820082.212021,2389875.59189618
"ind","agegrps","Total","18-44",109025339.639727,5033173.91439102
"ind","agegrps","Total","45-64",62067287.001902,2996001.43699259
"ind","agegrps","Total","65+",34781779.9986,1384674.93173288
"event","sop","TOT","EXP",232530306.773569,10023919.5835994
"event","sop","TOT","SLF",216377297.095636,9678091.99738356
"event","sop","TOT","PTR",161443420.81864,7836829.75823747
"event","sop","TOT","MCR",35620351.705206,1442135.64189544
"event","sop","TOT","MCD",31353601.624546,1796825.74939129
"event","sop","TOT","OTZ",43099877.31743,1910604.75822273
"event","sop","DVT","EXP",111649447.289679,5501667.59013707
"event","sop","DVT","SLF",79231629.957729,4028585.7884061
"event","sop","DVT","PTR",67502238.203414,4035526.19687864
"event","sop","DVT","MCR",1114369.711992,161535.95890411
"event","sop","DVT","MCD",7888536.387348,650450.610122585
"event","sop","DVT","OTZ",7454404.455916,522851.6612254
"event","sop","RX","EXP",173317368.33733,7749130.67512078
"event","sop","RX","SLF",166518177.794584,7505218.78330905
"event","sop","RX","PTR",98698886.97503,4955374.65960568
"event","sop","RX","MCR",8860880.090554,656416.987866187
"event","sop","RX","MCD",17721766.364021,1124881.39267663
"event","sop","RX","OTZ",9571968.816398,585107.010628509
"event","sop","OBV","EXP",191589702.717567,8504287.71246543
"event","sop","OBV","SLF",153622574.103231,7148104.0608565
"event","sop","OBV","PTR",130979545.539523,6528072.67714827
"event","sop","OBV","MCR",31773469.142233,1322666.14538681
"event","sop","OBV","MCD",22017569.571025,1328936.49672977
"event","sop","OBV","OTZ",26251836.852361,1294570.91829616
