"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.835221623277716,0.00394742687251737
"ind","event","Total","TOT",0.835221623277716,0.00394742687251737
"ind","event","Total","DVT",0.401031736022916,0.00725449141020331
"ind","event","Total","RX",0.622535684631802,0.00535722969473664
"ind","event","Total","OBV",0.688167769300214,0.00532811733482901
"ind","event","Total","OBD",0.653183290817982,0.00521662289337868
"ind","event","Total","OBO",0.223574699422684,0.0061630053711507
"ind","event","Total","OPT",0.131348540963719,0.00466667971495788
"ind","event","Total","OPY",0.0754695877756108,0.00297792536369843
"ind","event","Total","OPZ",0.075333289507873,0.0035158240103728
"ind","event","Total","ERT",0.116334446601392,0.00293866383685251
"ind","event","Total","IPT",0.0757503631303316,0.00225425333984792
"ind","event","Total","HHT",0.017933147068009,0.00130739943332705
"ind","event","Total","OMA",0.185578452260002,0.0041428913610801
"ind","sop","Total","EXP",0.835221623277716,0.00394742687251737
"ind","sop","Total","SLF",0.777201904681803,0.00492903788900228
"ind","sop","Total","PTR",0.579885856061576,0.00832749251583922
"ind","sop","Total","MCR",0.127944130749012,0.00440665725925154
"ind","sop","Total","MCD",0.112618464267354,0.00507119132866132
"ind","sop","Total","OTZ",0.154809710594792,0.00351189000684306
"ind","agegrps","Total","Under 5",0.865429980113194,0.0115461853467738
"ind","agegrps","Total","5-17",0.805654416898053,0.00800683945491443
"ind","agegrps","Total","18-44",0.777267713562045,0.00647514804430645
"ind","agegrps","Total","45-64",0.885436371887431,0.00648466480625924
"ind","agegrps","Total","65+",0.955056088766822,0.00470985292804051
"event","sop","TOT","EXP",0.835221623277716,0.00394742687251737
"event","sop","TOT","SLF",0.777201904681803,0.00492903788900228
"event","sop","TOT","PTR",0.579885856061576,0.00832749251583922
"event","sop","TOT","MCR",0.127944130749012,0.00440665725925154
"event","sop","TOT","MCD",0.112618464267354,0.00507119132866132
"event","sop","TOT","OTZ",0.154809710594792,0.00351189000684306
"event","sop","DVT","EXP",0.401031736022916,0.00725449141020331
"event","sop","DVT","SLF",0.284590733597036,0.00553356781705907
"event","sop","DVT","PTR",0.24246013239915,0.00789436565499693
"event","sop","DVT","MCR",0.00400268546795412,0.000520656939712516
"event","sop","DVT","MCD",0.0283346986384101,0.00219112916744856
"event","sop","DVT","OTZ",0.0267753475950194,0.00134897891373522
"event","sop","RX","EXP",0.622535684631802,0.00535722969473664
"event","sop","RX","SLF",0.598113788660982,0.00537296076066856
"event","sop","RX","PTR",0.354514840404273,0.0065244479432191
"event","sop","RX","MCR",0.0318272433197638,0.00234702863572621
"event","sop","RX","MCD",0.0636545088478269,0.00377669963674997
"event","sop","RX","OTZ",0.0343813907259006,0.00176914101197386
"event","sop","OBV","EXP",0.688167769300214,0.00532811733482901
"event","sop","OBV","SLF",0.551794290795587,0.00635337348822837
"event","sop","OBV","PTR",0.470463184604256,0.0081493120945835
"event","sop","OBV","MCR",0.11412657920751,0.00394716106260802
"event","sop","OBV","MCD",0.079084530756022,0.00375468396023777
"event","sop","OBV","OTZ",0.09429352282755,0.00288183624372388
"event","sop","OBD","EXP",0.653183290817982,0.00521662289337868
"event","sop","OBD","SLF",0.51568869590322,0.00640455561864338
"event","sop","OBD","PTR",0.448906401347899,0.00775338824674257
"event","sop","OBD","MCR",0.111022371671634,0.00387347858538562
"event","sop","OBD","MCD",0.0731407257559312,0.00366165355347785
"event","sop","OBD","OTZ",0.0841602275165532,0.00282180810253388
"event","sop","OBO","EXP",0.223574699422684,0.0061630053711507
"event","sop","OBO","SLF",0.147975671822456,0.00520105338234664
"event","sop","OBO","PTR",0.133030534017771,0.00486475289973401
"event","sop","OBO","MCR",0.0381601334811985,0.00205833743758736
"event","sop","OBO","MCD",0.0188449871089709,0.00142671902135193
"event","sop","OBO","OTZ",0.0253914266302561,0.00138037678440912
"event","sop","OPT","EXP",0.131348540963719,0.00466667971495788
"event","sop","OPT","SLF",0.0613005048936717,0.00253946712359707
"event","sop","OPT","PTR",0.0911482080479607,0.00355596468419346
"event","sop","OPT","MCR",0.036860092234677,0.0024147857497935
"event","sop","OPT","MCD",0.0135684170450416,0.00100987825472702
"event","sop","OPT","OTZ",0.0240429460751819,0.00148042844612106
"event","sop","OPY","EXP",0.0754695877756108,0.00297792536369843
"event","sop","OPY","SLF",0.0347632210409792,0.00176989092015104
"event","sop","OPY","PTR",0.0506556786099319,0.00218934659298832
"event","sop","OPY","MCR",0.020351512604223,0.00166164537786721
"event","sop","OPY","MCD",0.00826966836685641,0.000748741909164911
"event","sop","OPY","OTZ",0.0151079793822221,0.000979845649536599
"event","sop","OPZ","EXP",0.075333289507873,0.0035158240103728
"event","sop","OPZ","SLF",0.0303057854583222,0.001703346381688
"event","sop","OPZ","PTR",0.0529890748574579,0.00264104092390911
"event","sop","OPZ","MCR",0.0240876687161237,0.00173995359538102
"event","sop","OPZ","MCD",0.00657843670210178,0.000634067876323024
"event","sop","OPZ","OTZ",0.0111652532618208,0.000972112682422686
"event","sop","ERT","EXP",0.116334446601392,0.00293866383685251
"event","sop","ERT","SLF",0.0541124360696961,0.0019864065315277
"event","sop","ERT","PTR",0.0695340269156945,0.00247473742015403
"event","sop","ERT","MCR",0.0226879527247154,0.00141725399743082
"event","sop","ERT","MCD",0.0202834657858199,0.00140261508162402
"event","sop","ERT","OTZ",0.0205959148558585,0.00130678692619791
"event","sop","IPT","EXP",0.0757503631303316,0.00225425333984792
"event","sop","IPT","SLF",0.0328275383691901,0.00151062045507169
"event","sop","IPT","PTR",0.0450466582121546,0.00176675228438127
"event","sop","IPT","MCR",0.026267528856182,0.0016815075459656
"event","sop","IPT","MCD",0.0171129104372437,0.00103666776486501
"event","sop","IPT","OTZ",0.0140056945569251,0.00105028982225263
"event","sop","HHT","EXP",0.017933147068009,0.00130739943332705
"event","sop","HHT","SLF",0.00399488229501288,0.000579378329041735
"event","sop","HHT","PTR",0.00308373061923834,0.000423447921215751
"event","sop","HHT","MCR",0.00776372963877111,0.000845153233566578
"event","sop","HHT","MCD",0.00624917300544628,0.000695529783266243
"event","sop","HHT","OTZ",0.00440143163032373,0.000543152054700486
"event","sop","OMA","EXP",0.185578452260002,0.0041428913610801
"event","sop","OMA","SLF",0.158376273044142,0.00360821506775658
"event","sop","OMA","PTR",0.0456853084411911,0.00255973409479543
"event","sop","OMA","MCR",0.00691872394007616,0.000683551536002205
"event","sop","OMA","MCD",0.0130109081234722,0.00106055619513508
"event","sop","OMA","OTZ",0.00817972212327083,0.000658143106824581
"event","agegrps","TOT","Under 5",0.865429980113194,0.0115461853467738
"event","agegrps","TOT","5-17",0.805654416898053,0.00800683945491443
"event","agegrps","TOT","18-44",0.777267713562045,0.00647514804430645
"event","agegrps","TOT","45-64",0.885436371887431,0.00648466480625924
"event","agegrps","TOT","65+",0.955056088766822,0.00470985292804051
"event","agegrps","DVT","Under 5",0.138643963555805,0.0116395779741956
"event","agegrps","DVT","5-17",0.508358218800008,0.0113505965248311
"event","agegrps","DVT","18-44",0.368225095421996,0.00802544463313868
"event","agegrps","DVT","45-64",0.453878931592172,0.0140159747880189
"event","agegrps","DVT","65+",0.395270440015444,0.0127727228011075
"event","agegrps","RX","Under 5",0.578323933842737,0.0154410432799215
"event","agegrps","RX","5-17",0.46686724380917,0.00968515790214375
"event","agegrps","RX","18-44",0.559897761107978,0.00665214584992023
"event","agegrps","RX","45-64",0.733369005112776,0.00891996587792736
"event","agegrps","RX","65+",0.882553321026111,0.00728431464453734
"event","agegrps","OBV","Under 5",0.793547157549646,0.0132343776983868
"event","agegrps","OBV","5-17",0.620380921417411,0.0106424568518397
"event","agegrps","OBV","18-44",0.605548920058456,0.00787109921669197
"event","agegrps","OBV","45-64",0.752346307307214,0.00837750443898783
"event","agegrps","OBV","65+",0.875838765035837,0.00701789856592557
"event","agegrps","OBD","Under 5",0.774532629461202,0.0140766473302436
"event","agegrps","OBD","5-17",0.585597229292338,0.0108345137190404
"event","agegrps","OBD","18-44",0.560108912655481,0.00775429116423334
"event","agegrps","OBD","45-64",0.72014432576119,0.00879002449162847
"event","agegrps","OBD","65+",0.85930722031765,0.00698988322596678
"event","agegrps","OBO","Under 5",0.113923543542031,0.0104023944416685
"event","agegrps","OBO","5-17",0.14037211789096,0.00819826146925971
"event","agegrps","OBO","18-44",0.198180824538031,0.00682333289363053
"event","agegrps","OBO","45-64",0.291633914173457,0.0101830507235251
"event","agegrps","OBO","65+",0.370215529656139,0.014504457014324
"event","agegrps","OPT","Under 5",0.0665261064518028,0.00684280290662353
"event","agegrps","OPT","5-17",0.0525144732227759,0.00431189356156974
"event","agegrps","OPT","18-44",0.0970190888313887,0.00461802917047435
"event","agegrps","OPT","45-64",0.194410575528623,0.00874971978346374
"event","agegrps","OPT","65+",0.28287699833847,0.0130007477108511
"event","agegrps","OPY","Under 5",0.0479198327506531,0.00533458000577305
"event","agegrps","OPY","5-17",0.0319460333674183,0.00366105267014686
"event","agegrps","OPY","18-44",0.0578324388791493,0.00331974099912463
"event","agegrps","OPY","45-64",0.105509037143742,0.00560328029561483
"event","agegrps","OPY","65+",0.158857519824011,0.00991023418893476
"event","agegrps","OPZ","Under 5",0.0246327360900428,0.00423363827159122
"event","agegrps","OPZ","5-17",0.0216455974533451,0.00283942167485516
"event","agegrps","OPZ","18-44",0.0484451807432336,0.00303836615750609
"event","agegrps","OPZ","45-64",0.122787854351028,0.00722894680068373
"event","agegrps","OPZ","65+",0.185197056509163,0.0106073425954247
"event","agegrps","ERT","Under 5",0.134858871964056,0.00988870065974281
"event","agegrps","ERT","5-17",0.100540898395997,0.00554615767732625
"event","agegrps","ERT","18-44",0.108610105171809,0.00412352186545135
