"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"ind","ind","Total","Total",2700.2798807953,78.0428065958424
"ind","event","Total","TOT",2700.2798807953,78.0428065958424
"ind","event","Total","DVT",497.544446866505,14.4944857636018
"ind","event","Total","RX",594.24071086559,12.1088580515452
"ind","event","Total","OBV",657.374617442689,16.0879500117665
"ind","event","Total","OBD",532.614227805984,13.0235343977401
"ind","event","Total","OBO",452.218485880687,23.9954761063185
"ind","event","Total","OPT",1500.747512482,67.0141678860215
"ind","event","Total","OPY",1673.36091513893,79.9053744408425
"ind","event","Total","OPZ",876.792817164371,76.5462678014631
"ind","event","Total","ERT",594.291991301731,22.1494456832912
"ind","event","Total","IPT",10916.8496690513,544.044531342686
"ind","event","Total","HHT",5135.5689333946,664.4335128913
"ind","event","Total","OMA",259.588822289971,6.26940249995837
"ind","sop","Total","EXP",2700.2798807953,78.0428065958424
"ind","sop","Total","SLF",562.121609338115,11.1720147318923
"ind","sop","Total","PTR",1575.08920109895,58.8885053887342
"ind","sop","Total","MCR",3683.97678270144,222.546547082411
"ind","sop","Total","MCD",1957.06410362612,145.045041545562
"ind","sop","Total","OTZ",1378.12746725138,150.647686899712
"ind","agegrps","Total","Under 5",1226.85953391682,206.997754661461
"ind","agegrps","Total","5-17",1076.50003943155,55.8396329587446
"ind","agegrps","Total","18-44",1904.82872580452,83.360655616767
"ind","agegrps","Total","45-64",3562.37211726852,177.44988587567
"ind","agegrps","Total","65+",6140.0510847213,270.924887326009
"event","sop","TOT","EXP",2700.2798807953,78.0428065958424
"event","sop","TOT","SLF",562.121609338115,11.1720147318923
"event","sop","TOT","PTR",1575.08920109895,58.8885053887342
"event","sop","TOT","MCR",3683.97678270144,222.546547082411
"event","sop","TOT","MCD",1957.06410362612,145.045041545562
"event","sop","TOT","OTZ",1378.12746725138,150.647686899712
"event","sop","DVT","EXP",497.544446866505,14.4944857636018
"event","sop","DVT","SLF",345.896881599903,11.5131567112168
"event","sop","DVT","PTR",347.331803612003,15.5731623157146
"event","sop","DVT","MCR",246.836915561636,49.3073829998511
"event","sop","DVT","MCD",283.950116617955,54.1272741157549
"event","sop","DVT","OTZ",293.102568833828,25.271274017844
"event","sop","RX","EXP",594.24071086559,12.1088580515452
"event","sop","RX","SLF",285.288728571584,6.48259799518447
"event","sop","RX","PTR",353.941182882212,10.5626249061981
"event","sop","RX","MCR",530.662384496157,44.7539254479982
"event","sop","RX","MCD",649.570326983689,41.6814476481349
"event","sop","RX","OTZ",453.430430614266,34.196143582497
"event","sop","OBV","EXP",657.374617442689,16.0879500117665
"event","sop","OBV","SLF",146.042227928577,4.86963572674676
"event","sop","OBV","PTR",466.559995436307,17.6066216260846
"event","sop","OBV","MCR",664.071320297868,35.4684487910468
"event","sop","OBV","MCD",330.924784331836,17.2297857325391
"event","sop","OBV","OTZ",533.924293921869,42.119345331193
"event","sop","OBD","EXP",532.614227805984,13.0235343977401
"event","sop","OBD","SLF",113.465014311178,4.05487228333837
"event","sop","OBD","PTR",383.604591002306,13.9283359209775
"event","sop","OBD","MCR",531.126562767887,21.5727187082185
"event","sop","OBD","MCD",286.300940187915,14.698995398834
"event","sop","OBD","OTZ",442.909760665465,40.4043806879554
"event","sop","OBO","EXP",452.218485880687,23.9954761063185
"event","sop","OBO","SLF",142.787908663281,8.71787196009702
"event","sop","OBO","PTR",341.348739412488,29.0445116000498
"event","sop","OBO","MCR",431.401052246566,72.9780475398585
"event","sop","OBO","MCD",272.924704261556,26.7996079153595
"event","sop","OBO","OTZ",510.477389366799,61.7747171267937
"event","sop","OPT","EXP",1500.747512482,67.0141678860215
"event","sop","OPT","SLF",242.529550741698,30.4433868012646
"event","sop","OPT","PTR",1143.2844559672,56.455161284309
"event","sop","OPT","MCR",1187.1486821223,112.329265868628
"event","sop","OPT","MCD",729.731537220722,93.4674758217262
"event","sop","OPT","OTZ",1014.20873328016,162.649604124018
"event","sop","OPY","EXP",1673.36091513893,79.9053744408425
"event","sop","OPY","SLF",291.025580712159,50.4290131324082
"event","sop","OPY","PTR",1416.29877920718,76.4375689294639
