"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2789,0
"Condition","ind","Allergic reactions","Total",630,0
"Condition","ind","Anemia and other deficiencies","Total",340,0
"Condition","ind","Appendicitis","Total",37,0
"Condition","ind","Back problems","Total",1527,0
"Condition","ind","Cancer","Total",1144,0
"Condition","ind","Cataract","Total",360,0
"Condition","ind","Cerebrovascular disease","Total",324,0
"Condition","ind","CNS infection","Total",20,0
"Condition","ind","Coma, brain damage","Total",8,0
"Condition","ind","Complications of pregnancy and birth","Total",151,0
"Condition","ind","Complications of surgery or device","Total",78,0
"Condition","ind","Congenital anomalies","Total",143,0
"Condition","ind","COPD, asthma","Total",4468,0
"Condition","ind","Diabetes mellitus","Total",2137,0
"Condition","ind","Disorders of mouth and esophagus","Total",102,0
"Condition","ind","Disorders of teeth and jaws","Total",691,0
"Condition","ind","Disorders of the upper GI","Total",2065,0
"Condition","ind","Epilepsy and convulsions","Total",224,0
"Condition","ind","Female genital disorders, and contraception","Total",1127,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",280,0
"Condition","ind","Glaucoma","Total",322,0
"Condition","ind","Headache","Total",672,0
"Condition","ind","Heart disease","Total",1987,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",85,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",222,0
"Condition","ind","Hernias","Total",190,0
"Condition","ind","Hyperlipidemia","Total",3904,0
"Condition","ind","Hypertension","Total",5189,0
"Condition","ind","Infectious diseases","Total",1478,0
"Condition","ind","Influenza","Total",325,0
"Condition","ind","Intestinal infection","Total",990,0
"Condition","ind","Kidney Disease","Total",379,0
"Condition","ind","Male genital disorders","Total",387,0
"Condition","ind","Mental disorders","Total",3234,0
"Condition","ind","Non-malignant breast disease","Total",165,0
"Condition","ind","Non-malignant neoplasm","Total",317,0
"Condition","ind","Normal birth/live born","Total",703,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3177,0
"Condition","ind","Other bone and musculoskeletal disease","Total",694,0
"Condition","ind","Other care and screening","Total",1470,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",479,0
"Condition","ind","Other CNS disorders","Total",1301,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1028,0
"Condition","ind","Other eye disorders","Total",1396,0
"Condition","ind","Other GI","Total",787,0
