"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",77669741.622465,2819919.43722534
"Condition","ind","Allergic reactions","Total",17571981.85201,1176086.01085326
"Condition","ind","Anemia and other deficiencies","Total",10976882.018314,1281553.61345357
"Condition","ind","Appendicitis","Total",935814.384184,212371.867038353
"Condition","ind","Back problems","Total",134416327.764694,7421580.09114503
"Condition","ind","Cancer","Total",91149806.230025,6006264.65728087
"Condition","ind","Cataract","Total",15037535.873081,1341555.86118916
"Condition","ind","Cerebrovascular disease","Total",20836500.894692,2960066.8321368
"Condition","ind","CNS infection","Total",1737480.971556,1015923.41792967
"Condition","ind","Coma, brain damage","Total",246417.05205,126308.734416657
"Condition","ind","Complications of pregnancy and birth","Total",3652403.26489,487523.970362462
"Condition","ind","Complications of surgery or device","Total",3267780.153129,650961.219629996
"Condition","ind","Congenital anomalies","Total",7238830.255405,1362103.50293254
"Condition","ind","COPD, asthma","Total",207253693.032225,8623354.72557036
"Condition","ind","Diabetes mellitus","Total",160755696.1658,6416180.02362433
"Condition","ind","Disorders of mouth and esophagus","Total",2440384.891008,480465.788034435
"Condition","ind","Disorders of teeth and jaws","Total",13954868.974962,999484.412539572
"Condition","ind","Disorders of the upper GI","Total",63907228.256184,2386052.98492901
"Condition","ind","Epilepsy and convulsions","Total",13624803.598778,1549214.26656049
"Condition","ind","Female genital disorders, and contraception","Total",35915576.290557,2127123.19815292
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",12916872.661136,1507616.03215121
"Condition","ind","Glaucoma","Total",14877314.706042,1465164.64647406
"Condition","ind","Headache","Total",28700135.166707,3048608.37825439
"Condition","ind","Heart disease","Total",138218475.863492,7485337.80514872
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",4647477.32895,988178.938964539
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",18846274.224196,3257265.36332044
"Condition","ind","Hernias","Total",7256793.397016,800583.838219555
"Condition","ind","Hyperlipidemia","Total",156468403.215996,5549896.75833208
"Condition","ind","Hypertension","Total",269481593.521399,8771657.52456404
"Condition","ind","Infectious diseases","Total",43246204.697738,2203300.81655788
"Condition","ind","Influenza","Total",7834598.198017,772894.89116928
"Condition","ind","Intestinal infection","Total",19870004.289757,1292429.71562123
"Condition","ind","Kidney Disease","Total",39692685.1657,5041282.05719595
"Condition","ind","Male genital disorders","Total",14685189.515738,1075462.58073115
"Condition","ind","Mental disorders","Total",257527744.051266,12892635.2372674
"Condition","ind","Non-malignant breast disease","Total",4459872.333738,525941.710180333
"Condition","ind","Non-malignant neoplasm","Total",9550449.451126,981997.534923471
"Condition","ind","Normal birth/live born","Total",47341142.280238,3271303.70974951
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",174946955.129593,8006616.76917815
"Condition","ind","Other bone and musculoskeletal disease","Total",27887839.201483,1790147.60477088
"Condition","ind","Other care and screening","Total",55405373.172577,3735895.31158911
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",21401616.534993,2213758.34807471
"Condition","ind","Other CNS disorders","Total",68875297.857126,4243992.24745015
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",40116592.513307,2379731.3709882
"Condition","ind","Other eye disorders","Total",39589986.694017,2206899.88185028
"Condition","ind","Other GI","Total",23131394.286563,1869979.92653007
"Condition","ind","Other stomach and intestinal disorders","Total",10384400.24986,1549400.02656782
"Condition","ind","Other urinary","Total",14385864.800836,1207843.86743403
"Condition","ind","Otitis media","Total",29077754.81098,1665767.0954008
"Condition","ind","Paralysis","Total",6845242.981596,3314351.0995695
"Condition","ind","Perinatal Conditions","Total",866001.079951,380267.062826362
"Condition","ind","Pneumonia","Total",13669963.804493,1508886.62924228
"Condition","ind","Poisoning by medical and non-medical substances","Total",5014222.991904,714185.466845442
"Condition","ind","Residual Codes","Total",57747775.730232,2977906.56396099
"Condition","ind","Skin disorders","Total",69438312.764682,3860913.27691854
"Condition","ind","Symptoms","Total",18648599.763683,1436059.82511238
"Condition","ind","Systemic lupus and connective tissues disorders","Total",75067705.197982,4944618.33932481
"Condition","ind","Thyroid disease","Total",51979474.694836,2485082.33618422
"Condition","ind","Tonsillitis","Total",3336053.182466,389129.449680584
"Condition","ind","Trauma-related disorders","Total",160728472.634838,7980228.08683485
"Condition","ind","Urinary tract infections","Total",23621096.698654,1577727.8836221
"Condition","event","Acute Bronchitis and URI","ERT",2015315.799391,185053.247970809
"Condition","event","Allergic reactions","ERT",745146.230928,123572.771784522
"Condition","event","Anemia and other deficiencies","ERT",83159.917548,25254.9227438883
"Condition","event","Appendicitis","ERT",212768.694788,52006.7893312994
"Condition","event","Back problems","ERT",1132359.205044,133203.277849252
"Condition","event","Cancer","ERT",548106.197997,116094.47332655
"Condition","event","Cataract","ERT",6466.785938,6466.785938
"Condition","event","Cerebrovascular disease","ERT",857333.360111,159843.993236685
"Condition","event","CNS infection","ERT",102727.51312,38877.3171516128
"Condition","event","Coma, brain damage","ERT",46384.10785,28902.6636873225
"Condition","event","Complications of pregnancy and birth","ERT",299299.036149,59271.7065484663
