"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",2812,0
"Condition","ind","Allergic reactions","Total",633,0
"Condition","ind","Anemia and other deficiencies","Total",342,0
"Condition","ind","Appendicitis","Total",37,0
"Condition","ind","Back problems","Total",1544,0
"Condition","ind","Cancer","Total",1150,0
"Condition","ind","Cataract","Total",363,0
"Condition","ind","Cerebrovascular disease","Total",325,0
"Condition","ind","CNS infection","Total",20,0
"Condition","ind","Coma, brain damage","Total",8,0
"Condition","ind","Complications of pregnancy and birth","Total",155,0
"Condition","ind","Complications of surgery or device","Total",81,0
"Condition","ind","Congenital anomalies","Total",145,0
"Condition","ind","COPD, asthma","Total",4483,0
"Condition","ind","Diabetes mellitus","Total",2141,0
"Condition","ind","Disorders of mouth and esophagus","Total",102,0
"Condition","ind","Disorders of teeth and jaws","Total",693,0
"Condition","ind","Disorders of the upper GI","Total",2075,0
"Condition","ind","Epilepsy and convulsions","Total",226,0
"Condition","ind","Female genital disorders, and contraception","Total",1138,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",282,0
"Condition","ind","Glaucoma","Total",323,0
"Condition","ind","Headache","Total",680,0
"Condition","ind","Heart disease","Total",2000,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",86,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",222,0
"Condition","ind","Hernias","Total",194,0
"Condition","ind","Hyperlipidemia","Total",3921,0
"Condition","ind","Hypertension","Total",5199,0
"Condition","ind","Infectious diseases","Total",1493,0
"Condition","ind","Influenza","Total",331,0
"Condition","ind","Intestinal infection","Total",999,0
"Condition","ind","Kidney Disease","Total",382,0
"Condition","ind","Male genital disorders","Total",389,0
"Condition","ind","Mental disorders","Total",3258,0
"Condition","ind","Non-malignant breast disease","Total",169,0
"Condition","ind","Non-malignant neoplasm","Total",322,0
"Condition","ind","Normal birth/live born","Total",706,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3192,0
"Condition","ind","Other bone and musculoskeletal disease","Total",695,0
"Condition","ind","Other care and screening","Total",1496,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",481,0
"Condition","ind","Other CNS disorders","Total",1320,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1032,0
"Condition","ind","Other eye disorders","Total",1412,0
"Condition","ind","Other GI","Total",793,0
"Condition","ind","Other stomach and intestinal disorders","Total",160,0
"Condition","ind","Other urinary","Total",437,0
"Condition","ind","Otitis media","Total",939,0
"Condition","ind","Paralysis","Total",39,0
"Condition","ind","Perinatal Conditions","Total",22,0
"Condition","ind","Pneumonia","Total",335,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",178,0
"Condition","ind","Residual Codes","Total",1675,0
"Condition","ind","Skin disorders","Total",1939,0
"Condition","ind","Symptoms","Total",706,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1273,0
"Condition","ind","Thyroid disease","Total",1248,0
"Condition","ind","Tonsillitis","Total",123,0
"Condition","ind","Trauma-related disorders","Total",2989,0
"Condition","ind","Urinary tract infections","Total",705,0
"Condition","event","Acute Bronchitis and URI","ERT",192,0
"Condition","event","Allergic reactions","ERT",65,0
"Condition","event","Anemia and other deficiencies","ERT",12,0
"Condition","event","Appendicitis","ERT",26,0
"Condition","event","Back problems","ERT",113,0
"Condition","event","Cancer","ERT",39,0
"Condition","event","Cataract","ERT",1,0
"Condition","event","Cerebrovascular disease","ERT",59,0
"Condition","event","CNS infection","ERT",8,0
"Condition","event","Coma, brain damage","ERT",5,0
"Condition","event","Complications of pregnancy and birth","ERT",35,0
"Condition","event","Complications of surgery or device","ERT",20,0
"Condition","event","Congenital anomalies","ERT",10,0
"Condition","event","COPD, asthma","ERT",389,0
"Condition","event","Diabetes mellitus","ERT",63,0
"Condition","event","Disorders of mouth and esophagus","ERT",8,0
"Condition","event","Disorders of teeth and jaws","ERT",46,0
"Condition","event","Disorders of the upper GI","ERT",120,0
