"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",3146,0
"Condition","ind","Allergic reactions","Total",496,0
"Condition","ind","Anemia and other deficiencies","Total",179,0
"Condition","ind","Appendicitis","Total",16,0
"Condition","ind","Back problems","Total",997,0
"Condition","ind","Cancer","Total",679,0
"Condition","ind","Cataract","Total",266,0
"Condition","ind","Cerebrovascular disease","Total",157,0
"Condition","ind","CNS infection","Total",15,0
"Condition","ind","Coma, brain damage","Total",1,0
"Condition","ind","Complications of pregnancy and birth","Total",84,0
"Condition","ind","Complications of surgery or device","Total",87,0
"Condition","ind","Congenital anomalies","Total",87,0
"Condition","ind","COPD, asthma","Total",3202,0
"Condition","ind","Diabetes mellitus","Total",793,0
"Condition","ind","Disorders of mouth and esophagus","Total",101,0
"Condition","ind","Disorders of teeth and jaws","Total",724,0
"Condition","ind","Disorders of the upper GI","Total",811,0
"Condition","ind","Epilepsy and convulsions","Total",156,0
"Condition","ind","Female genital disorders, and contraception","Total",1092,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",165,0
"Condition","ind","Glaucoma","Total",240,0
"Condition","ind","Headache","Total",536,0
"Condition","ind","Heart disease","Total",1277,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",67,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",62,0
"Condition","ind","Hernias","Total",221,0
"Condition","ind","Hyperlipidemia","Total",558,0
"Condition","ind","Hypertension","Total",2056,0
"Condition","ind","Infectious diseases","Total",1428,0
"Condition","ind","Influenza","Total",286,0
"Condition","ind","Intestinal infection","Total",930,0
"Condition","ind","Kidney Disease","Total",196,0
"Condition","ind","Male genital disorders","Total",226,0
"Condition","ind","Mental disorders","Total",1447,0
"Condition","ind","Non-malignant breast disease","Total",158,0
"Condition","ind","Non-malignant neoplasm","Total",288,0
"Condition","ind","Normal birth/live born","Total",507,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1301,0
"Condition","ind","Other bone and musculoskeletal disease","Total",299,0
"Condition","ind","Other care and screening","Total",1493,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",420,0
"Condition","ind","Other CNS disorders","Total",935,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",851,0
"Condition","ind","Other eye disorders","Total",1301,0
"Condition","ind","Other GI","Total",554,0
"Condition","ind","Other stomach and intestinal disorders","Total",105,0
"Condition","ind","Other urinary","Total",161,0
"Condition","ind","Otitis media","Total",1146,0
"Condition","ind","Paralysis","Total",42,0
"Condition","ind","Perinatal Conditions","Total",25,0
"Condition","ind","Pneumonia","Total",301,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",160,0
"Condition","ind","Residual Codes","Total",980,0
"Condition","ind","Skin disorders","Total",1745,0
"Condition","ind","Symptoms","Total",541,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",882,0
"Condition","ind","Thyroid disease","Total",598,0
"Condition","ind","Tonsillitis","Total",164,0
"Condition","ind","Trauma-related disorders","Total",2720,0
"Condition","ind","Urinary tract infections","Total",689,0
"Condition","event","Acute Bronchitis and URI","ERT",110,0
"Condition","event","Allergic reactions","ERT",35,0
"Condition","event","Anemia and other deficiencies","ERT",9,0
"Condition","event","Appendicitis","ERT",9,0
"Condition","event","Back problems","ERT",68,0
"Condition","event","Cancer","ERT",23,0
"Condition","event","Cerebrovascular disease","ERT",22,0
"Condition","event","CNS infection","ERT",3,0
"Condition","event","Complications of pregnancy and birth","ERT",15,0
"Condition","event","Complications of surgery or device","ERT",8,0
"Condition","event","Congenital anomalies","ERT",7,0
"Condition","event","COPD, asthma","ERT",230,0
"Condition","event","Diabetes mellitus","ERT",31,0
"Condition","event","Disorders of mouth and esophagus","ERT",1,0
"Condition","event","Disorders of teeth and jaws","ERT",21,0
"Condition","event","Disorders of the upper GI","ERT",79,0
"Condition","event","Epilepsy and convulsions","ERT",28,0
"Condition","event","Female genital disorders, and contraception","ERT",27,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",38,0
"Condition","event","Glaucoma","ERT",2,0
"Condition","event","Headache","ERT",45,0
"Condition","event","Heart disease","ERT",158,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",3,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",2,0
"Condition","event","Hernias","ERT",17,0
"Condition","event","Hyperlipidemia","ERT",2,0
"Condition","event","Hypertension","ERT",46,0
"Condition","event","Infectious diseases","ERT",62,0
"Condition","event","Influenza","ERT",24,0
"Condition","event","Intestinal infection","ERT",68,0
"Condition","event","Kidney Disease","ERT",46,0
"Condition","event","Male genital disorders","ERT",3,0
"Condition","event","Mental disorders","ERT",52,0
"Condition","event","Non-malignant neoplasm","ERT",3,0
"Condition","event","Normal birth/live born","ERT",53,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",45,0
"Condition","event","Other bone and musculoskeletal disease","ERT",7,0
"Condition","event","Other care and screening","ERT",4,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",24,0
"Condition","event","Other CNS disorders","ERT",62,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",29,0
"Condition","event","Other eye disorders","ERT",25,0
"Condition","event","Other GI","ERT",35,0
"Condition","event","Other stomach and intestinal disorders","ERT",12,0
"Condition","event","Other urinary","ERT",9,0
"Condition","event","Otitis media","ERT",94,0
"Condition","event","Pneumonia","ERT",64,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",41,0
"Condition","event","Residual Codes","ERT",27,0
"Condition","event","Skin disorders","ERT",54,0
"Condition","event","Symptoms","ERT",71,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",41,0
"Condition","event","Thyroid disease","ERT",6,0
"Condition","event","Tonsillitis","ERT",15,0
"Condition","event","Trauma-related disorders","ERT",975,0
"Condition","event","Urinary tract infections","ERT",58,0
"Condition","event","Acute Bronchitis and URI","HHT",11,0
"Condition","event","Allergic reactions","HHT",2,0
"Condition","event","Anemia and other deficiencies","HHT",12,0
"Condition","event","Appendicitis","HHT",1,0
"Condition","event","Back problems","HHT",25,0
"Condition","event","Cancer","HHT",52,0
"Condition","event","Cataract","HHT",8,0
"Condition","event","Cerebrovascular disease","HHT",56,0
"Condition","event","CNS infection","HHT",3,0
"Condition","event","Coma, brain damage","HHT",1,0
"Condition","event","Complications of pregnancy and birth","HHT",2,0
"Condition","event","Complications of surgery or device","HHT",5,0
"Condition","event","Congenital anomalies","HHT",4,0
"Condition","event","COPD, asthma","HHT",51,0
"Condition","event","Diabetes mellitus","HHT",63,0
"Condition","event","Disorders of teeth and jaws","HHT",1,0
"Condition","event","Disorders of the upper GI","HHT",9,0
"Condition","event","Epilepsy and convulsions","HHT",18,0
"Condition","event","Female genital disorders, and contraception","HHT",2,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",10,0
"Condition","event","Glaucoma","HHT",7,0
"Condition","event","Headache","HHT",8,0
"Condition","event","Heart disease","HHT",103,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",1,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",11,0
"Condition","event","Hernias","HHT",5,0
"Condition","event","Hyperlipidemia","HHT",1,0
"Condition","event","Hypertension","HHT",60,0
"Condition","event","Infectious diseases","HHT",11,0
"Condition","event","Intestinal infection","HHT",5,0
"Condition","event","Kidney Disease","HHT",14,0
"Condition","event","Male genital disorders","HHT",3,0
"Condition","event","Mental disorders","HHT",103,0
"Condition","event","Non-malignant neoplasm","HHT",1,0
"Condition","event","Normal birth/live born","HHT",17,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",79,0
"Condition","event","Other bone and musculoskeletal disease","HHT",16,0
"Condition","event","Other care and screening","HHT",17,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",34,0
"Condition","event","Other CNS disorders","HHT",15,0
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",19,0
"Condition","event","Other eye disorders","HHT",22,0
"Condition","event","Other GI","HHT",19,0
"Condition","event","Other stomach and intestinal disorders","HHT",5,0
"Condition","event","Other urinary","HHT",8,0
"Condition","event","Paralysis","HHT",16,0
"Condition","event","Perinatal Conditions","HHT",5,0
"Condition","event","Pneumonia","HHT",17,0
"Condition","event","Poisoning by medical and non-medical substances","HHT",2,0
"Condition","event","Residual Codes","HHT",35,0
"Condition","event","Skin disorders","HHT",21,0
"Condition","event","Symptoms","HHT",10,0
"Condition","event","Systemic lupus and connective tissues disorders","HHT",21,0
"Condition","event","Thyroid disease","HHT",11,0
"Condition","event","Trauma-related disorders","HHT",69,0
"Condition","event","Urinary tract infections","HHT",5,0
"Condition","event","Acute Bronchitis and URI","IPT",11,0
"Condition","event","Anemia and other deficiencies","IPT",13,0
"Condition","event","Appendicitis","IPT",10,0
"Condition","event","Back problems","IPT",29,0
"Condition","event","Cancer","IPT",93,0
"Condition","event","Cataract","IPT",5,0
"Condition","event","Cerebrovascular disease","IPT",43,0
"Condition","event","CNS infection","IPT",2,0
"Condition","event","Complications of pregnancy and birth","IPT",19,0
"Condition","event","Complications of surgery or device","IPT",9,0
"Condition","event","Congenital anomalies","IPT",11,0
"Condition","event","COPD, asthma","IPT",97,0
"Condition","event","Diabetes mellitus","IPT",32,0
"Condition","event","Disorders of mouth and esophagus","IPT",1,0
"Condition","event","Disorders of teeth and jaws","IPT",1,0
"Condition","event","Disorders of the upper GI","IPT",37,0
"Condition","event","Epilepsy and convulsions","IPT",12,0
"Condition","event","Female genital disorders, and contraception","IPT",32,0
"Condition","event","Gallbladder, pancreatic, and liver disease","IPT",61,0
"Condition","event","Headache","IPT",11,0
"Condition","event","Heart disease","IPT",195,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","IPT",5,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","IPT",8,0
"Condition","event","Hernias","IPT",28,0
"Condition","event","Hyperlipidemia","IPT",2,0
"Condition","event","Hypertension","IPT",24,0
"Condition","event","Infectious diseases","IPT",35,0
"Condition","event","Influenza","IPT",7,0
"Condition","event","Intestinal infection","IPT",13,0
"Condition","event","Kidney Disease","IPT",33,0
"Condition","event","Male genital disorders","IPT",11,0
"Condition","event","Mental disorders","IPT",67,0
"Condition","event","Non-malignant breast disease","IPT",6,0
"Condition","event","Non-malignant neoplasm","IPT",16,0
"Condition","event","Normal birth/live born","IPT",256,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","IPT",33,0
"Condition","event","Other bone and musculoskeletal disease","IPT",6,0
"Condition","event","Other care and screening","IPT",10,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","IPT",55,0
"Condition","event","Other CNS disorders","IPT",23,0
"Condition","event","Other endocrine, nutritional & immune disorder","IPT",30,0
"Condition","event","Other eye disorders","IPT",7,0
"Condition","event","Other GI","IPT",34,0
"Condition","event","Other stomach and intestinal disorders","IPT",20,0
"Condition","event","Other urinary","IPT",13,0
"Condition","event","Otitis media","IPT",6,0
"Condition","event","Paralysis","IPT",3,0
"Condition","event","Perinatal Conditions","IPT",7,0
"Condition","event","Pneumonia","IPT",66,0
"Condition","event","Poisoning by medical and non-medical substances","IPT",13,0
"Condition","event","Residual Codes","IPT",26,0
"Condition","event","Skin disorders","IPT",31,0
"Condition","event","Symptoms","IPT",20,0
"Condition","event","Systemic lupus and connective tissues disorders","IPT",16,0
"Condition","event","Thyroid disease","IPT",6,0
"Condition","event","Tonsillitis","IPT",4,0
"Condition","event","Trauma-related disorders","IPT",121,0
"Condition","event","Urinary tract infections","IPT",25,0
"Condition","event","Acute Bronchitis and URI","OBV",2457,0
"Condition","event","Allergic reactions","OBV",334,0
"Condition","event","Anemia and other deficiencies","OBV",107,0
"Condition","event","Appendicitis","OBV",9,0
"Condition","event","Back problems","OBV",857,0
"Condition","event","Cancer","OBV",601,0
"Condition","event","Cataract","OBV",246,0
"Condition","event","Cerebrovascular disease","OBV",102,0
"Condition","event","CNS infection","OBV",8,0
"Condition","event","Complications of pregnancy and birth","OBV",43,0
"Condition","event","Complications of surgery or device","OBV",38,0
"Condition","event","Congenital anomalies","OBV",80,0
"Condition","event","COPD, asthma","OBV",2191,0
"Condition","event","Diabetes mellitus","OBV",647,0
"Condition","event","Disorders of mouth and esophagus","OBV",36,0
"Condition","event","Disorders of teeth and jaws","OBV",96,0
"Condition","event","Disorders of the upper GI","OBV",416,0
"Condition","event","Epilepsy and convulsions","OBV",93,0
"Condition","event","Female genital disorders, and contraception","OBV",485,0
"Condition","event","Gallbladder, pancreatic, and liver disease","OBV",111,0
"Condition","event","Glaucoma","OBV",205,0
"Condition","event","Headache","OBV",336,0
"Condition","event","Heart disease","OBV",883,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","OBV",45,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","OBV",47,0
"Condition","event","Hernias","OBV",139,0
"Condition","event","Hyperlipidemia","OBV",346,0
