"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",3096,0
"Condition","ind","Allergic reactions","Total",481,0
"Condition","ind","Anemia and other deficiencies","Total",176,0
"Condition","ind","Appendicitis","Total",16,0
"Condition","ind","Back problems","Total",974,0
"Condition","ind","Cancer","Total",671,0
"Condition","ind","Cataract","Total",264,0
"Condition","ind","Cerebrovascular disease","Total",156,0
"Condition","ind","CNS infection","Total",15,0
"Condition","ind","Complications of pregnancy and birth","Total",79,0
"Condition","ind","Complications of surgery or device","Total",84,0
"Condition","ind","Congenital anomalies","Total",85,0
"Condition","ind","COPD, asthma","Total",3178,0
"Condition","ind","Diabetes mellitus","Total",790,0
"Condition","ind","Disorders of mouth and esophagus","Total",98,0
"Condition","ind","Disorders of teeth and jaws","Total",718,0
"Condition","ind","Disorders of the upper GI","Total",794,0
"Condition","ind","Epilepsy and convulsions","Total",156,0
"Condition","ind","Female genital disorders, and contraception","Total",1078,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",163,0
"Condition","ind","Glaucoma","Total",240,0
"Condition","ind","Headache","Total",528,0
"Condition","ind","Heart disease","Total",1268,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",67,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",62,0
"Condition","ind","Hernias","Total",219,0
"Condition","ind","Hyperlipidemia","Total",553,0
"Condition","ind","Hypertension","Total",2050,0
"Condition","ind","Infectious diseases","Total",1380,0
"Condition","ind","Influenza","Total",270,0
"Condition","ind","Intestinal infection","Total",863,0
"Condition","ind","Kidney Disease","Total",194,0
"Condition","ind","Male genital disorders","Total",226,0
"Condition","ind","Mental disorders","Total",1408,0
"Condition","ind","Non-malignant breast disease","Total",153,0
"Condition","ind","Non-malignant neoplasm","Total",284,0
"Condition","ind","Normal birth/live born","Total",497,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1284,0
"Condition","ind","Other bone and musculoskeletal disease","Total",293,0
"Condition","ind","Other care and screening","Total",1458,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",414,0
"Condition","ind","Other CNS disorders","Total",904,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",843,0
"Condition","ind","Other eye disorders","Total",1266,0
"Condition","ind","Other GI","Total",536,0
"Condition","ind","Other stomach and intestinal disorders","Total",103,0
"Condition","ind","Other urinary","Total",161,0
"Condition","ind","Otitis media","Total",1137,0
"Condition","ind","Paralysis","Total",38,0
"Condition","ind","Perinatal Conditions","Total",24,0
"Condition","ind","Pneumonia","Total",296,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",155,0
"Condition","ind","Residual Codes","Total",973,0
"Condition","ind","Skin disorders","Total",1723,0
"Condition","ind","Symptoms","Total",518,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",864,0
"Condition","ind","Thyroid disease","Total",597,0
"Condition","ind","Tonsillitis","Total",163,0
"Condition","ind","Trauma-related disorders","Total",2616,0
"Condition","ind","Urinary tract infections","Total",682,0
"Condition","event","Acute Bronchitis and URI","ERT",100,0
"Condition","event","Allergic reactions","ERT",30,0
"Condition","event","Anemia and other deficiencies","ERT",7,0
"Condition","event","Appendicitis","ERT",7,0
"Condition","event","Back problems","ERT",61,0
"Condition","event","Cancer","ERT",19,0
"Condition","event","Cerebrovascular disease","ERT",20,0
"Condition","event","CNS infection","ERT",3,0
"Condition","event","Complications of pregnancy and birth","ERT",14,0
"Condition","event","Complications of surgery or device","ERT",8,0
"Condition","event","Congenital anomalies","ERT",7,0
"Condition","event","COPD, asthma","ERT",206,0
"Condition","event","Diabetes mellitus","ERT",28,0
"Condition","event","Disorders of teeth and jaws","ERT",17,0
"Condition","event","Disorders of the upper GI","ERT",67,0
"Condition","event","Epilepsy and convulsions","ERT",25,0
"Condition","event","Female genital disorders, and contraception","ERT",23,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",33,0
"Condition","event","Glaucoma","ERT",2,0
"Condition","event","Headache","ERT",42,0
"Condition","event","Heart disease","ERT",134,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",2,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",2,0
"Condition","event","Hernias","ERT",16,0
"Condition","event","Hyperlipidemia","ERT",1,0
"Condition","event","Hypertension","ERT",39,0
"Condition","event","Infectious diseases","ERT",52,0
"Condition","event","Influenza","ERT",24,0
"Condition","event","Intestinal infection","ERT",62,0
"Condition","event","Kidney Disease","ERT",43,0
"Condition","event","Male genital disorders","ERT",3,0
"Condition","event","Mental disorders","ERT",43,0
"Condition","event","Non-malignant neoplasm","ERT",1,0
"Condition","event","Normal birth/live born","ERT",51,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",44,0
"Condition","event","Other bone and musculoskeletal disease","ERT",6,0
"Condition","event","Other care and screening","ERT",4,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",18,0
"Condition","event","Other CNS disorders","ERT",56,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",25,0
"Condition","event","Other eye disorders","ERT",23,0
"Condition","event","Other GI","ERT",32,0
"Condition","event","Other stomach and intestinal disorders","ERT",11,0
"Condition","event","Other urinary","ERT",9,0
"Condition","event","Otitis media","ERT",73,0
"Condition","event","Pneumonia","ERT",55,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",38,0
"Condition","event","Residual Codes","ERT",26,0
"Condition","event","Skin disorders","ERT",47,0
"Condition","event","Symptoms","ERT",60,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",39,0
"Condition","event","Thyroid disease","ERT",6,0
"Condition","event","Tonsillitis","ERT",13,0
"Condition","event","Trauma-related disorders","ERT",897,0
"Condition","event","Urinary tract infections","ERT",54,0
"Condition","event","Acute Bronchitis and URI","HHT",4,0
"Condition","event","Allergic reactions","HHT",1,0
"Condition","event","Anemia and other deficiencies","HHT",10,0
"Condition","event","Appendicitis","HHT",1,0
"Condition","event","Back problems","HHT",15,0
"Condition","event","Cancer","HHT",50,0
"Condition","event","Cataract","HHT",8,0
"Condition","event","Cerebrovascular disease","HHT",54,0
"Condition","event","CNS infection","HHT",3,0
"Condition","event","Complications of pregnancy and birth","HHT",1,0
"Condition","event","Complications of surgery or device","HHT",4,0
"Condition","event","Congenital anomalies","HHT",4,0
"Condition","event","COPD, asthma","HHT",39,0
"Condition","event","Diabetes mellitus","HHT",58,0
"Condition","event","Disorders of teeth and jaws","HHT",1,0
"Condition","event","Disorders of the upper GI","HHT",7,0
"Condition","event","Epilepsy and convulsions","HHT",14,0
"Condition","event","Female genital disorders, and contraception","HHT",2,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",9,0
"Condition","event","Glaucoma","HHT",6,0
"Condition","event","Headache","HHT",4,0
"Condition","event","Heart disease","HHT",95,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",1,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",10,0
"Condition","event","Hernias","HHT",5,0
"Condition","event","Hyperlipidemia","HHT",1,0
"Condition","event","Hypertension","HHT",54,0
"Condition","event","Infectious diseases","HHT",10,0
"Condition","event","Intestinal infection","HHT",2,0
"Condition","event","Kidney Disease","HHT",12,0
"Condition","event","Male genital disorders","HHT",3,0
"Condition","event","Mental disorders","HHT",85,0
"Condition","event","Normal birth/live born","HHT",11,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",65,0
"Condition","event","Other bone and musculoskeletal disease","HHT",13,0
"Condition","event","Other care and screening","HHT",15,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",29,0
"Condition","event","Other CNS disorders","HHT",12,0
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",16,0
"Condition","event","Other eye disorders","HHT",17,0
"Condition","event","Other GI","HHT",15,0
"Condition","event","Other stomach and intestinal disorders","HHT",4,0
"Condition","event","Other urinary","HHT",7,0
"Condition","event","Paralysis","HHT",13,0
"Condition","event","Perinatal Conditions","HHT",5,0
"Condition","event","Pneumonia","HHT",15,0
"Condition","event","Poisoning by medical and non-medical substances","HHT",2,0
"Condition","event","Residual Codes","HHT",29,0
"Condition","event","Skin disorders","HHT",19,0
"Condition","event","Symptoms","HHT",8,0
"Condition","event","Systemic lupus and connective tissues disorders","HHT",15,0
"Condition","event","Thyroid disease","HHT",9,0
"Condition","event","Trauma-related disorders","HHT",54,0
"Condition","event","Urinary tract infections","HHT",4,0
"Condition","event","Acute Bronchitis and URI","IPT",11,0
"Condition","event","Anemia and other deficiencies","IPT",13,0
"Condition","event","Appendicitis","IPT",9,0
"Condition","event","Back problems","IPT",27,0
"Condition","event","Cancer","IPT",91,0
"Condition","event","Cataract","IPT",5,0
"Condition","event","Cerebrovascular disease","IPT",43,0
"Condition","event","CNS infection","IPT",2,0
"Condition","event","Complications of pregnancy and birth","IPT",19,0
"Condition","event","Complications of surgery or device","IPT",9,0
"Condition","event","Congenital anomalies","IPT",11,0
"Condition","event","COPD, asthma","IPT",96,0
"Condition","event","Diabetes mellitus","IPT",31,0
"Condition","event","Disorders of teeth and jaws","IPT",1,0
"Condition","event","Disorders of the upper GI","IPT",37,0
"Condition","event","Epilepsy and convulsions","IPT",12,0
"Condition","event","Female genital disorders, and contraception","IPT",28,0
"Condition","event","Gallbladder, pancreatic, and liver disease","IPT",60,0
"Condition","event","Headache","IPT",11,0
"Condition","event","Heart disease","IPT",192,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","IPT",5,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","IPT",8,0
"Condition","event","Hernias","IPT",27,0
"Condition","event","Hyperlipidemia","IPT",1,0
"Condition","event","Hypertension","IPT",24,0
"Condition","event","Infectious diseases","IPT",35,0
"Condition","event","Influenza","IPT",7,0
"Condition","event","Intestinal infection","IPT",13,0
"Condition","event","Kidney Disease","IPT",33,0
"Condition","event","Male genital disorders","IPT",11,0
"Condition","event","Mental disorders","IPT",65,0
"Condition","event","Non-malignant breast disease","IPT",6,0
"Condition","event","Non-malignant neoplasm","IPT",15,0
"Condition","event","Normal birth/live born","IPT",252,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","IPT",33,0
"Condition","event","Other bone and musculoskeletal disease","IPT",5,0
"Condition","event","Other care and screening","IPT",9,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","IPT",53,0
"Condition","event","Other CNS disorders","IPT",23,0
"Condition","event","Other endocrine, nutritional & immune disorder","IPT",30,0
"Condition","event","Other eye disorders","IPT",7,0
"Condition","event","Other GI","IPT",32,0
"Condition","event","Other stomach and intestinal disorders","IPT",19,0
"Condition","event","Other urinary","IPT",13,0
"Condition","event","Otitis media","IPT",6,0
"Condition","event","Paralysis","IPT",3,0
"Condition","event","Perinatal Conditions","IPT",7,0
"Condition","event","Pneumonia","IPT",64,0
"Condition","event","Poisoning by medical and non-medical substances","IPT",12,0
"Condition","event","Residual Codes","IPT",26,0
"Condition","event","Skin disorders","IPT",30,0
"Condition","event","Symptoms","IPT",20,0
"Condition","event","Systemic lupus and connective tissues disorders","IPT",16,0
"Condition","event","Thyroid disease","IPT",6,0
"Condition","event","Tonsillitis","IPT",4,0
"Condition","event","Trauma-related disorders","IPT",119,0
"Condition","event","Urinary tract infections","IPT",25,0
"Condition","event","Acute Bronchitis and URI","OBV",2242,0
"Condition","event","Allergic reactions","OBV",300,0
"Condition","event","Anemia and other deficiencies","OBV",101,0
"Condition","event","Appendicitis","OBV",8,0
"Condition","event","Back problems","OBV",819,0
"Condition","event","Cancer","OBV",592,0
"Condition","event","Cataract","OBV",241,0
"Condition","event","Cerebrovascular disease","OBV",101,0
"Condition","event","CNS infection","OBV",8,0
"Condition","event","Complications of pregnancy and birth","OBV",37,0
"Condition","event","Complications of surgery or device","OBV",34,0
"Condition","event","Congenital anomalies","OBV",74,0
"Condition","event","COPD, asthma","OBV",2035,0
"Condition","event","Diabetes mellitus","OBV",629,0
"Condition","event","Disorders of mouth and esophagus","OBV",31,0
"Condition","event","Disorders of teeth and jaws","OBV",82,0
"Condition","event","Disorders of the upper GI","OBV",387,0
"Condition","event","Epilepsy and convulsions","OBV",88,0
