"rowGrp","colGrp","rowLevels","colLevels","pctPOP","pctPOP_se"
"ind","insurance","Total","Any private, all ages",0.723329530236825,0.00725897648803665
"ind","insurance","Total","Public only, all ages",0.158084144156614,0.00558648000239051
"ind","insurance","Total","Uninsured, all ages",0.118586325606561,0.00408985890820612
"ind","ins_lt65","Total","<65, Any private",0.744156474728459,0.00746114886738344
"ind","ins_lt65","Total","<65, Public only",0.120882870892322,0.00547467208328293
"ind","ins_lt65","Total","<65, Uninsured",0.134960654379219,0.00461566755853758
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",0.295046701752444,0.0132713273901523
"ind","ins_ge65","Total","65+, Medicare and private",0.56930307662312,0.0146570428619391
"ind","ins_ge65","Total","65+, Medicare and other public",0.122425388999804,0.00833798962658378
"ind","ins_ge65","Total","65+, No medicare",0.0132248326246322,0.00260571087955744
"agegrps","insurance","Under 5","Any private, all ages",0.634281092262073,0.0160326542021595
"agegrps","insurance","Under 5","Public only, all ages",0.277422209367455,0.0150213198522893
"agegrps","insurance","Under 5","Uninsured, all ages",0.0882966983704721,0.00865089385090745
"agegrps","insurance","5-17","Any private, all ages",0.707091689040587,0.0127601884644736
"agegrps","insurance","5-17","Public only, all ages",0.190515209666853,0.0114027919199974
"agegrps","insurance","5-17","Uninsured, all ages",0.10239310129256,0.00710920377161634
"agegrps","insurance","18-44","Any private, all ages",0.745701510276582,0.00745412590075674
"agegrps","insurance","18-44","Public only, all ages",0.0807241190328462,0.00424331940877814
"agegrps","insurance","18-44","Uninsured, all ages",0.173574370690572,0.00587155138670916
"agegrps","insurance","45-64","Any private, all ages",0.811827105949804,0.00791081879356825
"agegrps","insurance","45-64","Public only, all ages",0.0802341497521436,0.00523692969690494
"agegrps","insurance","45-64","Uninsured, all ages",0.107938744298052,0.00590054069902591
"agegrps","insurance","65+","Any private, all ages",0.578112501583894,0.0147384726420208
"agegrps","insurance","65+","Public only, all ages",0.417472090752248,0.0146973236987069
"agegrps","insurance","65+","Uninsured, all ages",0.00441540766385829,0.00136710024460689
"agegrps","ins_lt65","Under 5","<65, Any private",0.634281092262073,0.0160326542021595
"agegrps","ins_lt65","Under 5","<65, Public only",0.277422209367455,0.0150213198522893
"agegrps","ins_lt65","Under 5","<65, Uninsured",0.0882966983704721,0.00865089385090745
"agegrps","ins_lt65","Under 5","65+, Medicare only",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and private",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and other public",0,0
"agegrps","ins_lt65","Under 5","65+, No medicare",0,0
"agegrps","ins_lt65","5-17","<65, Any private",0.707091689040587,0.0127601884644736
"agegrps","ins_lt65","5-17","<65, Public only",0.190515209666853,0.0114027919199974
"agegrps","ins_lt65","5-17","<65, Uninsured",0.10239310129256,0.00710920377161634
"agegrps","ins_lt65","5-17","65+, Medicare only",0,0
"agegrps","ins_lt65","5-17","65+, Medicare and private",0,0
"agegrps","ins_lt65","5-17","65+, Medicare and other public",0,0
"agegrps","ins_lt65","5-17","65+, No medicare",0,0
"agegrps","ins_lt65","18-44","<65, Any private",0.745701510276582,0.00745412590075674
"agegrps","ins_lt65","18-44","<65, Public only",0.0807241190328462,0.00424331940877814
"agegrps","ins_lt65","18-44","<65, Uninsured",0.173574370690572,0.00587155138670916
"agegrps","ins_lt65","18-44","65+, Medicare only",0,0
"agegrps","ins_lt65","18-44","65+, Medicare and private",0,0
"agegrps","ins_lt65","18-44","65+, Medicare and other public",0,0
"agegrps","ins_lt65","18-44","65+, No medicare",0,0
"agegrps","ins_lt65","45-64","<65, Any private",0.811827105949804,0.00791081879356825
"agegrps","ins_lt65","45-64","<65, Public only",0.0802341497521436,0.00523692969690494
"agegrps","ins_lt65","45-64","<65, Uninsured",0.107938744298052,0.00590054069902591
"agegrps","ins_lt65","45-64","65+, Medicare only",0,0
"agegrps","ins_lt65","45-64","65+, Medicare and private",0,0
"agegrps","ins_lt65","45-64","65+, Medicare and other public",0,0
"agegrps","ins_lt65","45-64","65+, No medicare",0,0
"agegrps","ins_ge65","65+","<65, Any private",0,0
"agegrps","ins_ge65","65+","<65, Public only",0,0
"agegrps","ins_ge65","65+","<65, Uninsured",0,0
"agegrps","ins_ge65","65+","65+, Medicare only",0.295046701752444,0.0132713273901523
"agegrps","ins_ge65","65+","65+, Medicare and private",0.56930307662312,0.0146570428619391
"agegrps","ins_ge65","65+","65+, Medicare and other public",0.122425388999804,0.00833798962658378
"agegrps","ins_ge65","65+","65+, No medicare",0.0132248326246322,0.00260571087955744
"region","insurance","Northeast","Any private, all ages",0.731011675016706,0.0153303814882807
"region","insurance","Northeast","Public only, all ages",0.174508342945659,0.0114137051899839
"region","insurance","Northeast","Uninsured, all ages",0.0944799820376344,0.00754173015474997
"region","insurance","Midwest","Any private, all ages",0.790990849799132,0.0146678703929343
"region","insurance","Midwest","Public only, all ages",0.127050199052044,0.0099129866024613
"region","insurance","Midwest","Uninsured, all ages",0.0819589511488247,0.00828111410748356
"region","insurance","South","Any private, all ages",0.696975903235145,0.0127587565113803
"region","insurance","South","Public only, all ages",0.158114425460825,0.00935975871399639
"region","insurance","South","Uninsured, all ages",0.144909671304029,0.00725789484808264
"region","insurance","West","Any private, all ages",0.68752173694377,0.0129194367780556
"region","insurance","West","Public only, all ages",0.176191248332398,0.012549553658274
"region","insurance","West","Uninsured, all ages",0.136287014723832,0.00901690412687232
"region","ins_lt65","Northeast","<65, Any private",0.758341246183754,0.0160748923644515
"region","ins_lt65","Northeast","<65, Public only",0.132127944147636,0.0116537879874366
"region","ins_lt65","Northeast","<65, Uninsured",0.10953080966861,0.00852952714871068
"region","ins_lt65","Northeast","65+, Medicare only",0,0
"region","ins_lt65","Northeast","65+, Medicare and private",0,0
"region","ins_lt65","Northeast","65+, Medicare and other public",0,0
"region","ins_lt65","Northeast","65+, No medicare",0,0
"region","ins_lt65","Midwest","<65, Any private",0.806804491249132,0.0150978458322396
"region","ins_lt65","Midwest","<65, Public only",0.100646734216034,0.010810028367105
"region","ins_lt65","Midwest","<65, Uninsured",0.0925487745348334,0.00967673665039157
"region","ins_lt65","Midwest","65+, Medicare only",0,0
"region","ins_lt65","Midwest","65+, Medicare and private",0,0
"region","ins_lt65","Midwest","65+, Medicare and other public",0,0
"region","ins_lt65","Midwest","65+, No medicare",0,0
