"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"ind","insurance","Total","Any private, all ages",203056347.54984,5365244.32709006
"ind","insurance","Total","Public only, all ages",69112887.309938,2151052.5997346
"ind","insurance","Total","Uninsured, all ages",38956523.126537,1376369.11013969
"ind","ins_lt65","Total","<65, Any private",179549314.88893,5030358.82503097
"ind","ins_lt65","Total","<65, Public only",49321411.872434,1821597.53856632
"ind","ins_lt65","Total","<65, Uninsured",38688604.208409,1359328.28497481
"ind","ins_lt65","Total","65+, Medicare only",0,0
"ind","ins_lt65","Total","65+, Medicare and private",0,0
"ind","ins_lt65","Total","65+, Medicare and other public",0,0
"ind","ins_lt65","Total","65+, No medicare",0,0
"ind","ins_ge65","Total","<65, Any private",0,0
"ind","ins_ge65","Total","<65, Public only",0,0
"ind","ins_ge65","Total","<65, Uninsured",0,0
"ind","ins_ge65","Total","65+, Medicare only",15512025.364656,769847.988798439
"ind","ins_ge65","Total","65+, Medicare and private",23169583.643323,1044840.57440429
"ind","ins_ge65","Total","65+, Medicare and other public",4277389.134822,328516.802011607
"ind","ins_ge65","Total","65+, No medicare",607428.873741,96424.1135319621
"agegrps","insurance","Under 5","Any private, all ages",10758178.566838,532061.163348777
"agegrps","insurance","Under 5","Public only, all ages",8505907.67784,436973.885385849
"agegrps","insurance","Under 5","Uninsured, all ages",890636.701443,126449.595543761
"agegrps","insurance","5-17","Any private, all ages",32254561.779184,1438742.70894012
"agegrps","insurance","5-17","Public only, all ages",18375569.17895,791579.2434628
"agegrps","insurance","5-17","Uninsured, all ages",3299350.297774,282572.575112934
"agegrps","insurance","18-44","Any private, all ages",74240422.984999,2281494.36082293
"agegrps","insurance","18-44","Public only, all ages",13500998.923624,668103.944985496
"agegrps","insurance","18-44","Uninsured, all ages",23313756.464995,936734.183954818
"agegrps","insurance","45-64","Any private, all ages",62296151.557909,1843254.89445615
"agegrps","insurance","45-64","Public only, all ages",8938936.09202,410192.686170532
"agegrps","insurance","45-64","Uninsured, all ages",11184860.744197,430123.510468206
"agegrps","insurance","65+","Any private, all ages",23507032.66091,1051920.96106248
"agegrps","insurance","65+","Public only, all ages",19791475.437504,875233.599723586
"agegrps","insurance","65+","Uninsured, all ages",267918.918128,53848.5047875478
"agegrps","ins_lt65","Under 5","<65, Any private",10758178.566838,532061.163348777
"agegrps","ins_lt65","Under 5","<65, Public only",8505907.67784,436973.885385849
"agegrps","ins_lt65","Under 5","<65, Uninsured",890636.701443,126449.595543761
"agegrps","ins_lt65","Under 5","65+, Medicare only",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and private",0,0
"agegrps","ins_lt65","Under 5","65+, Medicare and other public",0,0
"agegrps","ins_lt65","Under 5","65+, No medicare",0,0
"agegrps","ins_lt65","5-17","<65, Any private",32254561.779184,1438742.70894012
"agegrps","ins_lt65","5-17","<65, Public only",18375569.17895,791579.2434628
"agegrps","ins_lt65","5-17","<65, Uninsured",3299350.297774,282572.575112934
"agegrps","ins_lt65","5-17","65+, Medicare only",0,0
"agegrps","ins_lt65","5-17","65+, Medicare and private",0,0
"agegrps","ins_lt65","5-17","65+, Medicare and other public",0,0
"agegrps","ins_lt65","5-17","65+, No medicare",0,0
"agegrps","ins_lt65","18-44","<65, Any private",74240422.984999,2281494.36082293
"agegrps","ins_lt65","18-44","<65, Public only",13500998.923624,668103.944985496
"agegrps","ins_lt65","18-44","<65, Uninsured",23313756.464995,936734.183954818
"agegrps","ins_lt65","18-44","65+, Medicare only",0,0
"agegrps","ins_lt65","18-44","65+, Medicare and private",0,0
"agegrps","ins_lt65","18-44","65+, Medicare and other public",0,0
"agegrps","ins_lt65","18-44","65+, No medicare",0,0
"agegrps","ins_lt65","45-64","<65, Any private",62296151.557909,1843254.89445615
"agegrps","ins_lt65","45-64","<65, Public only",8938936.09202,410192.686170532
"agegrps","ins_lt65","45-64","<65, Uninsured",11184860.744197,430123.510468206
"agegrps","ins_lt65","45-64","65+, Medicare only",0,0
"agegrps","ins_lt65","45-64","65+, Medicare and private",0,0
"agegrps","ins_lt65","45-64","65+, Medicare and other public",0,0
"agegrps","ins_lt65","45-64","65+, No medicare",0,0
"agegrps","ins_ge65","65+","<65, Any private",0,0
"agegrps","ins_ge65","65+","<65, Public only",0,0
"agegrps","ins_ge65","65+","<65, Uninsured",0,0
"agegrps","ins_ge65","65+","65+, Medicare only",15512025.364656,769847.988798439
"agegrps","ins_ge65","65+","65+, Medicare and private",23169583.643323,1044840.57440429
"agegrps","ins_ge65","65+","65+, Medicare and other public",4277389.134822,328516.802011607
"agegrps","ins_ge65","65+","65+, No medicare",607428.873741,96424.1135319621
"region","insurance","Northeast","Any private, all ages",37695786.308186,2212713.23217842
"region","insurance","Northeast","Public only, all ages",13021602.517007,713034.213722525
"region","insurance","Northeast","Uninsured, all ages",4899973.341108,417835.362055171
"region","insurance","Midwest","Any private, all ages",47061386.245325,2578492.03747314
"region","insurance","Midwest","Public only, all ages",13874544.084233,801508.367695711
"region","insurance","Midwest","Uninsured, all ages",5778300.246244,416231.616068801
"region","insurance","South","Any private, all ages",73258952.940107,2942285.18075315
"region","insurance","South","Public only, all ages",24884036.594648,1249043.19565684
"region","insurance","South","Uninsured, all ages",17508601.610939,983947.896711697
"region","insurance","West","Any private, all ages",45040222.056222,2225863.47152618
"region","insurance","West","Public only, all ages",17332704.11405,1242783.77519465
"region","insurance","West","Uninsured, all ages",10769647.928246,642172.488820866
"region","ins_lt65","Northeast","<65, Any private",32998356.310273,2083527.66684517
"region","ins_lt65","Northeast","<65, Public only",9274071.72741,670869.359728474
"region","ins_lt65","Northeast","<65, Uninsured",4854402.326841,414805.241229451
"region","ins_lt65","Northeast","65+, Medicare only",0,0
"region","ins_lt65","Northeast","65+, Medicare and private",0,0
"region","ins_lt65","Northeast","65+, Medicare and other public",0,0
"region","ins_lt65","Northeast","65+, No medicare",0,0
"region","ins_lt65","Midwest","<65, Any private",41314660.435115,2364564.57155313
"region","ins_lt65","Midwest","<65, Public only",9937704.267328,754017.619771537
"region","ins_lt65","Midwest","<65, Uninsured",5727136.408069,415184.285290338
"region","ins_lt65","Midwest","65+, Medicare only",0,0
"region","ins_lt65","Midwest","65+, Medicare and private",0,0
"region","ins_lt65","Midwest","65+, Medicare and other public",0,0
"region","ins_lt65","Midwest","65+, No medicare",0,0
"region","ins_lt65","South","<65, Any private",64728583.490954,2797051.44752757
"region","ins_lt65","South","<65, Public only",17418783.03125,979628.864001328
"region","ins_lt65","South","<65, Uninsured",17400677.158497,959717.015270092
