"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2817,0
"Condition","ind","Allergic reactions","Total",705,0
"Condition","ind","Anemia and other deficiencies","Total",461,0
"Condition","ind","Appendicitis","Total",49,0
"Condition","ind","Back problems","Total",1946,0
"Condition","ind","Cancer","Total",1226,0
"Condition","ind","Cataract","Total",413,0
"Condition","ind","Cerebrovascular disease","Total",327,0
"Condition","ind","Complications of pregnancy and birth","Total",187,0
"Condition","ind","Complications of surgery or device","Total",112,0
"Condition","ind","Congenital anomalies","Total",164,0
"Condition","ind","COPD, asthma","Total",4862,0
"Condition","ind","Diabetes mellitus","Total",2698,0
"Condition","ind","Disorders of mouth and esophagus","Total",101,0
"Condition","ind","Disorders of teeth and jaws","Total",885,0
"Condition","ind","Disorders of the upper GI","Total",2423,0
"Condition","ind","Epilepsy and convulsions","Total",292,0
"Condition","ind","Female genital disorders, and contraception","Total",1273,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",337,0
"Condition","ind","Glaucoma","Total",360,0
"Condition","ind","Headache","Total",833,0
"Condition","ind","Heart disease","Total",2121,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",122,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",227,0
"Condition","ind","Hernias","Total",187,0
"Condition","ind","Hyperlipidemia","Total",4365,0
"Condition","ind","Hypertension","Total",6056,0
"Condition","ind","Infectious diseases","Total",1671,0
"Condition","ind","Influenza","Total",871,0
"Condition","ind","Intestinal infection","Total",405,0
"Condition","ind","Kidney Disease","Total",575,0
"Condition","ind","Male genital disorders","Total",461,0
"Condition","ind","Mental disorders","Total",3990,0
"Condition","ind","Non-malignant breast disease","Total",171,0
"Condition","ind","Non-malignant neoplasm","Total",303,0
"Condition","ind","Normal birth/live born","Total",714,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",3698,0
"Condition","ind","Other bone and musculoskeletal disease","Total",673,0
"Condition","ind","Other care and screening","Total",2540,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",604,0
"Condition","ind","Other CNS disorders","Total",1621,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",1624,0
"Condition","ind","Other eye disorders","Total",1687,0
"Condition","ind","Other GI","Total",982,0
"Condition","ind","Other stomach and intestinal disorders","Total",212,0
"Condition","ind","Other urinary","Total",469,0
"Condition","ind","Otitis media","Total",928,0
"Condition","ind","Paralysis","Total",30,0
"Condition","ind","Perinatal Conditions","Total",31,0
"Condition","ind","Pneumonia","Total",348,0
