"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"Condition","ind","Acute Bronchitis and URI","Total",75191143.523071,3484101.7705031
"Condition","ind","Allergic reactions","Total",17559042.197214,1317599.59872005
"Condition","ind","Anemia and other deficiencies","Total",12771679.36658,1471930.09857823
"Condition","ind","Appendicitis","Total",1380132.305251,365420.617744433
"Condition","ind","Back problems","Total",159277980.533926,7747473.78836005
"Condition","ind","Cancer","Total",84056210.500492,5750734.44492529
"Condition","ind","Cataract","Total",21985037.716117,2038897.62351718
"Condition","ind","Cerebrovascular disease","Total",16007231.288754,1869429.1070647
"Condition","ind","Complications of pregnancy and birth","Total",7168191.680169,964035.447297539
"Condition","ind","Complications of surgery or device","Total",3455625.987616,570135.122026016
"Condition","ind","Congenital anomalies","Total",11647718.950239,3093351.88400796
"Condition","ind","COPD, asthma","Total",208127328.580882,8876203.57929923
"Condition","ind","Diabetes mellitus","Total",179334656.682252,7198923.08882319
"Condition","ind","Disorders of mouth and esophagus","Total",2017290.475268,388037.222023348
"Condition","ind","Disorders of teeth and jaws","Total",16309082.117959,971141.480548275
"Condition","ind","Disorders of the upper GI","Total",71258000.143099,3182849.68444883
"Condition","ind","Epilepsy and convulsions","Total",11326139.72682,1100580.89374565
"Condition","ind","Female genital disorders, and contraception","Total",35495113.674787,1947679.43670112
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",15394613.987174,1686568.11893836
"Condition","ind","Glaucoma","Total",18006480.841306,1645142.47403786
"Condition","ind","Headache","Total",32516342.580978,2727027.07926804
"Condition","ind","Heart disease","Total",142573029.917793,6817310.48676296
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",6815288.246998,2134190.10257448
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",17038109.345764,2351021.39853149
"Condition","ind","Hernias","Total",6960187.695139,791979.346413512
"Condition","ind","Hyperlipidemia","Total",159969793.907927,5100113.4693341
"Condition","ind","Hypertension","Total",281063861.476504,8964692.67556816
"Condition","ind","Infectious diseases","Total",45707565.43164,2097658.77465255
"Condition","ind","Influenza","Total",15873054.643497,1159028.81089967
"Condition","ind","Intestinal infection","Total",7487705.360619,679085.857351541
"Condition","ind","Kidney Disease","Total",71325945.88453,9166784.27350789
"Condition","ind","Male genital disorders","Total",16558776.743769,1158319.28933061
"Condition","ind","Mental disorders","Total",312682356.981729,15726373.9688015
"Condition","ind","Non-malignant breast disease","Total",3715848.968842,376851.880153291
"Condition","ind","Non-malignant neoplasm","Total",8277818.45241,831053.970789424
"Condition","ind","Normal birth/live born","Total",54333135.717727,4265768.23115772
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",200348410.813205,8362807.03653261
"Condition","ind","Other bone and musculoskeletal disease","Total",31145785.578747,3843157.68243321
"Condition","ind","Other care and screening","Total",94902036.440947,6121559.8704355
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",27549137.33492,2548049.89510211
"Condition","ind","Other CNS disorders","Total",77477129.780003,4436052.63995496
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",57231322.649651,3022539.81515927
"Condition","ind","Other eye disorders","Total",40268242.119273,2098005.76545254
"Condition","ind","Other GI","Total",25117190.110079,1603967.29191246
"Condition","ind","Other stomach and intestinal disorders","Total",10834302.331335,1227288.97613029
"Condition","ind","Other urinary","Total",16208534.558271,1334754.58944784
"Condition","ind","Otitis media","Total",29333134.314256,2115483.72360933
"Condition","ind","Paralysis","Total",5827577.097485,3945607.79113854
"Condition","ind","Perinatal Conditions","Total",670552.528827,212888.767982476
"Condition","ind","Pneumonia","Total",15150188.186102,1332755.12392395
"Condition","ind","Poisoning by medical and non-medical substances","Total",4935974.468874,980377.313980029
"Condition","ind","Residual Codes","Total",89617608.226372,5110555.92125942
"Condition","ind","Skin disorders","Total",79046158.973136,4257665.12888875
"Condition","ind","Symptoms","Total",21456124.223021,1539276.45809703
"Condition","ind","Systemic lupus and connective tissues disorders","Total",105022855.344595,6060758.90369663
"Condition","ind","Thyroid disease","Total",58618357.612802,3043536.56213867
"Condition","ind","Tonsillitis","Total",3004142.074638,548965.785035624
"Condition","ind","Trauma-related disorders","Total",183830929.349225,8804520.21242855
"Condition","ind","Urinary tract infections","Total",22621256.860078,1516553.47201375
"Condition","event","Acute Bronchitis and URI","ERT",1916896.196702,191904.670271535
"Condition","event","Allergic reactions","ERT",982902.816993,194338.068076867
"Condition","event","Anemia and other deficiencies","ERT",189825.117955,65276.9151948748
"Condition","event","Appendicitis","ERT",371707.228677,116885.281061792
"Condition","event","Back problems","ERT",1616490.131189,203212.135321872
"Condition","event","Cancer","ERT",752675.531651,167998.517524463
"Condition","event","Cataract","ERT",20971.654764,20971.654764
"Condition","event","Cerebrovascular disease","ERT",705943.687097,120467.252454251
"Condition","event","Complications of pregnancy and birth","ERT",534775.809783,104407.51897704
"Condition","event","Complications of surgery or device","ERT",187335.85246,52081.6576979934
"Condition","event","Congenital anomalies","ERT",109353.10825,49319.2092801745
"Condition","event","COPD, asthma","ERT",5228628.154581,430001.886617723
"Condition","event","Diabetes mellitus","ERT",632023.166798,99865.8371507412
"Condition","event","Disorders of mouth and esophagus","ERT",149428.133486,93652.2685683089
"Condition","event","Disorders of teeth and jaws","ERT",569024.79037,98711.4297098573
"Condition","event","Disorders of the upper GI","ERT",2038654.643138,275880.775768869
"Condition","event","Epilepsy and convulsions","ERT",484555.212725,73037.3423954451
"Condition","event","Female genital disorders, and contraception","ERT",780257.333958,146995.370487711
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",1250129.698713,250434.866559
"Condition","event","Glaucoma","ERT",7883.374363,7883.374363
"Condition","event","Headache","ERT",962509.049963,148825.43251379
"Condition","event","Heart disease","ERT",4299029.714224,279361.247784088
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",171796.954296,81345.8345313283
"Condition","event","Hereditary, degenerative and other nervous system disorders","ERT",31184.085754,15445.1945223143
"Condition","event","Hernias","ERT",187427.069652,50931.6208462313
"Condition","event","Hyperlipidemia","ERT",33831.540098,18106.3927462515
"Condition","event","Hypertension","ERT",1400094.115772,178457.481443016
"Condition","event","Infectious diseases","ERT",1705521.877882,261571.855594331
"Condition","event","Influenza","ERT",1073328.505028,142256.247915118
"Condition","event","Intestinal infection","ERT",973643.565365,162747.224716334
"Condition","event","Kidney Disease","ERT",1445025.11069,191379.929082209
"Condition","event","Male genital disorders","ERT",161371.549859,65737.8875094373
"Condition","event","Mental disorders","ERT",1602457.294809,177338.229549164
"Condition","event","Non-malignant breast disease","ERT",32930.083792,19887.2631592982
"Condition","event","Non-malignant neoplasm","ERT",43944.46129,20599.0141556751
"Condition","event","Normal birth/live born","ERT",1093251.718135,205055.857361538
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",1140619.503363,157851.479450068
"Condition","event","Other bone and musculoskeletal disease","ERT",199427.278215,119804.955803221
"Condition","event","Other care and screening","ERT",141153.92504,46919.9766956969
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",1124364.775735,190299.078004082
"Condition","event","Other CNS disorders","ERT",1620282.502056,211179.226643452
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",1426806.686466,249634.225505299
"Condition","event","Other eye disorders","ERT",372069.108011,79035.3220861774
"Condition","event","Other GI","ERT",1218907.467456,175350.591515061
"Condition","event","Other stomach and intestinal disorders","ERT",667912.363301,128632.511496833
"Condition","event","Other urinary","ERT",221212.811155,63558.6468867486
"Condition","event","Otitis media","ERT",1070388.894877,135512.070376432
"Condition","event","Paralysis","ERT",2650.572105,2650.572105
"Condition","event","Perinatal Conditions","ERT",11464.85793,9085.85534479364
"Condition","event","Pneumonia","ERT",1549493.861751,189088.55002081
"Condition","event","Poisoning by medical and non-medical substances","ERT",881020.114081,134066.300943244
"Condition","event","Residual Codes","ERT",860047.219402,178868.636280377
"Condition","event","Skin disorders","ERT",1673303.10164,209740.581217196
"Condition","event","Symptoms","ERT",2261820.524111,226506.680198768
