"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"ind","ind","Total","Total",1023763462949.7,33630954197.8757
"ind","event","Total","TOT",1023763462949.7,33630954197.8757
"ind","event","Total","DVT",72476410585.1406,2480075818.99705
"ind","event","Total","RX",213166196663.047,8158097742.31068
"ind","event","Total","OBV",226338424168.685,8541923068.74223
"ind","event","Total","OBD",155363925378.272,4845213784.11714
"ind","event","Total","OBO",69616609307.2983,4988465063.90211
"ind","event","Total","OPT",96047581248.1433,5311049645.48511
"ind","event","Total","OPY",62827735700.2295,3719802700.8999
"ind","event","Total","OPZ",32114331160.7982,2734955974.24357
"ind","event","Total","ERT",33348838769.7053,1405156478.95847
"ind","event","Total","IPT",316271045334.197,16045954909.8939
"ind","event","Total","HHT",44768365671.9125,13046432983.9215
"ind","event","Total","OMA",21346663009.3492,921149544.653416
"ind","sop","Total","EXP",1023763462949.7,33630954197.8757
"ind","sop","Total","SLF",192558127535.626,5777599900.91014
"ind","sop","Total","PTR",426280146927.67,18091559262.02
"ind","sop","Total","MCR",216296291765.826,12576348406.0013
"ind","sop","Total","MCD",115143764732.283,13647699354.1367
"ind","sop","Total","OTZ",73491691641.1461,5043450173.7831
"ind","agegrps","Total","Under 5",28822306807.1374,2838592428.97032
"ind","agegrps","Total","5-17",71691993615.1129,6394585725.08155
"ind","agegrps","Total","18-44",246618722813.195,16548897193.9255
"ind","agegrps","Total","45-64",347915040711.066,14670742432.4353
"ind","agegrps","Total","65+",328715399003.188,16161893968.2924
"event","sop","TOT","EXP",1023763462949.7,33630954197.8757
"event","sop","TOT","SLF",192558127535.626,5777599900.91014
"event","sop","TOT","PTR",426280146927.67,18091559262.02
"event","sop","TOT","MCR",216296291765.826,12576348406.0013
"event","sop","TOT","MCD",115143764732.283,13647699354.1367
"event","sop","TOT","OTZ",73491691641.1461,5043450173.7831
"event","sop","DVT","EXP",72476410585.1406,2480075818.99705
"event","sop","DVT","SLF",35633370538.6468,1474249740.7501
"event","sop","DVT","PTR",30829509443.8354,1145101802.48731
"event","sop","DVT","MCR",296374647.666896,76673790.1925668
"event","sop","DVT","MCD",3282087536.48128,341413761.602718
"event","sop","DVT","OTZ",2436765409.86462,401090697.806149
"event","sop","RX","EXP",213166196663.047,8158097742.31068
"event","sop","RX","SLF",82717801972.5161,2810437344.68587
"event","sop","RX","PTR",82936858375.7461,5965273184.9808
"event","sop","RX","MCR",5932636941.42474,572223376.248184
"event","sop","RX","MCD",29484570152.0149,1707944252.06355
"event","sop","RX","OTZ",12096009945.5652,950750584.395916
"event","sop","OBV","EXP",226338424168.685,8541923068.74223
"event","sop","OBV","SLF",37723085588.0143,1549467891.77976
"event","sop","OBV","PTR",103511623434.571,5518752989.87617
"event","sop","OBV","MCR",45259483379.4748,2442880816.26227
"event","sop","OBV","MCD",18190267433.6618,1431493926.67699
"event","sop","OBV","OTZ",21656405484.5764,1564549073.86082
"event","sop","OBD","EXP",155363925378.272,4845213784.11714
"event","sop","OBD","SLF",23328596403.9483,965957850.931014
"event","sop","OBD","PTR",71355840971.2065,2992715190.44845
"event","sop","OBD","MCR",31986885380.0065,1506037891.13193
"event","sop","OBD","MCD",12700865758.7238,982419608.639079
"event","sop","OBD","OTZ",15993823211.2177,1371057573.17905
"event","sop","OBO","EXP",69616609307.2983,4988465063.90211
"event","sop","OBO","SLF",14152171014.1911,933641265.724704
"event","sop","OBO","PTR",31704033937.9945,3506534627.41021
"event","sop","OBO","MCR",12954989941.6387,1443120047.43173
"event","sop","OBO","MCD",5276466743.73988,737277229.816345
"event","sop","OBO","OTZ",5530146903.31488,432103406.679694
"event","sop","OPT","EXP",96047581248.1433,5311049645.48511
"event","sop","OPT","SLF",6237830910.83314,394577928.447849
"event","sop","OPT","PTR",55139182428.2923,3754039060.14387
"event","sop","OPT","MCR",22160084285.5652,2810110771.39503
"event","sop","OPT","MCD",4772234799.58507,492569351.057586
"event","sop","OPT","OTZ",7738481770.0427,1102535508.52726
"event","sop","OPY","EXP",62827735700.2295,3719802700.8999
"event","sop","OPY","SLF",3875600090.99717,292289500.629713
"event","sop","OPY","PTR",37359976354.0777,2793108744.59816
"event","sop","OPY","MCR",12726457756.296,1330870630.226
"event","sop","OPY","MCD",3184728357.7273,376193086.254152
"event","sop","OPY","OTZ",5681313555.13126,1041092346.91396
"event","sop","OPZ","EXP",32114331160.7982,2734955974.24357
"event","sop","OPZ","SLF",2010497426.31485,166776484.236787
"event","sop","OPZ","PTR",17363211964.2151,1932998780.55121
"event","sop","OPZ","MCR",9242826585.33649,1783431765.18701
"event","sop","OPZ","MCD",1571796793.71265,237049759.815004
"event","sop","OPZ","OTZ",1925800562.28278,231982527.64765
"event","sop","ERT","EXP",33348838769.7053,1405156478.95847
"event","sop","ERT","SLF",3787390688.73711,393048473.943857
"event","sop","ERT","PTR",17728731082.6317,1023311909.95683
"event","sop","ERT","MCR",4852418054.02617,409195808.000783
"event","sop","ERT","MCD",3660626066.93109,278229979.27548
"event","sop","ERT","OTZ",3319690603.8048,320524205.424537
"event","sop","IPT","EXP",316271045334.197,16045954909.8939
"event","sop","IPT","SLF",11979143649.8185,2124937486.96372
"event","sop","IPT","PTR",129867053753.306,9847616981.38457
"event","sop","IPT","MCR",119281334175.099,10201354337.6885
"event","sop","IPT","MCD",33397434904.8711,3835711455.60594
"event","sop","IPT","OTZ",21746337079.4573,3414205164.18525
"event","sop","HHT","EXP",44768365671.9125,13046432983.9215
"event","sop","HHT","SLF",2379945014.55972,669216684.758625
"event","sop","HHT","PTR",1156998174.00056,468640118.48732
"event","sop","HHT","MCR",17137194100.8973,1733493401.15997
"event","sop","HHT","MCD",20594862720.3459,11774139645.5037
"event","sop","HHT","OTZ",3499394126.54123,591427078.880049
"event","sop","OMA","EXP",21346663009.3492,921149544.653416
"event","sop","OMA","SLF",12099545605.0468,541155426.42968
"event","sop","OMA","PTR",5110427029.97474,453170428.443426
"event","sop","OMA","MCR",1376612415.91275,203921574.963932
"event","sop","OMA","MCD",1761997007.19293,196228472.852459
"event","sop","OMA","OTZ",998638692.061545,117933585.666572
"event","agegrps","TOT","Under 5",28822306807.1374,2838592428.97032
"event","agegrps","TOT","5-17",71691993615.1129,6394585725.08155
"event","agegrps","TOT","18-44",246618722813.195,16548897193.9255
"event","agegrps","TOT","45-64",347915040711.066,14670742432.4353
"event","agegrps","TOT","65+",328715399003.188,16161893968.2924
"event","agegrps","DVT","Under 5",753488730.839324,126077426.052464
"event","agegrps","DVT","5-17",17461465288.6407,1083052921.17818
"event","agegrps","DVT","18-44",20489454220.7341,895647857.350836
"event","agegrps","DVT","45-64",22419201805.3571,1121333796.14788
"event","agegrps","DVT","65+",11352800539.5694,802865437.554598
"event","agegrps","RX","Under 5",2087306054.2993,289855934.257875
"event","agegrps","RX","5-17",12124900474.5109,2120730679.37482
"event","agegrps","RX","18-44",40656303226.7495,1952090035.096
"event","agegrps","RX","45-64",87723618202.4673,3255194480.94874
"event","agegrps","RX","65+",70574068705.0203,5462576011.32303
"event","agegrps","OBV","Under 5",8120040542.60582,469881515.720594
"event","agegrps","OBV","5-17",16203032018.6354,947142345.733752
"event","agegrps","OBV","18-44",55923521896.2748,2390550466.57173
"event","agegrps","OBV","45-64",81961801958.6354,4569151693.58802
"event","agegrps","OBV","65+",64130027752.5339,5036453639.01351
"event","agegrps","OBD","Under 5",6866520511.06233,380053207.522453
"event","agegrps","OBD","5-17",12270845929.5204,701576675.743435
"event","agegrps","OBD","18-44",39287686507.6459,1693330817.89993
"event","agegrps","OBD","45-64",55407926775.4654,2875036908.29108
"event","agegrps","OBD","65+",41530945654.5783,1948636145.12302
"event","agegrps","OBO","Under 5",1214331496.05648,245377904.449369
"event","agegrps","OBO","5-17",3803083920.28682,389964586.507677
"event","agegrps","OBO","18-44",16387688164.4558,1074085545.95338
"event","agegrps","OBO","45-64",26281302053.1198,2436913986.96022
"event","agegrps","OBO","65+",21930203673.3794,3975698046.96266
"event","agegrps","OPT","Under 5",2413390787.77367,450793042.789439
"event","agegrps","OPT","5-17",5617634556.9012,1384089182.04263
"event","agegrps","OPT","18-44",22698927288.1271,1894761997.3704
"event","agegrps","OPT","45-64",39747066439.4025,3200946231.05945
"event","agegrps","OPT","65+",25570562175.9388,3152048356.23207
"event","agegrps","OPY","Under 5",2119901703.34519,425585936.895473
"event","agegrps","OPY","5-17",4539017608.60512,1361096378.71587
"event","agegrps","OPY","18-44",15966044585.9162,1704971037.4245
"event","agegrps","OPY","45-64",26065354925.5198,2088204839.48665
"event","agegrps","OPY","65+",14137416876.8432,1356685490.70483
