"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",8636422142.97685,557836957.111152
"Condition","ind","Allergic reactions","Total",1802074151.45714,227315250.838784
"Condition","ind","Anemia and other deficiencies","Total",2769770725.33017,574408427.808631
"Condition","ind","Appendicitis","Total",1910511195.36688,557640932.07909
"Condition","ind","Back problems","Total",24950677730.9663,2446926831.58234
"Condition","ind","Cancer","Total",48428738864.2701,4677176314.91549
"Condition","ind","Cataract","Total",5120924729.46178,586761555.416007
"Condition","ind","Cerebrovascular disease","Total",16361642099.978,3605322912.68519
"Condition","ind","CNS infection","Total",882815638.376633,296102532.725928
"Condition","ind","Coma, brain damage","Total",17904661800.227,17859453513.1593
"Condition","ind","Complications of pregnancy and birth","Total",1662340734.75083,419955367.727208
"Condition","ind","Complications of surgery or device","Total",2604549291.09419,942967380.841197
"Condition","ind","Congenital anomalies","Total",6525135929.02768,1860647095.84666
"Condition","ind","COPD, asthma","Total",46025359421.6677,5393944068.23952
"Condition","ind","Diabetes mellitus","Total",28320347383.0122,1751188086.2762
"Condition","ind","Disorders of mouth and esophagus","Total",401509442.437304,246486104.755211
"Condition","ind","Disorders of teeth and jaws","Total",1755902496.14374,373992897.381525
"Condition","ind","Disorders of the upper GI","Total",20282553685.2244,1105517470.4934
"Condition","ind","Epilepsy and convulsions","Total",4872907986.28138,880144586.255796
"Condition","ind","Female genital disorders, and contraception","Total",11630729437.8612,917116211.157333
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",11771674087.4019,1434990211.06475
"Condition","ind","Glaucoma","Total",3646837880.60156,598143548.330077
"Condition","ind","Headache","Total",5036053284.60126,457782754.746018
"Condition","ind","Heart disease","Total",67801599704.4661,4958189519.58526
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",1794019438.5538,601814969.157479
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",5945770484.6205,1255973101.00625
"Condition","ind","Hernias","Total",6381780853.04261,800695386.157217
