"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"TC1name","ind","Alternative Medicines","Total",137358.128721,40518.9830831476
"TC1name","ind","Anti-Infectives","Total",73387777.420128,1880608.14381062
"TC1name","ind","Antihyperlipidemic Agents","Total",32643790.656735,1030551.54730887
"TC1name","ind","Antineoplastics","Total",3618469.170407,254797.460449559
"TC1name","ind","Biologicals","Total",187792.508215,51373.4085789491
"TC1name","ind","Cardiovascular Agents","Total",56360242.738477,1517348.64350212
"TC1name","ind","Central Nervous System Agents","Total",72246845.627979,1713839.26343659
"TC1name","ind","Coagulation Modifiers","Total",8530448.337669,407138.221552697
"TC1name","ind","Gastrointestinal Agents","Total",29074409.586806,863958.58688525
"TC1name","ind","Hormones/Hormone Modifiers","Total",58067580.836502,1485492.76844736
"TC1name","ind","Immunologic Agents","Total",716864.595766,93615.0347668043
"TC1name","ind","Miscellaneous Agents","Total",10896129.322194,444302.884921285
"TC1name","ind","Not Ascertained","Total",11826176.054421,457525.373201484
"TC1name","ind","Nutritional Products","Total",17201203.878598,612518.16970057
"TC1name","ind","Psychotherapeutic Agents","Total",32644032.151158,967906.395689729
"TC1name","ind","Respiratory Agents","Total",47202553.693876,1220299.96236541
"TC1name","ind","Topical Agents","Total",43952402.849161,1214407.55264586
"RXDRGNAM","ind","ABACAVIR","Total",44665.603697,22842.6292679616
"RXDRGNAM","ind","ABACAVIR/LAMIVUDINE/ZIDOVUDINE","Total",11056.178436,11056.178436
"RXDRGNAM","ind","ACARBOSE","Total",80176.067948,26633.6577769327
"RXDRGNAM","ind","ACEBUTOLOL","Total",122624.773036,43932.883409916
"RXDRGNAM","ind","ACETAMINOPHEN","Total",2067576.705683,163686.502524549
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",61401.474,19004.5932142274
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",6009287.953443,331173.261482938
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",13217251.841452,585628.708098975
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",5003169.430918,375487.099924264
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",21928.377314,18062.6915931051
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",29972.436741,14778.0712079926
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",3102246.195255,225930.664134333
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",811931.162176,104978.118902814
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",81613.882996,42227.2312528151
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",90142.772482,30756.0421557635
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",33523.758943,20450.8511331397
"RXDRGNAM","ind","ACITRETIN","Total",17068.164307,17068.164307
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",34116.60118,24535.5889284424
"RXDRGNAM","ind","ACYCLOVIR","Total",827781.201443,116370.300527107
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",149438.672251,50158.2833469578
"RXDRGNAM","ind","ADALIMUMAB","Total",82801.495733,37972.9191987753
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",549360.987746,104109.265325185
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",102521.117857,38662.4368827309
"RXDRGNAM","ind","ALBUTEROL","Total",10001974.31293,416687.779142812
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",1524266.119563,149147.869227577
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",60066.365515,27115.6013217759
"RXDRGNAM","ind","ALENDRONATE","Total",2843702.039216,236977.657162384
"RXDRGNAM","ind","ALFUZOSIN","Total",118716.859429,40109.1705211879
"RXDRGNAM","ind","ALLOPURINOL","Total",1518980.45931,136970.403873179
"RXDRGNAM","ind","ALMOTRIPTAN","Total",103511.734039,39605.5452563255
"RXDRGNAM","ind","ALOSETRON","Total",16927.364073,10885.9918017238
"RXDRGNAM","ind","ALPRAZOLAM","Total",3424780.564239,256471.675331863
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",159118.805829,37289.1522606579
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",35396.642277,15586.0142398592
"RXDRGNAM","ind","AMANTADINE","Total",164097.058097,63237.967776649
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",17854.413157,12829.5491583862
"RXDRGNAM","ind","AMILORIDE","Total",10583.750155,10583.750155
"RXDRGNAM","ind","AMINO ACIDS-UREA TOPICAL","Total",76208.079841,31814.7511666252
"RXDRGNAM","ind","AMIODARONE","Total",636607.666251,94550.8180784801
"RXDRGNAM","ind","AMITRIPTYLINE","Total",1670470.770993,145816.191819644
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",16176.712209,11946.7270616072
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",26738.808159,14154.0520690401
"RXDRGNAM","ind","AMLODIPINE","Total",5749531.094957,334151.479037599
"RXDRGNAM","ind","AMLODIPINE-ATORVASTATIN","Total",112306.207396,37040.1591057908
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",1972860.705547,145046.590477781
"RXDRGNAM","ind","AMMONIUM LACTATE TOPICAL","Total",227008.035394,52680.003708132
"RXDRGNAM","ind","AMOXAPINE","Total",9074.011398,9074.011398
"RXDRGNAM","ind","AMOXICILLIN","Total",19942278.324015,761570.363988404
"RXDRGNAM","ind","AMOXICILLIN-CLAVULANATE","Total",4591221.59022,294733.870910381
"RXDRGNAM","ind","AMOXICILLIN/CLARITHROMYCIN/LANSOPRAZOLE","Total",121948.796022,40211.21864626
"RXDRGNAM","ind","AMPHETAMINE-DEXTROAMPHETAMINE","Total",1204976.12556,148531.353343401
"RXDRGNAM","ind","AMPICILLIN","Total",435833.164221,77320.8912977312
"RXDRGNAM","ind","AMPRENAVIR","Total",12169.729174,7216.44632322871
"RXDRGNAM","ind","ANASTROZOLE","Total",188460.426079,42074.9286361611
"RXDRGNAM","ind","ANTAZOLINE-NAPHAZOLINE OPHTHALMIC","Total",18726.259468,18726.259468
"RXDRGNAM","ind","ANTHRALIN TOPICAL","Total",11969.143857,11969.143857
"RXDRGNAM","ind","ANTIPYRINE-BENZOCAINE OTIC","Total",575554.536695,95920.6904956816
"RXDRGNAM","ind","APAP/ASA/CAFFEINE/SALICYLAMIDE","Total",36573.406572,28554.3391832533
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE","Total",600988.054868,93513.3385590618
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE/CODEINE","Total",26419.331222,15627.4217500556
"RXDRGNAM","ind","APAP/CAFFEINE/DIHYDROCODEINE","Total",44929.620115,21255.0514906794
"RXDRGNAM","ind","APAP/CAFFEINE/PHENYLTOLOXAMINE","Total",14699.313298,11826.6388187724
"RXDRGNAM","ind","APAP/DICHLORALPHENAZONE/ISOMETHEPTENE","Total",569492.56807,91045.3487395497
"RXDRGNAM","ind","APREPITANT","Total",32388.458113,7498.22632985348
"RXDRGNAM","ind","ARIPIPRAZOLE","Total",351945.814395,71090.9297456626
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE","Total",86500.857264,29988.1479655054
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE/CODEINE","Total",56653.125633,24257.9438476394
"RXDRGNAM","ind","ASA/CAFFEINE/ORPHENADRINE","Total",2125.33461,2125.33461
"RXDRGNAM","ind","ASCORBIC ACID","Total",180572.998318,66848.2396468104
"RXDRGNAM","ind","ASCORBIC ACID-FERROUS FUMARATE","Total",4706.551951,4706.551951
"RXDRGNAM","ind","ASCORBIC ACID-IRON POLYSACCHARIDE","Total",15398.844515,15398.844515
"RXDRGNAM","ind","ASPIRIN","Total",2182982.908269,180799.845587909
"RXDRGNAM","ind","ASPIRIN-CARISOPRODOL","Total",8905.408917,6509.299014671
"RXDRGNAM","ind","ASPIRIN-CODEINE","Total",10929.253169,10929.253169
"RXDRGNAM","ind","ASPIRIN-DIPYRIDAMOLE","Total",257633.083829,50986.5919694309
"RXDRGNAM","ind","ASPIRIN-MEPROBAMATE","Total",12015.94312,12015.94312
"RXDRGNAM","ind","ASPIRIN-OXYCODONE","Total",107996.421411,34777.9356667204
"RXDRGNAM","ind","ATAZANAVIR","Total",31841.173829,16771.8198491191
"RXDRGNAM","ind","ATENOLOL","Total",6879335.425572,404911.099162361
"RXDRGNAM","ind","ATENOLOL-CHLORTHALIDONE","Total",389011.201832,73814.6598080976
"RXDRGNAM","ind","ATOMOXETINE","Total",1095086.089492,120866.022733612
"RXDRGNAM","ind","ATORVASTATIN","Total",13686506.834211,544568.56416262
"RXDRGNAM","ind","ATOVAQUONE-PROGUANIL","Total",31729.342979,22742.8680325885
"RXDRGNAM","ind","ATROPINE-DIPHENOXYLATE","Total",404465.56455,80972.7825712079
"RXDRGNAM","ind","ATROPINE OPHTHALMIC","Total",45082.321592,27253.9521867576
"RXDRGNAM","ind","ATROPINE/CPM/HYOSCYAMINE/PE/SCOPOLAMINE","Total",2664.649767,2664.649767
"RXDRGNAM","ind","ATROPINE/HYOSCYAMINE/PB/SCOPOLAMINE","Total",175325.194656,49908.9585968722
"RXDRGNAM","ind","ATTAPULGITE","Total",17478.166744,8893.45278092744
"RXDRGNAM","ind","AZATHIOPRINE","Total",344660.842784,68829.40207942
"RXDRGNAM","ind","AZELAIC ACID TOPICAL","Total",189624.03763,51464.0078737544
"RXDRGNAM","ind","AZELASTINE NASAL","Total",512759.982836,90377.3948181684
"RXDRGNAM","ind","AZELASTINE OPHTHALMIC","Total",202186.216562,52843.9355671745
"RXDRGNAM","ind","AZITHROMYCIN","Total",12879530.101339,524708.40941286
"RXDRGNAM","ind","BACITRACIN-POLYMYXIN B OPHTHALMIC","Total",35971.536731,17510.3945248474
"RXDRGNAM","ind","BACITRACIN-POLYMYXIN B TOPICAL","Total",596887.165447,87103.6971465078
"RXDRGNAM","ind","BACITRACIN OPHTHALMIC","Total",181821.73641,58711.6309780546
"RXDRGNAM","ind","BACITRACIN TOPICAL","Total",84506.951941,29444.1975786882
