"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",22,0
"TC1name","ind","Anti-Infectives","Total",7703,0
"TC1name","ind","Antihyperlipidemic Agents","Total",3164,0
"TC1name","ind","Antineoplastics","Total",368,0
"TC1name","ind","Biologicals","Total",19,0
"TC1name","ind","Cardiovascular Agents","Total",5790,0
"TC1name","ind","Central Nervous System Agents","Total",7899,0
"TC1name","ind","Coagulation Modifiers","Total",860,0
"TC1name","ind","Gastrointestinal Agents","Total",3046,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",5807,0
"TC1name","ind","Immunologic Agents","Total",75,0
"TC1name","ind","Miscellaneous Agents","Total",1045,0
"TC1name","ind","Not Ascertained","Total",1357,0
"TC1name","ind","Nutritional Products","Total",1908,0
"TC1name","ind","Psychotherapeutic Agents","Total",3345,0
"TC1name","ind","Respiratory Agents","Total",5235,0
"TC1name","ind","Topical Agents","Total",4413,0
"RXDRGNAM","ind","ABACAVIR","Total",5,0
"RXDRGNAM","ind","ABACAVIR/LAMIVUDINE/ZIDOVUDINE","Total",1,0
"RXDRGNAM","ind","ACARBOSE","Total",11,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",13,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",353,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",8,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",692,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",1337,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",479,0
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",2,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",5,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",347,0
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",95,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",7,0
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",11,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",3,0
"RXDRGNAM","ind","ACITRETIN","Total",1,0
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",2,0
"RXDRGNAM","ind","ACYCLOVIR","Total",78,0
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",12,0
"RXDRGNAM","ind","ADALIMUMAB","Total",6,0
