"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_group","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","No usual source of health care","63,195","1,841","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Office-based","192,287","4,883","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Hospital (not ER)","50,684","2,310","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Emergency room","997","159","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Any care","36,170","1,270","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Medical care","15,154","700","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Dental care","19,936","915","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Prescription medicines","12,292","620","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Couldn't afford","19,742","849","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Insurance related","5,574","393","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Other","14,189","686","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_MD","Reasons for difficulty receiving needed medical care","Couldn't afford","6,940","462","Reasons for difficulty among persons with difficulty receiving needed medical care, number of people in thousands (standard errors), United States"
