"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_group","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","No usual source of health care","54,071","1,763","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Office-based","193,001","4,544","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Hospital (not ER)","37,037","1,823","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Emergency room","1,456","180","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Any care","31,534","1,105","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Medical care","13,792","572","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Dental care","17,430","825","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Prescription medicines","10,120","511","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Couldn't afford","16,479","730","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Insurance related","4,128","282","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
