"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_group","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","No usual source of health care","63,414","1,943","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Office-based","176,724","4,962","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Hospital (not ER)","72,072","3,098","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","usc","Usual source of care","Emergency room","814","133","Usual source of care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Any care","31,777","1,079","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Medical care","12,957","554","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Dental care","15,426","657","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","difficulty","Difficulty receiving needed care","Prescription medicines","11,287","599","Difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Couldn't afford","12,863","595","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Insurance related","6,826","399","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_ANY","Reasons for difficulty receiving needed care","Other","15,433","708","Reasons for difficulty among persons with difficulty receiving needed care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_MD","Reasons for difficulty receiving needed medical care","Couldn't afford","3,625","300","Reasons for difficulty among persons with difficulty receiving needed medical care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_MD","Reasons for difficulty receiving needed medical care","Insurance related","1,923","177","Reasons for difficulty among persons with difficulty receiving needed medical care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_MD","Reasons for difficulty receiving needed medical care","Other","7,671","429","Reasons for difficulty among persons with difficulty receiving needed medical care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_DN","Reasons for difficulty receiving needed dental care","Couldn't afford","8,985","457","Reasons for difficulty among persons with difficulty receiving needed dental care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_DN","Reasons for difficulty receiving needed dental care","Insurance related","2,147","199","Reasons for difficulty among persons with difficulty receiving needed dental care, number of people in thousands (standard errors), United States"
"totPOP","Number of people","","ind","(none)","Total","Access to Care","rsn_DN","Reasons for difficulty receiving needed dental care","Other","4,823","362","Reasons for difficulty among persons with difficulty receiving needed dental care, number of people in thousands (standard errors), United States"
