"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Alternative Medicines","Total",5661753.565443,865138.423960442
"TC1name","ind","Anti-Infectives","Total",161111445.354727,5580304.28690788
"TC1name","ind","Antineoplastics","Total",19603714.155617,1905026.49115993
"TC1name","ind","Cardiovascular Agents","Total",721993172.897724,22543927.7986046
"TC1name","ind","Central Nervous System Agents","Total",658763992.511296,23292801.0936899
"TC1name","ind","Coagulation Modifiers","Total",62683649.480305,4183378.11069369
"TC1name","ind","Gastrointestinal Agents","Total",178377345.701412,7706218.7665524
"TC1name","ind","Genitourinary Tract Agents","Total",15977613.496349,1484136.44398576
"TC1name","ind","Hormones/Hormone Modifiers","Total",246657185.274594,10341259.4263212
"TC1name","ind","Immunologic Agents","Total",12570906.723199,1914066.55457567
"TC1name","ind","Metabolic Agents","Total",523492095.053575,17865880.5398041
"TC1name","ind","Miscellaneous Agents","Total",37232074.792856,2516192.00083507
"TC1name","ind","Not Ascertained","Total",77019615.434717,3805456.36162681
"TC1name","ind","Nutritional Products","Total",110525466.358942,5030548.68771969
"TC1name","ind","Psychotherapeutic Agents","Total",256240784.612528,11039779.3917815
"TC1name","ind","Respiratory Agents","Total",185438659.434198,7906938.01752153
"TC1name","ind","Topical Agents","Total",147833414.448848,6019422.47656354
"RXDRGNAM","ind","ACETAMINOPHEN","Total",5276365.835725,1513653.03888089
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",7483188.273756,635996.687176269
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",68384199.834944,3879240.15373295
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",17194483.650468,1467176.83488247
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",1635934.780311,530211.886293308
"RXDRGNAM","ind","ACETAMINOPHEN/BUTALBITAL/CAFFEINE","Total",2379376.565146,393442.16770794
"RXDRGNAM","ind","ACETAMINOPHEN/CHLORPHENIRAMINE/PHENYLEPHRINE","Total",101052.025304,47391.9550934614
"RXDRGNAM","ind","ACETAMINOPHEN/DEXTROMETHORPHAN/GUAIFENESIN/PE","Total",360831.719126,308659.69260779
"RXDRGNAM","ind","ACYCLOVIR","Total",4248866.241951,671395.793383038
"RXDRGNAM","ind","ADALIMUMAB","Total",2269674.499806,653279.952201561
"RXDRGNAM","ind","ADAPALENE-BENZOYL PEROXIDE TOPICAL","Total",478725.307682,151629.867309438
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",377680.271859,137354.385333386
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",120374.976375,57828.9249855794
"RXDRGNAM","ind","ALBUTEROL","Total",48327452.085034,2476042.29648058
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",4445835.242791,667795.283923879
"RXDRGNAM","ind","ALENDRONATE","Total",8459284.948248,946171.685387432
"RXDRGNAM","ind","ALLOPURINOL","Total",13733704.046207,1310332.61509762
"RXDRGNAM","ind","ALOE VERA TOPICAL","Total",28581.940625,25446.7211698232
"RXDRGNAM","ind","ALPRAZOLAM","Total",28897888.989266,2156739.13221929
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM CARBONATE","Total",34348.665856,18761.6592051858
"RXDRGNAM","ind","AMIODARONE","Total",3641444.305877,703135.136003814
"RXDRGNAM","ind","AMITRIPTYLINE","Total",10518139.379935,1127814.84349836
"RXDRGNAM","ind","AMLODIPINE","Total",63301888.570358,2933998.59990722
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",5450572.046953,912464.460050794
