"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Any private, all ages","201,911","5,328","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Public only, all ages","71,733","2,377","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Uninsured, all ages","39,847","1,496","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Any private","178,072","5,082","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Public only","50,545","1,947","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Uninsured","39,603","1,487","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare only","16,439","798","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and private","23,387","1,094","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and other public","4,749","346","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, No medicare","695","102","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Any private, all ages","201,911","5,328","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Public only, all ages","71,733","2,377","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Uninsured, all ages","39,847","1,496","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Any private, all ages","31,805","1,399","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
