"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Any private, all ages","206,011","5,435","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Public only, all ages","55,606","1,796","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Uninsured, all ages","37,650","1,422","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Any private","184,038","5,082","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Public only","39,833","1,500","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Uninsured","37,416","1,414","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare only","11,508","538","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and private","21,586","844","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and other public","4,265","283","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, No medicare","621","89","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Any private, all ages","206,011","5,435","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Public only, all ages","55,606","1,796","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Uninsured, all ages","37,650","1,422","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Any private, all ages","34,854","1,296","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Public only, all ages","15,391","693","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Uninsured, all ages","3,659","306","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Any private, all ages","77,679","2,416","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Public only, all ages","10,828","486","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Uninsured, all ages","22,571","927","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Any private, all ages","59,894","1,672","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Public only, all ages","6,125","317","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Uninsured, all ages","10,084","470","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
