"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Any private, all ages","197,855","5,402","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Public only, all ages","43,241","1,672","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Uninsured, all ages","32,437","1,344","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Any private","178,020","5,081","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Public only","28,918","1,375","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Uninsured","32,286","1,344","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare only","10,123","592","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and private","19,532","866","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and other public","4,200","320","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, No medicare","454","90","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Any private, all ages","197,855","5,402","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Public only, all ages","43,241","1,672","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Uninsured, all ages","32,437","1,344","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Any private, all ages","37,517","1,343","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Public only, all ages","10,108","656","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Uninsured, all ages","5,433","394","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Any private, all ages","81,108","2,432","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Public only, all ages","8,780","472","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Uninsured, all ages","18,879","824","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Any private, all ages","47,109","1,619","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Public only, all ages","4,656","318","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Uninsured, all ages","6,264","378","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Any private, all ages","49,803","1,685","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Public only, all ages","15,482","846","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Uninsured, all ages","7,143","455","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","insurance","Insurance coverage, all ages","Any private, all ages","128,217","3,656","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","insurance","Insurance coverage, all ages","Public only, all ages","13,436","674","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","insurance","Insurance coverage, all ages","Uninsured, all ages","25,143","1,045","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 5","insurance","Insurance coverage, all ages","Any private, all ages","12,286","620","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 5","insurance","Insurance coverage, all ages","Public only, all ages","5,374","356","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
