"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Any private, all ages","197,042","4,896","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Public only, all ages","38,934","1,535","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Uninsured, all ages","32,929","1,399","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Any private","174,231","4,618","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Public only","27,845","1,401","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Uninsured","32,780","1,394","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare only","7,535","480","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and private","22,585","906","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and other public","3,555","271","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, No medicare","376","79","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Any private, all ages","197,042","4,896","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Public only, all ages","38,934","1,535","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Uninsured, all ages","32,929","1,399","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Any private, all ages","36,363","1,429","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Public only, all ages","9,505","602","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Uninsured, all ages","5,815","430","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Any private, all ages","81,179","2,318","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Public only, all ages","9,043","559","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Uninsured, all ages","18,927","868","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Any private, all ages","44,050","1,397","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Public only, all ages","3,909","270","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Uninsured, all ages","6,253","378","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Any private, all ages","49,002","1,720","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Public only, all ages","14,893","834","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
