"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Any private, all ages","208,377","5,913","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Public only, all ages","78,739","2,549","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","insurance","Insurance coverage, all ages","Uninsured, all ages","31,324","1,309","Number of people in thousands (standard errors) by insurance coverage, all ages, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Any private","182,184","5,340","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Public only","57,233","2,222","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_lt65","Insurance coverage, < 65","<65, Uninsured","31,063","1,296","Number of people in thousands (standard errors) by insurance coverage, < 65, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare only","16,406","768","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and private","25,605","1,141","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, Medicare and other public","5,096","315","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","","ind","(none)","Total","ins_ge65","Insurance coverage, 65+","65+, No medicare","854","129","Number of people in thousands (standard errors) by insurance coverage, 65+, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Any private, all ages","208,377","5,913","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Public only, all ages","78,739","2,549","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","insurance","Insurance coverage, all ages","Uninsured, all ages","31,324","1,309","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Any private, all ages","31,429","1,448","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Public only, all ages","20,384","881","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","insurance","Insurance coverage, all ages","Uninsured, all ages","2,076","228","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Any private, all ages","77,379","2,533","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Public only, all ages","16,654","831","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","insurance","Insurance coverage, all ages","Uninsured, all ages","18,931","807","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Any private, all ages","62,944","1,876","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Public only, all ages","11,402","599","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","insurance","Insurance coverage, all ages","Uninsured, all ages","9,367","536","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Any private, all ages","41,860","1,902","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Public only, all ages","29,176","1,266","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","insurance","Insurance coverage, all ages","Uninsured, all ages","2,764","258","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","insurance","Insurance coverage, all ages","Any private, all ages","140,324","3,778","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","insurance","Insurance coverage, all ages","Public only, all ages","28,057","1,272","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","insurance","Insurance coverage, all ages","Uninsured, all ages","28,298","1,173","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 5","insurance","Insurance coverage, all ages","Any private, all ages","10,431","728","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 5","insurance","Insurance coverage, all ages","Public only, all ages","8,792","510","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 5","insurance","Insurance coverage, all ages","Uninsured, all ages","689","88","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-6","insurance","Insurance coverage, all ages","Any private, all ages","4,346","355","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-6","insurance","Insurance coverage, all ages","Public only, all ages","3,658","233","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-6","insurance","Insurance coverage, all ages","Uninsured, all ages","227*","71","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","7-12","insurance","Insurance coverage, all ages","Any private, all ages","14,058","763","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","7-12","insurance","Insurance coverage, all ages","Public only, all ages","9,728","485","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","7-12","insurance","Insurance coverage, all ages","Uninsured, all ages","762","108","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","13-17","insurance","Insurance coverage, all ages","Any private, all ages","13,025","680","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","13-17","insurance","Insurance coverage, all ages","Public only, all ages","6,998","361","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","13-17","insurance","Insurance coverage, all ages","Uninsured, all ages","1,087","132","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18","insurance","Insurance coverage, all ages","Any private, all ages","2,609","266","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18","insurance","Insurance coverage, all ages","Public only, all ages","1,359","137","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18","insurance","Insurance coverage, all ages","Uninsured, all ages","382","87","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","19-24","insurance","Insurance coverage, all ages","Any private, all ages","17,258","715","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","19-24","insurance","Insurance coverage, all ages","Public only, all ages","4,493","301","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","19-24","insurance","Insurance coverage, all ages","Uninsured, all ages","4,419","293","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","25-29","insurance","Insurance coverage, all ages","Any private, all ages","14,599","751","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","25-29","insurance","Insurance coverage, all ages","Public only, all ages","2,855","214","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","25-29","insurance","Insurance coverage, all ages","Uninsured, all ages","4,186","277","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","30-34","insurance","Insurance coverage, all ages","Any private, all ages","14,308","758","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","30-34","insurance","Insurance coverage, all ages","Public only, all ages","2,890","216","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","30-34","insurance","Insurance coverage, all ages","Uninsured, all ages","3,824","242","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","35-44","insurance","Insurance coverage, all ages","Any private, all ages","28,606","1,237","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","35-44","insurance","Insurance coverage, all ages","Public only, all ages","5,057","366","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","35-44","insurance","Insurance coverage, all ages","Uninsured, all ages","6,120","359","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-54","insurance","Insurance coverage, all ages","Any private, all ages","32,048","1,137","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-54","insurance","Insurance coverage, all ages","Public only, all ages","5,644","361","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-54","insurance","Insurance coverage, all ages","Uninsured, all ages","5,271","338","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","55-64","insurance","Insurance coverage, all ages","Any private, all ages","30,896","1,157","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","55-64","insurance","Insurance coverage, all ages","Public only, all ages","5,758","354","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","55-64","insurance","Insurance coverage, all ages","Uninsured, all ages","4,096","317","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","insurance","Insurance coverage, all ages","Any private, all ages","26,193","1,171","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","insurance","Insurance coverage, all ages","Public only, all ages","21,506","880","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","insurance","Insurance coverage, all ages","Uninsured, all ages","262","52","Number of people in thousands (standard errors) by age groups and insurance coverage, all ages, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","ins_lt65","Insurance coverage, < 65","<65, Any private","182,184","5,340","Number of people in thousands (standard errors) by age groups and insurance coverage, < 65, United States"
