"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",85,0
"TC1name","ind","Anti-Infectives","Total",6875,0
"TC1name","ind","Antineoplastics","Total",412,0
"TC1name","ind","Biologicals","Total",20,0
"TC1name","ind","Cardiovascular Agents","Total",5950,0
"TC1name","ind","Central Nervous System Agents","Total",7647,0
"TC1name","ind","Coagulation Modifiers","Total",756,0
"TC1name","ind","Gastrointestinal Agents","Total",2712,0
"TC1name","ind","Genitourinary Tract Agents","Total",381,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",3734,0
"TC1name","ind","Immunologic Agents","Total",69,0
"TC1name","ind","Metabolic Agents","Total",4709,0
"TC1name","ind","Miscellaneous Agents","Total",446,0
"TC1name","ind","Not Ascertained","Total",1135,0
"TC1name","ind","Nutritional Products","Total",1956,0
"TC1name","ind","Psychotherapeutic Agents","Total",2354,0
"TC1name","ind","Respiratory Agents","Total",3889,0
"TC1name","ind","Topical Agents","Total",3801,0
"RXDRGNAM","ind","ABACAVIR","Total",4,0
"RXDRGNAM","ind","ACAMPROSATE","Total",5,0
"RXDRGNAM","ind","ACARBOSE","Total",6,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",4,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",402,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",6,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",515,0
"RXDRGNAM","ind","ACETAMINOPHEN-DEXTROMETHORPHAN","Total",5,0
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",2,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",1717,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",498,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",333,0
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",53,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",11,0
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",1,0
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",5,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",3,0
"RXDRGNAM","ind","ACETIC ACID TOPICAL","Total",5,0
"RXDRGNAM","ind","ACETIC/ANTIPYRINE/BENZOCAINE/POLYCOS OTIC","Total",2,0
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",6,0
"RXDRGNAM","ind","ACYCLOVIR","Total",84,0
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",7,0
"RXDRGNAM","ind","ADALIMUMAB","Total",26,0
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",33,0
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",10,0
"RXDRGNAM","ind","ALBENDAZOLE","Total",1,0
"RXDRGNAM","ind","ALBUTEROL","Total",1292,0
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",125,0
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",3,0
"RXDRGNAM","ind","ALENDRONATE","Total",302,0
"RXDRGNAM","ind","ALENDRONATE-CHOLECALCIFEROL","Total",56,0
"RXDRGNAM","ind","ALFUZOSIN","Total",32,0
"RXDRGNAM","ind","ALISKIREN","Total",26,0
