"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"ind","ind","Total","Total",5891005512.12696,162298170.039316
"ind","event","Total","DVT",305997894.265676,9351747.65644074
"ind","event","Total","ERT",65278334.092717,2234160.90611384
"ind","event","Total","HHT",52968363.622108,3178980.07647746
"ind","event","Total","IPT",29091431.676576,1166296.20608087
"ind","event","Total","OBV",1870323056.00161,57195202.080767
"ind","event","Total","OPT",156886053.245637,8582850.03172581
"ind","event","Total","RX",3410460379.22264,101079560.55534
"ind","sop","Total","XP",5749936416.41252,158459359.098567
"ind","sop","Total","SF",3585218869.27747,103463691.67833
"ind","sop","Total","PR",2098085047.41732,74797709.9274871
"ind","sop","Total","MR",1564177299.95975,53687731.8961595
"ind","sop","Total","MD",807672891.318299,36778699.2456816
"ind","sop","Total","OZ",441177629.029831,26082632.2174904
"ind","agegrps","Total","Under 5",120422020.150845,6613913.67191333
"ind","agegrps","Total","5-17",415803749.112412,23932977.771979
"ind","agegrps","Total","18-44",1169926371.76533,48782492.2190151
"ind","agegrps","Total","45-64",2157008335.54857,73217069.9713251
"ind","agegrps","Total","65+",2027845035.5498,73438915.564619
"ind","region","Total","Northeast",1175821002.45654,73813760.607304
"ind","region","Total","Midwest",1383867931.93518,80304123.5127873
"ind","region","Total","South",2130565369.48576,91888152.6191221
"ind","region","Total","West",1200751208.24947,67197507.3477822
"ind","married","Total","Married",2881715683.52815,106420587.616033
"ind","married","Total","Widowed",653199587.324409,30861184.2829423
"ind","married","Total","Divorced",807713884.284461,37898587.1623681
"ind","married","Total","Separated",111639297.952692,9400031.10327574
"ind","married","Total","Never married",988143180.450898,38683316.1770038
"ind","married","Total","Inapplicable (age < 16)",448593878.586345,24062025.0010989
"ind","race","Total","Hispanic",655021343.382667,43130785.5487542
"ind","race","Total","White",4263629051.04601,138510219.471279
"ind","race","Total","Black",579543735.216997,32703100.9528399
"ind","race","Total","Amer. Indian, AK Native, or mult. races",195608644.907058,26731844.8294852
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",197202737.574221,19571878.3447267
"ind","sex","Total","Male",2431601878.1508,73238778.7459664
"ind","sex","Total","Female",3459403633.97616,101149348.901455
"ind","education","Total","Less than high school",725666887.059483,33039951.6116113
"ind","education","Total","High school",1558615128.47909,65805002.6688022
"ind","education","Total","Some college",3040849337.76851,97670588.7539711
"ind","education","Total","Inapplicable (age < 18)",536225769.263257,27392362.9098695
"ind","education","Total","Missing",29648389.556619,6233086.61888358
"ind","employed","Total","Employed",2233266221.99292,73975553.9241093
"ind","employed","Total","Not employed",3208760784.76257,103093098.679403
"ind","employed","Total","Inapplicable (age < 16)",448593878.586345,24062025.0010989
"ind","insurance","Total","Any private, all ages",3734159635.44808,124295089.700853
"ind","insurance","Total","Public only, all ages",2004484754.0172,69782699.6137502
"ind","insurance","Total","Uninsured, all ages",152361122.661676,11971547.5080244
"ind","poverty","Total","Negative or poor",828532147.164896,42897558.6227014
"ind","poverty","Total","Near-poor",289691586.635214,19130692.3101087
"ind","poverty","Total","Low income",872189969.220929,39297870.0253601
"ind","poverty","Total","Middle income",1538214069.81202,58952269.884834
