"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",27632,0
"ind","event","Total","TOT",27632,0
"ind","event","Total","DVT",12526,0
"ind","event","Total","RX",19015,0
"ind","event","Total","OBV",23112,0
"ind","event","Total","OBD",21160,0
"ind","event","Total","OBO",10878,0
"ind","event","Total","OPT",4522,0
"ind","event","Total","OPY",2778,0
"ind","event","Total","OPZ",2513,0
"ind","event","Total","ERT",4646,0
"ind","event","Total","IPT",2045,0
"ind","event","Total","HHT",979,0
"ind","event","Total","OMA",5656,0
"ind","sop","Total","EXP",27632,0
"ind","sop","Total","SLF",21423,0
"ind","sop","Total","PTR",14424,0
"ind","sop","Total","MCR",5229,0
"ind","sop","Total","MCD",9483,0
"ind","sop","Total","OTZ",5931,0
"ind","agegrps","Total","Under 5",1991,0
"ind","agegrps","Total","5-17",5816,0
"ind","agegrps","Total","18-44",8543,0
"ind","agegrps","Total","45-64",7098,0
"ind","agegrps","Total","65+",4184,0
"ind","region","Total","Northeast",4291,0
"ind","region","Total","Midwest",5372,0
"ind","region","Total","South",10316,0
"ind","region","Total","West",7653,0
"ind","married","Total","Married",9872,0
"ind","married","Total","Widowed",1432,0
"ind","married","Total","Divorced",2426,0
"ind","married","Total","Separated",568,0
"ind","married","Total","Never married",6396,0
"ind","married","Total","Inapplicable (age < 16)",6938,0
"ind","race","Total","Hispanic",8241,0
"ind","race","Total","White",11255,0
"ind","race","Total","Black",5141,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",1005,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",1990,0
"ind","sex","Total","Male",12521,0
"ind","sex","Total","Female",15111,0
"ind","education","Total","Less than high school",3710,0
"ind","education","Total","High school",5711,0
"ind","education","Total","Some college",10271,0
"ind","education","Total","Inapplicable (age < 18)",7807,0
"ind","education","Total","Missing",133,0
"ind","employed","Total","Employed",11648,0
"ind","employed","Total","Not employed",9042,0
"ind","employed","Total","Inapplicable (age < 16)",6938,0
"ind","employed","Total","Missing",4,0
"ind","insurance","Total","Any private, all ages",15621,0
"ind","insurance","Total","Public only, all ages",10148,0
"ind","insurance","Total","Uninsured, all ages",1863,0
"ind","poverty","Total","Negative or poor",5907,0
"ind","poverty","Total","Near-poor",1711,0
"ind","poverty","Total","Low income",4370,0
"ind","poverty","Total","Middle income",7739,0
"ind","poverty","Total","High income",7905,0
"ind","health","Total","Excellent",8302,0
"ind","health","Total","Very good",8033,0
"ind","health","Total","Good",7518,0
"ind","health","Total","Fair",2927,0
"ind","health","Total","Poor",825,0
"ind","health","Total","Missing",27,0
"ind","mnhlth","Total","Excellent",10977,0
"ind","mnhlth","Total","Very good",7425,0
"ind","mnhlth","Total","Good",6950,0
"ind","mnhlth","Total","Fair",1785,0
"ind","mnhlth","Total","Poor",466,0
"ind","mnhlth","Total","Missing",29,0
"ind","agegrps_v2X","Total","Under 18",7807,0
"ind","agegrps_v2X","Total","18-64",15641,0
"ind","agegrps_v2X","Total","65+",4184,0
"ind","insurance_v2X","Total","<65, Any private",13674,0
"ind","insurance_v2X","Total","<65, Public only",7936,0
"ind","insurance_v2X","Total","<65, Uninsured",1838,0
"ind","insurance_v2X","Total","65+, Medicare only",1414,0
"ind","insurance_v2X","Total","65+, Medicare and private",1908,0
"ind","insurance_v2X","Total","65+, Medicare and other public",798,0
"ind","insurance_v2X","Total","65+, No medicare",64,0
"event","sop","TOT","EXP",27632,0
"event","sop","TOT","SLF",21423,0
"event","sop","TOT","PTR",14424,0
"event","sop","TOT","MCR",5229,0
"event","sop","TOT","MCD",9483,0
"event","sop","TOT","OTZ",5931,0
"event","sop","DVT","EXP",12526,0
"event","sop","DVT","SLF",6485,0
"event","sop","DVT","PTR",6475,0
"event","sop","DVT","MCR",238,0
"event","sop","DVT","MCD",3414,0
"event","sop","DVT","OTZ",483,0
"event","sop","RX","EXP",19015,0
"event","sop","RX","SLF",15641,0
"event","sop","RX","PTR",7337,0
"event","sop","RX","MCR",4103,0
"event","sop","RX","MCD",5180,0
"event","sop","RX","OTZ",2317,0
"event","sop","OBV","EXP",23112,0
"event","sop","OBV","SLF",13931,0
"event","sop","OBV","PTR",11997,0
"event","sop","OBV","MCR",4432,0
"event","sop","OBV","MCD",6970,0
"event","sop","OBV","OTZ",3567,0
"event","sop","OBD","EXP",21160,0
"event","sop","OBD","SLF",11893,0
"event","sop","OBD","PTR",10792,0
"event","sop","OBD","MCR",4223,0
"event","sop","OBD","MCD",6369,0
"event","sop","OBD","OTZ",3029,0
"event","sop","OBO","EXP",10878,0
"event","sop","OBO","SLF",5980,0
"event","sop","OBO","PTR",5850,0
"event","sop","OBO","MCR",2234,0
"event","sop","OBO","MCD",2277,0
"event","sop","OBO","OTZ",1287,0
"event","sop","OPT","EXP",4522,0
"event","sop","OPT","SLF",1903,0
"event","sop","OPT","PTR",2290,0
"event","sop","OPT","MCR",1447,0
"event","sop","OPT","MCD",1141,0
"event","sop","OPT","OTZ",852,0
"event","sop","OPY","EXP",2778,0
"event","sop","OPY","SLF",1168,0
"event","sop","OPY","PTR",1353,0
"event","sop","OPY","MCR",783,0
"event","sop","OPY","MCD",771,0
"event","sop","OPY","OTZ",536,0
"event","sop","OPZ","EXP",2513,0
"event","sop","OPZ","SLF",909,0
"event","sop","OPZ","PTR",1290,0
"event","sop","OPZ","MCR",936,0
"event","sop","OPZ","MCD",496,0
"event","sop","OPZ","OTZ",432,0
"event","sop","ERT","EXP",4646,0
"event","sop","ERT","SLF",1572,0
