"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",37418,0
"ind","ins_lt65","Total",33094,0
"ind","ins_ge65","Total",4324,0
"agegrps","insurance","Under 5",2849,0
"agegrps","insurance","5-17",8250,0
"agegrps","insurance","18-44",13727,0
"agegrps","insurance","45-64",8268,0
"agegrps","insurance","65+",4324,0
"agegrps","ins_lt65","Under 5",2849,0
"agegrps","ins_lt65","5-17",8250,0
"agegrps","ins_lt65","18-44",13727,0
"agegrps","ins_lt65","45-64",8268,0
"agegrps","ins_ge65","65+",4324,0
"region","insurance","Northeast",5840,0
"region","insurance","Midwest",7377,0
"region","insurance","South",14212,0
"region","insurance","West",9989,0
"region","ins_lt65","Northeast",5103,0
"region","ins_lt65","Midwest",6437,0
"region","ins_lt65","South",12500,0
"region","ins_lt65","West",9054,0
"region","ins_ge65","Northeast",737,0
"region","ins_ge65","Midwest",940,0
"region","ins_ge65","South",1712,0
"region","ins_ge65","West",935,0
"married","insurance","Married",14736,0
"married","insurance","Widowed",1979,0
"married","insurance","Divorced",2846,0
"married","insurance","Separated",635,0
"married","insurance","Never married",7380,0
"married","insurance","Inapplicable (age < 16)",9842,0
"married","ins_lt65","Married",12526,0
"married","ins_lt65","Widowed",459,0
"married","ins_lt65","Divorced",2481,0
"married","ins_lt65","Separated",579,0
"married","ins_lt65","Never married",7207,0
"married","ins_lt65","Inapplicable (age < 16)",9842,0
"married","ins_ge65","Married",2210,0
"married","ins_ge65","Widowed",1520,0
"married","ins_ge65","Divorced",365,0
"married","ins_ge65","Separated",56,0
"married","ins_ge65","Never married",173,0
"race","insurance","Hispanic",9427,0
"race","insurance","White",20220,0
"race","insurance","Black",5570,0
"race","insurance","Amer. Indian, AK Native, or mult. races",804,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",1397,0
"race","ins_lt65","Hispanic",8899,0
"race","ins_lt65","White",17104,0
"race","ins_lt65","Black",5049,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",753,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",1289,0
"race","ins_ge65","Hispanic",528,0
"race","ins_ge65","White",3116,0
"race","ins_ge65","Black",521,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",51,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",108,0
"sex","insurance","Male",17796,0
"sex","insurance","Female",19622,0
"sex","ins_lt65","Male",16020,0
"sex","ins_lt65","Female",17074,0
"sex","ins_ge65","Male",1776,0
"sex","ins_ge65","Female",2548,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",414,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",722,0
"racesex","insurance","Female, Black",3157,0
"racesex","insurance","Female, Hispanic",4833,0
"racesex","insurance","Female, White",10496,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",390,0
"racesex","insurance","Male, Asian, Hawaiian, or Pacific Islander",675,0
"racesex","insurance","Male, Black",2413,0
"racesex","insurance","Male, Hispanic",4594,0
"racesex","insurance","Male, White",9724,0
"racesex","ins_lt65","Female, Amer. Indian, AK Native, or mult. races",386,0
"racesex","ins_lt65","Female, Asian, Hawaiian, or Pacific Islander",661,0
"racesex","ins_lt65","Female, Black",2813,0
"racesex","ins_lt65","Female, Hispanic",4508,0
"racesex","ins_lt65","Female, White",8706,0
"racesex","ins_lt65","Male, Amer. Indian, AK Native, or mult. races",367,0
"racesex","ins_lt65","Male, Asian, Hawaiian, or Pacific Islander",628,0
"racesex","ins_lt65","Male, Black",2236,0
"racesex","ins_lt65","Male, Hispanic",4391,0
"racesex","ins_lt65","Male, White",8398,0
"racesex","ins_ge65","Female, Amer. Indian, AK Native, or mult. races",28,0
"racesex","ins_ge65","Female, Asian, Hawaiian, or Pacific Islander",61,0
"racesex","ins_ge65","Female, Black",344,0
"racesex","ins_ge65","Female, Hispanic",325,0
