"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Alternative Medicines","Total",1808300.66794695,361152.111505799
"TC1name","ind","Anti-Infectives","Total",141011634.770955,5358268.13124299
"TC1name","ind","Antihyperlipidemic Agents","Total",69286220.487801,3878760.69610888
"TC1name","ind","Antineoplastics","Total",22568611.2482126,1931218.46830013
"TC1name","ind","Biologicals","Total",677270.037385952,241902.450656333
"TC1name","ind","Cardiovascular Agents","Total",433750309.846675,18639005.8046462
"TC1name","ind","Central Nervous System Agents","Total",267232500.666844,9487260.1915251
"TC1name","ind","Coagulation Modifiers","Total",23526513.710174,2161393.57177204
"TC1name","ind","Gastrointestinal Agents","Total",90091962.8073087,4337319.30547453
"TC1name","ind","Hormones/Hormone Modifiers","Total",332317787.52144,12695240.1586524
"TC1name","ind","Immunologic Agents","Total",4701094.63835912,1189403.99078879
"TC1name","ind","Miscellaneous Agents","Total",19397288.3423201,1600120.80293797
"TC1name","ind","Not Ascertained","Total",38227880.5418516,2432605.60635288
"TC1name","ind","Nutritional Products","Total",67736326.4011866,3720444.34370273
"TC1name","ind","Psychotherapeutic Agents","Total",152759750.427607,8380812.66045253
"TC1name","ind","Respiratory Agents","Total",164342528.576551,6714496.64443267
"TC1name","ind","Topical Agents","Total",140642067.648324,5730799.29624341
"RXDRGNAM","ind","ACARBOSE","Total",1298091.51620641,547983.554936377
"RXDRGNAM","ind","ACEBUTOLOL","Total",1896093.43723882,468279.466972255
"RXDRGNAM","ind","ACETAMINOPHEN","Total",7455431.86769917,745583.635611125
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",168589.018773657,73773.9197045167
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",12125397.6656292,814081.712564143
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",327710.210619827,67960.1519990994
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",17324195.600088,1497518.84293511
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",5648570.12028283,581083.794918125
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",419729.418215491,230590.202249079
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",185344.439443389,79340.5136797007
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",13710370.9989292,1173830.32671592
"RXDRGNAM","ind","ACETAMINOPHEN-SALICYLAMIDE","Total",61576.3130830037,37499.273695012
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",1197992.25442714,385509.49628298
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",36569.3610860137,22931.3121303336
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",61253.5914196398,28718.5610368987
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",213704.611241491,61498.8440576204
