"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"TC1name","ind","Alternative Medicines","Total",88256162.757318,20112984.6652547
"TC1name","ind","Anti-Infectives","Total",5553213346.83764,498055434.16709
"TC1name","ind","Antihyperlipidemic Agents","Total",5542910739.30453,331055763.992033
"TC1name","ind","Antineoplastics","Total",1974913167.91716,237987972.887479
"TC1name","ind","Biologicals","Total",184011644.038843,82578006.9053302
"TC1name","ind","Cardiovascular Agents","Total",15418773113.5352,679144713.963559
"TC1name","ind","Central Nervous System Agents","Total",8986117803.1889,376926995.957432
"TC1name","ind","Coagulation Modifiers","Total",924038057.967573,87112179.4332545
"TC1name","ind","Gastrointestinal Agents","Total",6127033729.54819,318530724.559305
"TC1name","ind","Hormones/Hormone Modifiers","Total",10715438433.2875,486503617.20056
"TC1name","ind","Immunologic Agents","Total",1266615160.67591,391213831.640353
"TC1name","ind","Miscellaneous Agents","Total",838741288.703287,92842621.2730926
"TC1name","ind","Not Ascertained","Total",868502406.728942,61205072.1235005
"TC1name","ind","Nutritional Products","Total",1096468061.36576,81485010.8395525
"TC1name","ind","Psychotherapeutic Agents","Total",8980811244.91927,601870717.929728
"TC1name","ind","Respiratory Agents","Total",5472284309.12649,265303881.190669
"TC1name","ind","Topical Agents","Total",3943453330.22401,191455729.6904
"RXDRGNAM","ind","ACARBOSE","Total",70183433.8663571,37764652.4253048
"RXDRGNAM","ind","ACEBUTOLOL","Total",94587994.7228639,25419337.2674316
"RXDRGNAM","ind","ACETAMINOPHEN","Total",72866280.5028965,8241209.60320943
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",1570429.96403674,663249.329007771
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",128806686.834333,17970462.7699112
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",4727491.41179827,1127128.89686897
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",264008130.202441,41397041.437139
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",93001897.877482,11630048.9678808
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",10312389.6748036,6233540.16204692
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",2117119.23917656,1019454.77300298
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",291310472.218703,30230430.6103197
"RXDRGNAM","ind","ACETAMINOPHEN-SALICYLAMIDE","Total",846058.541760472,515240.020569466
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",40422649.3620913,14261929.2197478
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",384267.751089222,296283.6693494
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",523765.082245274,251829.279589201
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",1537945.3512898,463907.837909209
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",6275189.88682313,5204257.73830332
"RXDRGNAM","ind","ACITRETIN","Total",48212262.8055161,24795020.1029503
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",1218917.27472636,739171.86750534
"RXDRGNAM","ind","ACYCLOVIR","Total",72951667.4538992,23888333.1401211
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",5755140.9307189,4372538.54383057
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",35951424.1981702,14447673.9826146
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",1589882.7915197,1310912.21335767
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",1723179.18599519,646319.972782815
"RXDRGNAM","ind","ALBUTEROL","Total",803464636.796239,65938170.5866767
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",54719342.1665975,12127224.7813081
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",10969475.7497978,4372837.57689071
"RXDRGNAM","ind","ALENDRONATE","Total",327745730.527585,45690909.8240071
"RXDRGNAM","ind","ALLOPURINOL","Total",63577752.9126951,13917700.3552109
"RXDRGNAM","ind","ALPRAZOLAM","Total",372579185.366769,49239031.7001791
"RXDRGNAM","ind","ALPROSTADIL","Total",18043987.9228607,7876252.1035575
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",271248.412747069,146429.239507155
