"rowGrp","colGrp","rowLevels","colLevels","meanEXP","meanEXP_se"
"Condition","ind","Acute Bronchitis and URI","Total",216.124736851639,23.4955658217186
"Condition","ind","Allergic reactions","Total",243.942371720066,42.2785182659871
"Condition","ind","Anemia and other deficiencies","Total",1235.45903272031,553.419366576169
"Condition","ind","Appendicitis","Total",5557.09825480135,1786.94232382694
"Condition","ind","Back problems","Total",1208.06881497979,160.655310979162
"Condition","ind","Cancer","Total",3524.6411116125,427.596455402794
"Condition","ind","Cataract","Total",1489.83501435024,204.069469181214
"Condition","ind","Cerebrovascular disease","Total",6620.9625879687,1688.78650170585
"Condition","ind","CNS infection","Total",4799.34255939,2772.2281784559
"Condition","ind","Coma, brain damage","Total",8173.17,0
"Condition","ind","Complications of pregnancy and birth","Total",1036.29509626066,191.978150402059
"Condition","ind","Complications of surgery or device","Total",1273.58491549726,389.140542253666
"Condition","ind","Congenital anomalies","Total",4759.9728356315,1277.53257982687
"Condition","ind","COPD, asthma","Total",787.544426031942,83.887201268264
"Condition","ind","Diabetes mellitus","Total",1552.51358603916,186.168367201855
"Condition","ind","Disorders of mouth and esophagus","Total",195.895765612939,69.8900033046351
"Condition","ind","Disorders of teeth and jaws","Total",74.8009034393598,12.6667594958133
"Condition","ind","Disorders of the upper GI","Total",732.792416424457,80.8547240777205
"Condition","ind","Epilepsy and convulsions","Total",2189.2461014258,507.915673625971
"Condition","ind","Female genital disorders, and contraception","Total",464.391291100527,53.9162983769353
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",3912.9186226059,708.18371291719
"Condition","ind","Glaucoma","Total",589.26377087424,73.1235848927918
"Condition","ind","Headache","Total",512.402543552837,86.8094240430496
"Condition","ind","Heart disease","Total",3390.37441188154,373.500228952518
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",1632.57979280811,606.213741345135
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",1515.16103461178,431.047024776469
"Condition","ind","Hernias","Total",1778.48145498722,355.332067503708
"Condition","ind","Hyperlipidemia","Total",576.988654298606,24.263192671769
"Condition","ind","Hypertension","Total",831.777179632472,100.831847562892
"Condition","ind","Infectious diseases","Total",734.208872621678,147.772730237922
"Condition","ind","Influenza","Total",211.641740133944,54.8226909226698
"Condition","ind","Intestinal infection","Total",155.864168620626,17.8866782289544
"Condition","ind","Kidney Disease","Total",3409.05060280274,699.700391535744
"Condition","ind","Male genital disorders","Total",531.382560948683,81.6901513276371
"Condition","ind","Mental disorders","Total",1790.17423474332,246.886777307316
"Condition","ind","Non-malignant breast disease","Total",593.68966044268,92.7192671343626
"Condition","ind","Non-malignant neoplasm","Total",762.507295766656,113.150142983292
"Condition","ind","Normal birth/live born","Total",3170.82196924234,225.084827151912
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1130.47724714643,151.188172925355
"Condition","ind","Other bone and musculoskeletal disease","Total",1035.25928007228,255.488057054513
"Condition","ind","Other care and screening","Total",462.734294538706,46.0322368255506
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",2252.66129279703,314.351791274546
"Condition","ind","Other CNS disorders","Total",700.356393444357,69.6145045208307
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",751.465491982165,120.481424217484
"Condition","ind","Other eye disorders","Total",369.993285307592,58.8142515581048
"Condition","ind","Other GI","Total",1001.16264172585,161.225542351736
"Condition","ind","Other stomach and intestinal disorders","Total",2084.90154626303,424.175232179921
"Condition","ind","Other urinary","Total",777.535939053225,134.467663461127
"Condition","ind","Otitis media","Total",204.686490358636,15.6047795108934
"Condition","ind","Paralysis","Total",10816.2415395631,4964.32772855048
"Condition","ind","Perinatal Conditions","Total",25801.2216736383,15442.9183965563
"Condition","ind","Pneumonia","Total",2447.71151096987,377.005106347157
"Condition","ind","Poisoning by medical and non-medical substances","Total",553.338354528858,107.296257812559
"Condition","ind","Residual Codes","Total",482.927239234748,39.2566482555436
"Condition","ind","Skin disorders","Total",450.442293888782,38.7563239385706
"Condition","ind","Symptoms","Total",709.283851176258,119.245089776218
"Condition","ind","Systemic lupus and connective tissues disorders","Total",957.17020838562,136.626496377909
"Condition","ind","Thyroid disease","Total",301.250247243003,36.4338565418067
"Condition","ind","Tonsillitis","Total",384.711683449994,66.0104916520863
"Condition","ind","Trauma-related disorders","Total",1474.64854738921,183.263481770206
"Condition","ind","Urinary tract infections","Total",477.493914523082,94.2911182801461
"Condition","event","Acute Bronchitis and URI","ERT",208.701502124151,24.4272638443834
"Condition","event","Allergic reactions","ERT",280.450926043752,52.1830500761418
"Condition","event","Anemia and other deficiencies","ERT",263.537738574191,81.3769843193472
"Condition","event","Appendicitis","ERT",6169.87656349471,5296.94953818771
"Condition","event","Back problems","ERT",333.846242962142,50.6434859445828
"Condition","event","Cancer","ERT",790.283010300734,260.613497093992
"Condition","event","Cataract","ERT",107.276179114787,11.6103659492283
"Condition","event","Cerebrovascular disease","ERT",583.561057395756,148.372954558756
"Condition","event","CNS infection","ERT",3994.50399148622,2038.98292518256
"Condition","event","Complications of pregnancy and birth","ERT",366.351934697006,88.3122214946261
"Condition","event","Complications of surgery or device","ERT",1188.27204687203,457.015552268624
"Condition","event","Congenital anomalies","ERT",308.41467807547,87.7798265420484
"Condition","event","COPD, asthma","ERT",389.354435420859,32.4568364470623
"Condition","event","Diabetes mellitus","ERT",385.268497287089,82.521169777431
"Condition","event","Disorders of mouth and esophagus","ERT",166.058317961694,63.3625561877916
"Condition","event","Disorders of teeth and jaws","ERT",133.840666219496,37.1912797267928
"Condition","event","Disorders of the upper GI","ERT",693.433527065176,142.217248312719
"Condition","event","Epilepsy and convulsions","ERT",554.863828522954,140.935239715396
"Condition","event","Female genital disorders, and contraception","ERT",275.381563844664,54.0231838505616
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",863.152022899287,230.415736752761
"Condition","event","Glaucoma","ERT",266.56,0
"Condition","event","Headache","ERT",296.413961852937,34.6405949998091
