"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"Condition","ind","Acute Bronchitis and URI","Total",2660,0
"Condition","ind","Allergic reactions","Total",442,0
"Condition","ind","Anemia and other deficiencies","Total",177,0
"Condition","ind","Appendicitis","Total",19,0
"Condition","ind","Back problems","Total",1134,0
"Condition","ind","Cancer","Total",719,0
"Condition","ind","Cataract","Total",271,0
"Condition","ind","Cerebrovascular disease","Total",153,0
"Condition","ind","CNS infection","Total",16,0
"Condition","ind","Coma, brain damage","Total",1,0
"Condition","ind","Complications of pregnancy and birth","Total",74,0
"Condition","ind","Complications of surgery or device","Total",100,0
"Condition","ind","Congenital anomalies","Total",100,0
"Condition","ind","COPD, asthma","Total",3536,0
"Condition","ind","Diabetes mellitus","Total",1048,0
"Condition","ind","Disorders of mouth and esophagus","Total",100,0
"Condition","ind","Disorders of teeth and jaws","Total",569,0
"Condition","ind","Disorders of the upper GI","Total",949,0
"Condition","ind","Epilepsy and convulsions","Total",175,0
"Condition","ind","Female genital disorders, and contraception","Total",1257,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",187,0
"Condition","ind","Glaucoma","Total",243,0
"Condition","ind","Headache","Total",530,0
"Condition","ind","Heart disease","Total",1381,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",80,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",96,0
"Condition","ind","Hernias","Total",254,0
"Condition","ind","Hyperlipidemia","Total",904,0
"Condition","ind","Hypertension","Total",2511,0
"Condition","ind","Infectious diseases","Total",1213,0
"Condition","ind","Influenza","Total",511,0
"Condition","ind","Intestinal infection","Total",817,0
"Condition","ind","Kidney Disease","Total",219,0
"Condition","ind","Male genital disorders","Total",227,0
"Condition","ind","Mental disorders","Total",1743,0
"Condition","ind","Non-malignant breast disease","Total",201,0
"Condition","ind","Non-malignant neoplasm","Total",277,0
"Condition","ind","Normal birth/live born","Total",503,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1476,0
"Condition","ind","Other bone and musculoskeletal disease","Total",364,0
"Condition","ind","Other care and screening","Total",1757,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",437,0
"Condition","ind","Other CNS disorders","Total",995,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",890,0
"Condition","ind","Other eye disorders","Total",1150,0
"Condition","ind","Other GI","Total",608,0
"Condition","ind","Other stomach and intestinal disorders","Total",127,0
"Condition","ind","Other urinary","Total",273,0
"Condition","ind","Otitis media","Total",1051,0
"Condition","ind","Paralysis","Total",26,0
"Condition","ind","Perinatal Conditions","Total",9,0
"Condition","ind","Pneumonia","Total",325,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",139,0
"Condition","ind","Residual Codes","Total",1149,0
"Condition","ind","Skin disorders","Total",1609,0
"Condition","ind","Symptoms","Total",504,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",982,0
"Condition","ind","Thyroid disease","Total",811,0
"Condition","ind","Tonsillitis","Total",103,0
"Condition","ind","Trauma-related disorders","Total",2584,0
"Condition","ind","Urinary tract infections","Total",569,0
"Condition","event","Acute Bronchitis and URI","ERT",98,0
"Condition","event","Allergic reactions","ERT",40,0
"Condition","event","Anemia and other deficiencies","ERT",3,0
"Condition","event","Appendicitis","ERT",9,0
"Condition","event","Back problems","ERT",58,0
"Condition","event","Cancer","ERT",21,0
"Condition","event","Cataract","ERT",2,0
"Condition","event","Cerebrovascular disease","ERT",17,0
"Condition","event","CNS infection","ERT",3,0
"Condition","event","Complications of pregnancy and birth","ERT",13,0
"Condition","event","Complications of surgery or device","ERT",10,0
"Condition","event","Congenital anomalies","ERT",6,0
"Condition","event","COPD, asthma","ERT",253,0
"Condition","event","Diabetes mellitus","ERT",28,0
"Condition","event","Disorders of mouth and esophagus","ERT",3,0
"Condition","event","Disorders of teeth and jaws","ERT",11,0
"Condition","event","Disorders of the upper GI","ERT",63,0
"Condition","event","Epilepsy and convulsions","ERT",22,0
"Condition","event","Female genital disorders, and contraception","ERT",22,0
"Condition","event","Gallbladder, pancreatic, and liver disease","ERT",34,0
"Condition","event","Glaucoma","ERT",1,0
"Condition","event","Headache","ERT",48,0
"Condition","event","Heart disease","ERT",147,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","ERT",3,0
"Condition","event","Hernias","ERT",14,0
"Condition","event","Hyperlipidemia","ERT",2,0
"Condition","event","Hypertension","ERT",39,0
"Condition","event","Infectious diseases","ERT",67,0
"Condition","event","Influenza","ERT",38,0
"Condition","event","Intestinal infection","ERT",80,0
"Condition","event","Kidney Disease","ERT",46,0
"Condition","event","Male genital disorders","ERT",5,0
"Condition","event","Mental disorders","ERT",46,0
"Condition","event","Non-malignant breast disease","ERT",3,0
"Condition","event","Non-malignant neoplasm","ERT",1,0
"Condition","event","Normal birth/live born","ERT",38,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","ERT",35,0
"Condition","event","Other bone and musculoskeletal disease","ERT",3,0
"Condition","event","Other care and screening","ERT",18,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","ERT",29,0
"Condition","event","Other CNS disorders","ERT",54,0
"Condition","event","Other endocrine, nutritional & immune disorder","ERT",30,0
"Condition","event","Other eye disorders","ERT",23,0
"Condition","event","Other GI","ERT",39,0
"Condition","event","Other stomach and intestinal disorders","ERT",12,0
"Condition","event","Other urinary","ERT",10,0
"Condition","event","Otitis media","ERT",70,0
"Condition","event","Paralysis","ERT",1,0
"Condition","event","Pneumonia","ERT",62,0
"Condition","event","Poisoning by medical and non-medical substances","ERT",47,0
"Condition","event","Residual Codes","ERT",19,0
"Condition","event","Skin disorders","ERT",48,0
"Condition","event","Symptoms","ERT",86,0
"Condition","event","Systemic lupus and connective tissues disorders","ERT",50,0
"Condition","event","Thyroid disease","ERT",2,0
"Condition","event","Tonsillitis","ERT",9,0
"Condition","event","Trauma-related disorders","ERT",892,0
"Condition","event","Urinary tract infections","ERT",58,0
"Condition","event","Acute Bronchitis and URI","HHT",3,0
"Condition","event","Allergic reactions","HHT",1,0
"Condition","event","Anemia and other deficiencies","HHT",1,0
"Condition","event","Back problems","HHT",17,0
"Condition","event","Cancer","HHT",39,0
"Condition","event","Cataract","HHT",6,0
"Condition","event","Cerebrovascular disease","HHT",26,0
"Condition","event","CNS infection","HHT",2,0
"Condition","event","Complications of pregnancy and birth","HHT",1,0
"Condition","event","Complications of surgery or device","HHT",6,0
"Condition","event","Congenital anomalies","HHT",10,0
"Condition","event","COPD, asthma","HHT",46,0
"Condition","event","Diabetes mellitus","HHT",45,0
"Condition","event","Disorders of mouth and esophagus","HHT",1,0
"Condition","event","Disorders of the upper GI","HHT",3,0
"Condition","event","Epilepsy and convulsions","HHT",14,0
"Condition","event","Female genital disorders, and contraception","HHT",3,0
"Condition","event","Gallbladder, pancreatic, and liver disease","HHT",9,0
"Condition","event","Glaucoma","HHT",4,0
"Condition","event","Headache","HHT",3,0
"Condition","event","Heart disease","HHT",70,0
"Condition","event","Hemorrhagic, coagulation, and disorders of White Blood cells","HHT",5,0
"Condition","event","Hereditary, degenerative and other nervous system disorders","HHT",9,0
"Condition","event","Hernias","HHT",8,0
"Condition","event","Hyperlipidemia","HHT",5,0
"Condition","event","Hypertension","HHT",39,0
"Condition","event","Infectious diseases","HHT",14,0
"Condition","event","Influenza","HHT",1,0
"Condition","event","Intestinal infection","HHT",1,0
"Condition","event","Kidney Disease","HHT",5,0
"Condition","event","Male genital disorders","HHT",1,0
"Condition","event","Mental disorders","HHT",90,0
"Condition","event","Normal birth/live born","HHT",3,0
"Condition","event","Osteoarthritis and other non-traumatic joint disorders","HHT",65,0
"Condition","event","Other bone and musculoskeletal disease","HHT",7,0
"Condition","event","Other care and screening","HHT",20,0
"Condition","event","Other circulatory conditions arteries, veins, and lymphatics","HHT",14,0
"Condition","event","Other CNS disorders","HHT",13,0
"Condition","event","Other endocrine, nutritional & immune disorder","HHT",16,0
"Condition","event","Other eye disorders","HHT",12,0
"Condition","event","Other GI","HHT",15,0
"Condition","event","Other stomach and intestinal disorders","HHT",2,0
"Condition","event","Other urinary","HHT",9,0
"Condition","event","Otitis media","HHT",2,0
"Condition","event","Paralysis","HHT",11,0
"Condition","event","Perinatal Conditions","HHT",2,0
"Condition","event","Pneumonia","HHT",10,0
"Condition","event","Residual Codes","HHT",21,0
"Condition","event","Skin disorders","HHT",17,0
"Condition","event","Symptoms","HHT",3,0
"Condition","event","Systemic lupus and connective tissues disorders","HHT",25,0
"Condition","event","Thyroid disease","HHT",6,0
"Condition","event","Trauma-related disorders","HHT",50,0
"Condition","event","Urinary tract infections","HHT",8,0
"Condition","event","Acute Bronchitis and URI","IPT",14,0
"Condition","event","Allergic reactions","IPT",2,0
"Condition","event","Anemia and other deficiencies","IPT",10,0
"Condition","event","Appendicitis","IPT",13,0
"Condition","event","Back problems","IPT",42,0
"Condition","event","Cancer","IPT",91,0
"Condition","event","Cataract","IPT",3,0
"Condition","event","Cerebrovascular disease","IPT",50,0
"Condition","event","CNS infection","IPT",5,0
"Condition","event","Coma, brain damage","IPT",1,0
"Condition","event","Complications of pregnancy and birth","IPT",15,0
"Condition","event","Complications of surgery or device","IPT",11,0
"Condition","event","Congenital anomalies","IPT",15,0
"Condition","event","COPD, asthma","IPT",104,0
"Condition","event","Diabetes mellitus","IPT",42,0
"Condition","event","Disorders of mouth and esophagus","IPT",1,0
"Condition","event","Disorders of the upper GI","IPT",38,0
"Condition","event","Epilepsy and convulsions","IPT",15,0
"Condition","event","Female genital disorders, and contraception","IPT",36,0
"Condition","event","Gallbladder, pancreatic, and liver disease","IPT",60,0
"Condition","event","Glaucoma","IPT",1,0
"Condition","event","Headache","IPT",6,0
"Condition","event","Heart disease","IPT",214,0
