"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",2694,0
"Condition","ind","Allergic reactions","Total",448,0
"Condition","ind","Anemia and other deficiencies","Total",177,0
"Condition","ind","Appendicitis","Total",19,0
"Condition","ind","Back problems","Total",1151,0
"Condition","ind","Cancer","Total",724,0
"Condition","ind","Cataract","Total",272,0
"Condition","ind","Cerebrovascular disease","Total",156,0
"Condition","ind","CNS infection","Total",17,0
"Condition","ind","Coma, brain damage","Total",1,0
"Condition","ind","Complications of pregnancy and birth","Total",75,0
"Condition","ind","Complications of surgery or device","Total",102,0
"Condition","ind","Congenital anomalies","Total",101,0
"Condition","ind","COPD, asthma","Total",3555,0
"Condition","ind","Diabetes mellitus","Total",1051,0
"Condition","ind","Disorders of mouth and esophagus","Total",101,0
"Condition","ind","Disorders of teeth and jaws","Total",573,0
"Condition","ind","Disorders of the upper GI","Total",956,0
"Condition","ind","Epilepsy and convulsions","Total",176,0
"Condition","ind","Female genital disorders, and contraception","Total",1266,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",189,0
"Condition","ind","Glaucoma","Total",243,0
"Condition","ind","Headache","Total",540,0
"Condition","ind","Heart disease","Total",1394,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",80,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",96,0
"Condition","ind","Hernias","Total",256,0
"Condition","ind","Hyperlipidemia","Total",905,0
"Condition","ind","Hypertension","Total",2514,0
"Condition","ind","Infectious diseases","Total",1229,0
"Condition","ind","Influenza","Total",527,0
"Condition","ind","Intestinal infection","Total",847,0
"Condition","ind","Kidney Disease","Total",221,0
"Condition","ind","Male genital disorders","Total",229,0
"Condition","ind","Mental disorders","Total",1756,0
"Condition","ind","Non-malignant breast disease","Total",205,0
"Condition","ind","Non-malignant neoplasm","Total",280,0
"Condition","ind","Normal birth/live born","Total",505,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1487,0
"Condition","ind","Other bone and musculoskeletal disease","Total",367,0
"Condition","ind","Other care and screening","Total",1782,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",441,0
"Condition","ind","Other CNS disorders","Total",1011,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",897,0
"Condition","ind","Other eye disorders","Total",1174,0
"Condition","ind","Other GI","Total",617,0
"Condition","ind","Other stomach and intestinal disorders","Total",127,0
"Condition","ind","Other urinary","Total",275,0
"Condition","ind","Otitis media","Total",1054,0
"Condition","ind","Paralysis","Total",26,0
"Condition","ind","Perinatal Conditions","Total",9,0
"Condition","ind","Pneumonia","Total",326,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",144,0
"Condition","ind","Residual Codes","Total",1163,0
"Condition","ind","Skin disorders","Total",1627,0
"Condition","ind","Symptoms","Total",518,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",989,0
"Condition","ind","Thyroid disease","Total",813,0
"Condition","ind","Tonsillitis","Total",103,0
"Condition","ind","Trauma-related disorders","Total",2647,0
"Condition","ind","Urinary tract infections","Total",571,0
"Condition","event","Acute Bronchitis and URI","ERT",106,0
"Condition","event","Allergic reactions","ERT",42,0
