"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",56,0
"TC1name","ind","Anti-Infectives","Total",8331,0
"TC1name","ind","Antihyperlipidemic Agents","Total",2660,0
"TC1name","ind","Antineoplastics","Total",388,0
"TC1name","ind","Biologicals","Total",22,0
"TC1name","ind","Cardiovascular Agents","Total",5513,0
"TC1name","ind","Central Nervous System Agents","Total",7731,0
"TC1name","ind","Coagulation Modifiers","Total",750,0
"TC1name","ind","Gastrointestinal Agents","Total",2965,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",5866,0
"TC1name","ind","Immunologic Agents","Total",80,0
"TC1name","ind","Miscellaneous Agents","Total",719,0
"TC1name","ind","Not Ascertained","Total",1285,0
"TC1name","ind","Nutritional Products","Total",1938,0
"TC1name","ind","Psychotherapeutic Agents","Total",3355,0
"TC1name","ind","Respiratory Agents","Total",5868,0
"TC1name","ind","Topical Agents","Total",4674,0
"RXDRGNAM","ind","ABACAVIR","Total",4,0
"RXDRGNAM","ind","ABACAVIR/LAMIVUDINE/ZIDOVUDINE","Total",6,0
"RXDRGNAM","ind","ACARBOSE","Total",5,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",15,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",385,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",17,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",498,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",706,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",315,0
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",1,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",5,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",256,0
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",83,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",12,0
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",3,0
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",8,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",6,0
"RXDRGNAM","ind","ACETIC ACID TOPICAL","Total",1,0
"RXDRGNAM","ind","ACITRETIN","Total",2,0
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",2,0
"RXDRGNAM","ind","ACYCLOVIR","Total",64,0
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",8,0
"RXDRGNAM","ind","ADALIMUMAB","Total",2,0
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",62,0
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",6,0
"RXDRGNAM","ind","ALBUTEROL","Total",1168,0
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",148,0
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",7,0
"RXDRGNAM","ind","ALENDRONATE","Total",214,0
"RXDRGNAM","ind","ALFUZOSIN","Total",1,0
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG TRISILICATE","Total",2,0
"RXDRGNAM","ind","ALLOPURINOL","Total",138,0
"RXDRGNAM","ind","ALMOTRIPTAN","Total",10,0
"RXDRGNAM","ind","ALOSETRON","Total",1,0
"RXDRGNAM","ind","ALPRAZOLAM","Total",292,0
"RXDRGNAM","ind","ALPROSTADIL","Total",3,0
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",11,0
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",14,0
"RXDRGNAM","ind","AMANTADINE","Total",10,0
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",2,0
"RXDRGNAM","ind","AMILORIDE","Total",3,0
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",4,0
"RXDRGNAM","ind","AMINO ACIDS-UREA TOPICAL","Total",8,0
"RXDRGNAM","ind","AMINOCAPROIC ACID","Total",1,0
"RXDRGNAM","ind","AMINOPHYLLINE","Total",1,0
"RXDRGNAM","ind","AMIODARONE","Total",34,0
"RXDRGNAM","ind","AMITRIPTYLINE","Total",169,0
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",2,0
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",3,0
"RXDRGNAM","ind","AMLODIPINE","Total",560,0
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",186,0
"RXDRGNAM","ind","AMMONIUM LACTATE TOPICAL","Total",20,0
"RXDRGNAM","ind","AMOXAPINE","Total",3,0
"RXDRGNAM","ind","AMOXICILLIN","Total",2264,0
"RXDRGNAM","ind","AMOXICILLIN-CLAVULANATE","Total",290,0
"RXDRGNAM","ind","AMOXICILLIN/CLARITHROMYCIN/LANSOPRAZOLE","Total",6,0
"RXDRGNAM","ind","AMPHETAMINE-DEXTROAMPHETAMINE","Total",98,0
"RXDRGNAM","ind","AMPICILLIN","Total",103,0
"RXDRGNAM","ind","AMPRENAVIR","Total",1,0
"RXDRGNAM","ind","ANASTROZOLE","Total",9,0
"RXDRGNAM","ind","ANTAZOLINE-NAPHAZOLINE OPHTHALMIC","Total",40,0
"RXDRGNAM","ind","ANTIPYRINE-BENZOCAINE OTIC","Total",45,0
"RXDRGNAM","ind","APAP/BUTALBITAL/CAFFEINE","Total",35,0
"RXDRGNAM","ind","APAP/CAFFEINE/DIHYDROCODEINE","Total",4,0
"RXDRGNAM","ind","APAP/CHLORPHENIRAMINE/DEXTROMETHORPHAN/PSE","Total",12,0
"RXDRGNAM","ind","APAP/CHLORPHENIRAMINE/PHENYLEPHRINE","Total",6,0
"RXDRGNAM","ind","APAP/DEXTROMETHORPHAN/GUAIFENESIN/PSE","Total",28,0
"RXDRGNAM","ind","APAP/DICHLORALPHENAZONE/ISOMETHEPTENE","Total",56,0
"RXDRGNAM","ind","APAP/PHENYLTOLOXAMINE/SALICYLAMIDE","Total",11,0
"RXDRGNAM","ind","APREPITANT","Total",1,0
"RXDRGNAM","ind","ARIPIPRAZOLE","Total",17,0
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE","Total",28,0
"RXDRGNAM","ind","ASA/BUTALBITAL/CAFFEINE/CODEINE","Total",7,0
"RXDRGNAM","ind","ASA/CAFFEINE/DIHYDROCODEINE","Total",1,0
"RXDRGNAM","ind","ASA/CAFFEINE/ORPHENADRINE","Total",5,0
"RXDRGNAM","ind","ASA/CAFFEINE/PROPOXYPHENE","Total",23,0
"RXDRGNAM","ind","ASA/CARISOPRODOL/CODEINE","Total",11,0
"RXDRGNAM","ind","ASCORBIC ACID","Total",26,0
"RXDRGNAM","ind","ASCORBIC ACID-FERROUS SULFATE","Total",2,0
"RXDRGNAM","ind","ASPIRIN","Total",249,0
"RXDRGNAM","ind","ASPIRIN-CARISOPRODOL","Total",64,0
"RXDRGNAM","ind","ASPIRIN-DIPYRIDAMOLE","Total",22,0
"RXDRGNAM","ind","ASPIRIN-OXYCODONE","Total",18,0
"RXDRGNAM","ind","ASPIRIN-PRAVASTATIN","Total",1,0
"RXDRGNAM","ind","ATAZANAVIR","Total",2,0
"RXDRGNAM","ind","ATENOLOL","Total",625,0
"RXDRGNAM","ind","ATENOLOL-CHLORTHALIDONE","Total",22,0
"RXDRGNAM","ind","ATOMOXETINE","Total",72,0
"RXDRGNAM","ind","ATORVASTATIN","Total",1087,0
"RXDRGNAM","ind","ATOVAQUONE-PROGUANIL","Total",3,0
"RXDRGNAM","ind","ATROPINE","Total",4,0
"RXDRGNAM","ind","ATROPINE-DIPHENOXYLATE","Total",41,0
"RXDRGNAM","ind","ATROPINE OPHTHALMIC","Total",4,0
"RXDRGNAM","ind","ATROPINE/CPM/HYOSCYAMINE/PE/PPA/SCOPOLAMINE","Total",4,0
"RXDRGNAM","ind","ATROPINE/CPM/HYOSCYAMINE/PE/SCOPOLAMINE","Total",1,0
"RXDRGNAM","ind","ATROPINE/HYOSCYAMINE/PB/SCOPOLAMINE","Total",28,0
"RXDRGNAM","ind","ATTAPULGITE","Total",8,0
"RXDRGNAM","ind","AZATHIOPRINE","Total",21,0
"RXDRGNAM","ind","AZELAIC ACID TOPICAL","Total",14,0
"RXDRGNAM","ind","AZELASTINE NASAL","Total",35,0
"RXDRGNAM","ind","AZELASTINE OPHTHALMIC","Total",10,0
"RXDRGNAM","ind","AZITHROMYCIN","Total",1620,0
"RXDRGNAM","ind","BACITRACIN-POLYMYXIN B OPHTHALMIC","Total",2,0
"RXDRGNAM","ind","BACITRACIN-POLYMYXIN B TOPICAL","Total",88,0
"RXDRGNAM","ind","BACITRACIN OPHTHALMIC","Total",11,0
"RXDRGNAM","ind","BACITRACIN TOPICAL","Total",9,0
"RXDRGNAM","ind","BACITRACIN/HC/NEOMYCIN/POLYMYXIN B OPHTHALMIC","Total",2,0
"RXDRGNAM","ind","BACITRACIN/HC/NEOMYCIN/POLYMYXIN B TOPICAL","Total",11,0
