"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"TC1name","ind","Alternative Medicines","Total",537620.704871,93861.884596105
"TC1name","ind","Anti-Infectives","Total",79551465.043125,1956812.27448911
"TC1name","ind","Antihyperlipidemic Agents","Total",27492577.308291,894365.988882309
"TC1name","ind","Antineoplastics","Total",3902317.617166,228126.931512755
"TC1name","ind","Biologicals","Total",198408.246423,47951.4336906005
"TC1name","ind","Cardiovascular Agents","Total",53501504.213208,1309731.42022922
"TC1name","ind","Central Nervous System Agents","Total",70094296.933243,1669703.54350593
"TC1name","ind","Coagulation Modifiers","Total",7530824.557496,373328.231602617
"TC1name","ind","Gastrointestinal Agents","Total",28262722.913065,841412.698978026
"TC1name","ind","Hormones/Hormone Modifiers","Total",58344651.411163,1410298.37671931
"TC1name","ind","Immunologic Agents","Total",767929.001971,109064.705676195
"TC1name","ind","Miscellaneous Agents","Total",7232778.901946,331671.990849528
"TC1name","ind","Not Ascertained","Total",11382173.104551,443377.125343123
"TC1name","ind","Nutritional Products","Total",17030177.242565,586795.925758834
"TC1name","ind","Psychotherapeutic Agents","Total",32325249.305869,886676.77379935
"TC1name","ind","Respiratory Agents","Total",52890355.714691,1304146.51470618
"TC1name","ind","Topical Agents","Total",46098607.648026,1184494.80685727
"RXDRGNAM","ind","ABACAVIR","Total",20597.82835,13334.8102275311
"RXDRGNAM","ind","ABACAVIR/LAMIVUDINE/ZIDOVUDINE","Total",53511.40676,24694.6520126525
"RXDRGNAM","ind","ACARBOSE","Total",54632.649267,34047.0853646295
"RXDRGNAM","ind","ACEBUTOLOL","Total",153442.15748,49904.8625661118
"RXDRGNAM","ind","ACETAMINOPHEN","Total",2125742.644499,177598.717924494
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",110810.557663,32048.9352597837
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",4437030.071585,292288.399599969
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",6751100.912382,357956.736057434
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",3311697.721826,248968.755241959
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",9017.771656,9017.771656
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",27307.621266,17904.5875328078
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",2273163.223221,179284.084353436
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",773043.907134,92212.6534433248
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",159736.825966,56043.4819514392
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",42869.296089,27995.5515946739
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",76137.672312,29899.2443031403
