"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"TC1name","ind","Anti-Infectives","Total",69034411.471463,1744886.21361188
"TC1name","ind","Antihyperlipidemic Agents","Total",20691032.141121,636336.396950862
"TC1name","ind","Antineoplastics","Total",5019898.277638,281052.465430084
"TC1name","ind","Biologicals","Total",184983.857631,45976.8811286372
"TC1name","ind","Cardiovascular Agents","Total",47680920.969951,1143399.05741829
"TC1name","ind","Central Nervous System Agents","Total",70842213.337126,1586155.36372949
"TC1name","ind","Coagulation Modifiers","Total",5824590.031517,297848.127019226
"TC1name","ind","Gastrointestinal Agents","Total",24027042.425169,652921.398816477
"TC1name","ind","Hormones/Hormone Modifiers","Total",57863395.663085,1500919.16692117
"TC1name","ind","Immunologic Agents","Total",593070.333486,89576.4625138572
"TC1name","ind","Miscellaneous Agents","Total",7144747.779188,290450.925743156
"TC1name","ind","Not Ascertained","Total",11796567.897403,392855.829475638
"TC1name","ind","Nutritional Products","Total",15444967.094533,582481.006235896
"TC1name","ind","Psychotherapeutic Agents","Total",29203892.756426,914151.839608208
"TC1name","ind","Respiratory Agents","Total",54171546.601445,1368889.7170102
"TC1name","ind","Topical Agents","Total",57200520.574041,1518571.06520608
"RXDRGNAM","ind","ABACAVIR","Total",32148.817599,17066.502366505
"RXDRGNAM","ind","ABACAVIR/LAMIVUDINE/ZIDOVUDINE","Total",31537.19052,25449.4063894471
"RXDRGNAM","ind","ACARBOSE","Total",73616.929997,30752.563823209
"RXDRGNAM","ind","ACEBUTOLOL","Total",66941.488194,23358.6599752009
"RXDRGNAM","ind","ACETAMINOPHEN","Total",3035093.267149,195176.214159806
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",180843.690206,49258.707414002
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",6287312.172771,298699.961673044
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",9644210.995541,434834.597054772
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",3632726.614887,252110.96295372
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",44843.164672,28174.1053321417
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",55918.449587,25629.0083901997
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",4318119.397385,255551.109763302
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",113336.341236,35731.3141630331
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",57234.851237,24422.4063683734
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",28405.310929,17723.1670708898
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",35621.840058,20586.3661278608
"RXDRGNAM","ind","ACETIC ACID TOPICAL","Total",7275.346823,7275.346823
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",3021.743714,3021.743714
"RXDRGNAM","ind","ACITRETIN","Total",15483.276496,13509.0828384586
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",118768.862682,35796.0823782157
"RXDRGNAM","ind","ACYCLOVIR","Total",941177.116763,113660.655442215
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",63716.118392,22494.7632058354
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",635276.420017,99440.3777545143
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",53417.603718,22872.5899414707
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",107159.199039,29263.875258769
"RXDRGNAM","ind","ALBUTEROL","Total",9925311.299623,396020.313163289
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",1101590.877695,107412.757776656
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",149750.205027,43359.9315400494
"RXDRGNAM","ind","ALENDRONATE","Total",1901851.326081,164153.101815064
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG TRISILICATE","Total",18418.320646,13706.0605706782
"RXDRGNAM","ind","ALLOPURINOL","Total",1287313.557981,110315.664276875
"RXDRGNAM","ind","ALMOTRIPTAN","Total",33127.057635,22825.2990497583
"RXDRGNAM","ind","ALPRAZOLAM","Total",2792633.8565,192259.354942981
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",143740.300962,42521.6615475602
"RXDRGNAM","ind","ALUMINUM HYDROXIDE","Total",8299.67962,8299.67962
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",91749.466499,29652.2833038664
"RXDRGNAM","ind","AMANTADINE","Total",239183.436645,72770.7681259969
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",52732.319862,27030.2203681686
"RXDRGNAM","ind","AMILORIDE","Total",23077.64017,17270.7842562548
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",44013.501864,28693.3103049374
"RXDRGNAM","ind","AMINO ACIDS-UREA TOPICAL","Total",18014.611807,13732.1104007658
"RXDRGNAM","ind","AMINOGLUTETHIMIDE","Total",6232.243091,6232.243091
"RXDRGNAM","ind","AMINOPHYLLINE","Total",7385.547791,7385.547791
"RXDRGNAM","ind","AMIODARONE","Total",510888.813363,89951.9862731466
"RXDRGNAM","ind","AMITRIPTYLINE","Total",2072952.979649,172536.439277041
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",12758.284905,10641.7682698316
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",133515.263933,52395.7653618196
"RXDRGNAM","ind","AMLEXANOX TOPICAL","Total",6202.4843,6202.4843
"RXDRGNAM","ind","AMLODIPINE","Total",5016358.333196,244394.716126989
"RXDRGNAM","ind","AMLODIPINE-BENAZEPRIL","Total",1078950.684178,115527.516942386
"RXDRGNAM","ind","AMMONIUM LACTATE TOPICAL","Total",385305.846625,67446.1604450856
"RXDRGNAM","ind","AMOXAPINE","Total",18939.630228,11886.3699510883
