"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"ind","ind","Total","Total",1400523337578.41,43378006054.1562
"ind","event","Total","TOT",1400523337578.41,43378006054.1562
"ind","event","Total","DVT",91830407787.0794,3469883693.32769
"ind","event","Total","RX",307795038480.689,12190202922.0802
"ind","event","Total","OBV",348961728563.337,11380162548.9153
"ind","event","Total","OBD",232749298900.914,8240586199.55312
"ind","event","Total","OBO",113533838744.352,5426892350.24828
"ind","event","Total","OPT",121487086945.724,11067346149.0692
"ind","event","Total","OPY",88618732552.4805,10258378048.8129
"ind","event","Total","OPZ",31402499934.2705,2971015805.67719
"ind","event","Total","ERT",60102298880.3639,2164832888.92227
"ind","event","Total","IPT",390900690467.604,23323909532.7861
"ind","event","Total","HHT",49442765434.0128,4659871439.81298
"ind","event","Total","OMA",30004401949.4868,2460449205.43822
"ind","sop","Total","EXP",1400523337578.41,43378006054.1562
"ind","sop","Total","SLF",192938538214.687,6532608957.99682
"ind","sop","Total","PTR",568673688006.316,26438789577.0121
"ind","sop","Total","MCR",354433487300.669,16538494315.2793
"ind","sop","Total","MCD",174153280450.853,12084815895.9042
"ind","sop","Total","OTZ",110328895999.711,7406112356.99686
"ind","agegrps","Total","Under 5",57214811167.0101,14616900114.3817
"ind","agegrps","Total","5-17",91851814117.1585,5760506373.21159
"ind","agegrps","Total","18-44",308587231039.7,13225493620.6026
"ind","agegrps","Total","45-64",493155695898.201,21377973365.3393
"ind","agegrps","Total","65+",449713785356.341,22545460874.8831
"ind","region","Total","Northeast",278503635152.286,22448519406.1594
"ind","region","Total","Midwest",340962632714.53,23492213593.3594
"ind","region","Total","South",477126212997.391,20572150114.9985
"ind","region","Total","West",303930856714.203,16438155456.1072
"ind","married","Total","Married",674290594554.35,25134563914.4439
"ind","married","Total","Widowed",173393501926.454,14381819747.4587
"ind","married","Total","Divorced",185181584290.375,12387681754.1106
"ind","married","Total","Separated",24002663773.65,2801832124.60674
"ind","married","Total","Never married",211100750040.893,10424492253.724
"ind","married","Total","Inapplicable (age < 16)",132554242992.687,16000305176.977
"ind","married","Total","Missing",0,0
"ind","race","Total","Hispanic",137328316289.618,11513903866.2458
"ind","race","Total","White",1021975263603.13,40319877748.5149
"ind","race","Total","Black",152561379529.028,10544201175.1418
"ind","race","Total","Amer. Indian, AK Native, or mult. races",42379155476.9169,6684982784.36836
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",46279222679.7188,5477134767.52757
"ind","sex","Total","Male",599959949507.246,23954048552.2809
"ind","sex","Total","Female",800563388071.163,29728543239.1154
"ind","education","Total","Less than high school",167904718038.313,9799510734.32044
"ind","education","Total","High school",317342321879.942,14751294258.3387
"ind","education","Total","Some college",759358772745.895,27431744310.2396
"ind","education","Total","Inapplicable (age < 18)",149066625284.169,16076153652.111
"ind","education","Total","Missing",6850899630.09107,1858464562.28204
"ind","employed","Total","Employed",526707988503.738,20283953260.2736
"ind","employed","Total","Not employed",741021618744.448,27667400097.0874
"ind","employed","Total","Inapplicable (age < 16)",132554242992.687,16000305176.977
"ind","employed","Total","Missing",239487337.536396,114005069.758779
"ind","insurance","Total","Any private, all ages",933724759704.454,34423330327.2848
"ind","insurance","Total","Public only, all ages",412932265952.382,20049397619.5138
"ind","insurance","Total","Uninsured, all ages",53866311921.5728,4934422090.29726
"ind","poverty","Total","Negative or poor",187502208876.693,9541395990.09015
"ind","poverty","Total","Near-poor",70423312940.017,7183675976.09372
"ind","poverty","Total","Low income",190914441954.581,12655532105.2644
"ind","poverty","Total","Middle income",419425484304.126,21466412297.7859
"ind","poverty","Total","High income",532257889502.993,25412462134.6433
"ind","health","Total","Excellent",200325402661.984,11600917037.4161
"ind","health","Total","Very good",345861346881.685,17829013191.4702
"ind","health","Total","Good",399082974195.1,17087707642.366
"ind","health","Total","Fair",280753807734.449,17033866928.7879
"ind","health","Total","Poor",170123226130.711,20706845188.8124
"ind","health","Total","Missing",4376579974.48132,1599716736.5786
"ind","mnhlth","Total","Excellent",383248538264.396,18644458155.5348
"ind","mnhlth","Total","Very good",363906769943.168,19870523402.3619
"ind","mnhlth","Total","Good",427218018115.811,20642235968.5072
"ind","mnhlth","Total","Fair",156870342803.802,10420386380.4636
"ind","mnhlth","Total","Poor",64857068330.5555,10148386884.5781
"ind","mnhlth","Total","Missing",4422600120.67753,1600353818.91209
"ind","agegrps_v2X","Total","Under 18",149066625284.169,16076153652.111
"ind","agegrps_v2X","Total","18-64",801742926937.9,26249627442.4974
"ind","agegrps_v2X","Total","65+",449713785356.341,22545460874.8831
"ind","insurance_v2X","Total","<65, Any private",688909573200.401,29285510448.9551
"ind","insurance_v2X","Total","<65, Public only",208461847221.917,13741760865.5222
"ind","insurance_v2X","Total","<65, Uninsured",53438131799.7504,4927968299.41753
"ind","insurance_v2X","Total","65+, Medicare only",143821277935.189,10991979916.5312
"ind","insurance_v2X","Total","65+, Medicare and private",242311512565.685,16541004754.4972
"ind","insurance_v2X","Total","65+, Medicare and other public",60649140795.2758,6091127324.14129
"ind","insurance_v2X","Total","65+, No medicare",2931854060.19067,852923024.951512
"event","sop","TOT","EXP",1400523337578.41,43378006054.1562
"event","sop","TOT","SLF",192938538214.687,6532608957.99682
"event","sop","TOT","PTR",568673688006.316,26438789577.0121
"event","sop","TOT","MCR",354433487300.669,16538494315.2793
"event","sop","TOT","MCD",174153280450.853,12084815895.9042
"event","sop","TOT","OTZ",110328895999.711,7406112356.99686
"event","sop","DVT","EXP",91830407787.0794,3469883693.32769
"event","sop","DVT","SLF",41429716615.6033,1976426861.91384
"event","sop","DVT","PTR",42088420992.4076,1830579602.41128
"event","sop","DVT","MCR",876615179.429558,122041338.347151
"event","sop","DVT","MCD",5176639000.92234,363108657.300416
"event","sop","DVT","OTZ",2259370304.05036,327660728.309797
"event","sop","RX","EXP",307795038480.689,12190202922.0802
"event","sop","RX","SLF",50736841976.8549,2200245274.90452
"event","sop","RX","PTR",99488599831.9333,6582958236.42632
"event","sop","RX","MCR",90256732836.2225,5019742424.12969
"event","sop","RX","MCD",48325483300.8098,4546574278.47845
"event","sop","RX","OTZ",18989798564.0559,2004989878.54895
"event","sop","OBV","EXP",348961728563.337,11380162548.9153
"event","sop","OBV","SLF",51933979297.4,2586971471.7634
"event","sop","OBV","PTR",155879141007.728,7240647750.81264
"event","sop","OBV","MCR",75316039348.35,4226314209.02171
"event","sop","OBV","MCD",34366793615.1211,2972873394.18691
"event","sop","OBV","OTZ",31466732672.8872,2224456754.10087
"event","sop","OBD","EXP",232749298900.914,8240586199.55312
"event","sop","OBD","SLF",30145356138.1167,1833325985.82247
"event","sop","OBD","PTR",107743770297.03,5903832247.47775
"event","sop","OBD","MCR",52927991310.2702,2884922532.57913
"event","sop","OBD","MCD",21143600745.5231,1311152010.07042
"event","sop","OBD","OTZ",20789091028.333,1864654977.73597
"event","sop","OBO","EXP",113533838744.352,5426892350.24828
"event","sop","OBO","SLF",21353716094.1796,1338952305.30608
"event","sop","OBO","PTR",47263010071.5118,2332725077.69181
"event","sop","OBO","MCR",21628492584.1785,2343217482.84765
"event","sop","OBO","MCD",13035650414.6952,2644486775.08435
"event","sop","OBO","OTZ",10253680081.2028,963167945.366101
"event","sop","OPT","EXP",121487086945.724,11067346149.0692
"event","sop","OPT","SLF",8938419850.38477,832085439.83407
"event","sop","OPT","PTR",73659933111.4365,10415669896.3129
"event","sop","OPT","MCR",22848642572.3157,1614584276.34057
"event","sop","OPT","MCD",6577116209.59874,655912090.813248
"event","sop","OPT","OTZ",9463221535.97533,1527822925.74085
"event","sop","OPY","EXP",88618732552.4805,10258378048.8129
"event","sop","OPY","SLF",6202568885.21601,730636521.366517
"event","sop","OPY","PTR",56301840648.8403,9879471874.74412
"event","sop","OPY","MCR",14920704615.5666,1439021366.72267
"event","sop","OPY","MCD",4747266575.19878,567195481.781567
"event","sop","OPY","OTZ",6446592578.22987,1192950498.28413
"event","sop","OPZ","EXP",31402499934.2705,2971015805.67719
"event","sop","OPZ","SLF",2621923528.25867,261268241.339885
"event","sop","OPZ","PTR",16745170258.4869,2477617282.25814
"event","sop","OPZ","MCR",7547227470.0621,830565285.149241
"event","sop","OPZ","MCD",1694197342.03747,208486225.07156
"event","sop","OPZ","OTZ",2794330028.82357,641612022.144545
"event","sop","ERT","EXP",60102298880.3639,2164832888.92227
"event","sop","ERT","SLF",6492305515.94532,497193351.927873
"event","sop","ERT","PTR",25112481805.6414,1499752526.14659
"event","sop","ERT","MCR",12113938054.4654,999647924.734841
"event","sop","ERT","MCD",6850508000.83764,424517678.935334
"event","sop","ERT","OTZ",9533412070.97469,881866599.876332
"event","sop","IPT","EXP",390900690467.604,23323909532.7861
"event","sop","IPT","SLF",12555271362.559,1643966702.32331
"event","sop","IPT","PTR",159106928081.096,13753341810.1511
"event","sop","IPT","MCR",134798750830.272,10255313208.5785
"event","sop","IPT","MCD",50490667919.3368,8029434546.91893
"event","sop","IPT","OTZ",33949316157.8635,5574554324.0758
"event","sop","HHT","EXP",49442765434.0128,4659871439.81298
"event","sop","HHT","SLF",5389249526.18852,1657196860.60882
"event","sop","HHT","PTR",4230536059.48636,1550587236.05523
"event","sop","HHT","MCR",16233750883.1734,1741630707.90405
"event","sop","HHT","MCD",19959516856.5567,2765773607.06514
"event","sop","HHT","OTZ",3629712108.60791,753527815.553334
"event","sop","OMA","EXP",30004401949.4868,2460449205.43822
"event","sop","OMA","SLF",15462842183.5333,945695446.726582
