"rowGrp","colGrp","rowLevels","colLevels","meanEVT","meanEVT_se"
"ind","ind","Total","Total",243.045063844515,5.10483754699151
"ind","event","Total","DVT",298.544245351668,6.85684296460604
"ind","event","Total","ERT",939.325324141773,27.8079185426687
"ind","event","Total","HHT",1153.86773415109,68.013066531852
"ind","event","Total","IPT",13079.2925385513,563.771003659448
"ind","event","Total","OBV",199.693983209295,4.2337476280484
"ind","event","Total","OPT",884.462905520723,71.413942480327
"ind","event","Total","RX",92.9948049104778,2.49793916387867
"ind","sop","Total","XP",243.045063844515,5.10483754699151
"ind","sop","Total","SF",31.4728527673819,0.796179893000175
"ind","sop","Total","PR",99.2319858014589,3.88856426472343
"ind","sop","Total","MR",62.5017813123163,2.38654749341131
"ind","sop","Total","MD",30.4570504954616,2.06908860014196
"ind","sop","Total","OZ",19.381393467896,1.31150274072847
"ind","agegrps","Total","Under 5",435.79801700827,96.9746931731052
"ind","agegrps","Total","5-17",214.80037064015,10.8453914947433
"ind","agegrps","Total","18-44",269.595681146852,8.69755659580024
"ind","agegrps","Total","45-64",237.449445583474,7.67784626044247
"ind","agegrps","Total","65+",227.111510393375,7.23245850853392
"ind","region","Total","Northeast",255.432465856645,11.0411320746804
"ind","region","Total","Midwest",246.29858612932,12.6569083864715
"ind","region","Total","South",227.95655106786,7.58928099668828
"ind","region","Total","West",254.499070546257,10.8258534751986
"ind","married","Total","Married",244.101353261704,6.34134075171702
"ind","married","Total","Widowed",258.283716179215,16.4940266584099
"ind","married","Total","Divorced",225.96664554398,11.0269652610914
"ind","married","Total","Separated",181.278407217562,14.3319498192066
"ind","married","Total","Never married",234.547730696526,9.54786722504918
"ind","married","Total","Inapplicable (age < 16)",278.200701120747,27.7062514748964
"ind","race","Total","Hispanic",237.815535644794,10.4079079560285
"ind","race","Total","White",242.133772833512,6.51952690123738
"ind","race","Total","Black",249.719786257968,10.2654829127391
"ind","race","Total","Amer. Indian, AK Native, or mult. races",262.171799036075,28.6070884688617
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",241.401762393232,14.1556755113555
"ind","sex","Total","Male",247.666758211427,7.7952828788495
"ind","sex","Total","Female",239.691706760209,6.02682212891306
"ind","education","Total","Less than high school",220.062022092755,10.4332114745876
"ind","education","Total","High school",218.795010990651,7.49273876418709
"ind","education","Total","Some college",256.263056187605,6.55471768761516
"ind","education","Total","Inapplicable (age < 18)",266.292054108403,24.0089496523606
"ind","education","Total","Missing",275.812432681063,64.2363026813726
"ind","employed","Total","Employed",246.847509575831,7.06998206353919
"ind","employed","Total","Not employed",235.19360320964,5.88095714658853
"ind","employed","Total","Inapplicable (age < 16)",278.200701120747,27.7062514748964
"ind","insurance","Total","Any private, all ages",264.291356480837,6.47984179450328
"ind","insurance","Total","Public only, all ages",213.162171100915,7.18930457085187
"ind","insurance","Total","Uninsured, all ages",185.712044899322,15.2055332940709
"ind","poverty","Total","Negative or poor",220.939889942116,7.37275220520468
"ind","poverty","Total","Near-poor",218.110940381444,12.5611044700451
"ind","poverty","Total","Low income",222.74022282717,11.6887417617663
"ind","poverty","Total","Middle income",266.246049599454,10.3220460159119
"ind","poverty","Total","High income",246.645887907216,8.1117446648249
"ind","health","Total","Excellent",230.737596196234,9.84884746690501
"ind","health","Total","Very good",222.804962725825,9.53403314642472
"ind","health","Total","Good",226.945650296514,7.15233703180009
"ind","health","Total","Fair",266.558713236358,10.9620416043147
"ind","health","Total","Poor",319.885351814581,29.8051153114365
"ind","mnhlth","Total","Excellent",244.911661765478,7.84265718236707
