"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"ind","ind","Total","Total",35068,0
"ind","event","Total","TOT",28251,0
"ind","event","Total","DVT",12864,0
"ind","event","Total","RX",19299,0
"ind","event","Total","OBT",23883,0
"ind","event","Total","OBD",21831,0
"ind","event","Total","OBO",10796,0
"ind","event","Total","OPT",4282,0
"ind","event","Total","OPD",2597,0
"ind","event","Total","OPO",2373,0
"ind","event","Total","ERT",5011,0
"ind","event","Total","IPD",2147,0
"ind","event","Total","HHT",890,0
"ind","event","Total","OMA",5660,0
"ind","sop","Total","EXP",28022,0
"ind","sop","Total","SLF",22231,0
"ind","sop","Total","PTR",13932,0
"ind","sop","Total","MCR",4738,0
"ind","sop","Total","MCD",9996,0
"ind","sop","Total","OTZ",6221,0
"ind","agegrps","Total","Under 5",2531,0
"ind","agegrps","Total","5-17",7369,0
"ind","agegrps","Total","18-44",12751,0
"ind","agegrps","Total","45-64",8430,0
"ind","agegrps","Total","65+",3987,0
"ind","region","Total","Northeast",5838,0
"ind","region","Total","Midwest",6206,0
"ind","region","Total","South",12955,0
"ind","region","Total","West",10069,0
"ind","married","Total","Married",11963,0
"ind","married","Total","Widowed",1497,0
"ind","married","Total","Divorced",2806,0
"ind","married","Total","Separated",777,0
"ind","married","Total","Never married",9220,0
"ind","married","Total","Inapplicable (age < 16)",8804,0
"ind","married","Total","Missing",1,0
"ind","race","Total","Hispanic",11539,0
"ind","race","Total","White",12456,0
"ind","race","Total","Black",7312,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",1018,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2743,0
"ind","sex","Total","Male",16638,0
"ind","sex","Total","Female",18430,0
"ind","education","Total","Less than high school",5627,0
"ind","education","Total","High school",6858,0
"ind","education","Total","Some college",12439,0
"ind","education","Total","Inapplicable (age < 18)",9900,0
"ind","education","Total","Missing",244,0
"ind","employed","Total","Employed",15136,0
"ind","employed","Total","Not employed",11104,0
"ind","employed","Total","Inapplicable (age < 16)",8804,0
"ind","employed","Total","Missing",24,0
"ind","insurance","Total","Any private, all ages",17391,0
"ind","insurance","Total","Public only, all ages",11611,0
"ind","insurance","Total","Uninsured, all ages",6066,0
"ind","poverty","Total","Negative or poor",8599,0
"ind","poverty","Total","Near-poor",2279,0
"ind","poverty","Total","Low income",6066,0
"ind","poverty","Total","Middle income",9490,0
"ind","poverty","Total","High income",8634,0
"ind","health","Total","Excellent",10970,0
"ind","health","Total","Very good",10582,0
"ind","health","Total","Good",9211,0
"ind","health","Total","Fair",3350,0
"ind","health","Total","Poor",907,0
"ind","health","Total","Missing",48,0
"ind","mnhlth","Total","Excellent",14291,0
"ind","mnhlth","Total","Very good",9474,0
"ind","mnhlth","Total","Good",8678,0
"ind","mnhlth","Total","Fair",2095,0
"ind","mnhlth","Total","Poor",480,0
"ind","mnhlth","Total","Missing",50,0
"ind","agegrps_v2X","Total","Under 18",9900,0
"ind","agegrps_v2X","Total","18-64",21181,0
"ind","agegrps_v2X","Total","65+",3987,0
"ind","insurance_v2X","Total","<65, Any private",15580,0
"ind","insurance_v2X","Total","<65, Public only",9478,0
"ind","insurance_v2X","Total","<65, Uninsured",6023,0
"ind","insurance_v2X","Total","65+, Medicare only",1389,0
"ind","insurance_v2X","Total","65+, Medicare and private",1763,0
"ind","insurance_v2X","Total","65+, Medicare and other public",744,0
"ind","insurance_v2X","Total","65+, No medicare",91,0
"event","sop","TOT","EXP",28022,0
"event","sop","TOT","SLF",22231,0
"event","sop","TOT","PTR",13932,0
"event","sop","TOT","MCR",4738,0
"event","sop","TOT","MCD",9996,0
"event","sop","TOT","OTZ",6221,0
"event","sop","DVT","EXP",12485,0
"event","sop","DVT","SLF",6690,0
"event","sop","DVT","PTR",6317,0
"event","sop","DVT","MCR",219,0
"event","sop","DVT","MCD",3238,0
"event","sop","DVT","OTZ",627,0
"event","sop","RX","EXP",19259,0
"event","sop","RX","SLF",16134,0
"event","sop","RX","PTR",6571,0
"event","sop","RX","MCR",3792,0
"event","sop","RX","MCD",6020,0
"event","sop","RX","OTZ",2250,0
"event","sop","OBV","EXP",23582,0
"event","sop","OBV","SLF",14836,0
"event","sop","OBV","PTR",11793,0
"event","sop","OBV","MCR",4013,0
"event","sop","OBV","MCD",6710,0
"event","sop","OBV","OTZ",4024,0
"event","sop","OBD","EXP",21579,0
"event","sop","OBD","SLF",12864,0
"event","sop","OBD","PTR",10688,0
"event","sop","OBD","MCR",3849,0
"event","sop","OBD","MCD",6147,0
"event","sop","OBD","OTZ",3422,0
"event","sop","OBO","EXP",10451,0
"event","sop","OBO","SLF",5962,0
"event","sop","OBO","PTR",5474,0
"event","sop","OBO","MCR",1944,0
"event","sop","OBO","MCD",2010,0
"event","sop","OBO","OTZ",1416,0
"event","sop","OPT","EXP",4177,0
"event","sop","OPT","SLF",1847,0
"event","sop","OPT","PTR",2109,0
"event","sop","OPT","MCR",1255,0
"event","sop","OPT","MCD",977,0
"event","sop","OPT","OTZ",700,0
"event","sop","OPY","EXP",2551,0
"event","sop","OPY","SLF",1150,0
"event","sop","OPY","PTR",1233,0
