"rowGrp","colGrp","rowLevels","colLevels","meanEXP0","meanEXP0_se"
"ind","ind","Total","Total",4435.93864042923,105.016177360522
"ind","event","Total","TOT",4435.93864042923,105.016177360522
"ind","event","Total","DVT",290.858455078241,8.78403852638807
"ind","event","Total","RX",974.892647551079,31.0555857401544
"ind","event","Total","OBV",1105.28170022616,27.978750042484
"ind","event","Total","OBD",737.197004023201,20.4065139334635
"ind","event","Total","OBO",359.600678381509,16.0773695436778
"ind","event","Total","OPT",384.791348230962,33.5262635133373
"ind","event","Total","OPY",280.685976054578,31.7292627123277
"ind","event","Total","OPZ",99.462507426234,8.89112902280518
"ind","event","Total","ERT",190.36463215459,6.27662255483187
"ind","event","Total","IPT",1238.1168031187,71.4909136435817
"ind","event","Total","HHT",156.60222703439,14.981802067344
"ind","event","Total","OMA",95.0342507114753,7.4040994891902
"ind","sop","Total","EXP",4435.93864042923,105.016177360522
"ind","sop","Total","SLF",611.10264565409,16.7113826189723
"ind","sop","Total","PTR",1801.1849704585,72.8983705934843
"ind","sop","Total","MCR",1122.61264028462,47.1250801941048
"ind","sop","Total","MCD",551.603279560629,37.4364227857262
"ind","sop","Total","OTZ",349.449523466877,23.4470424176112
"ind","agegrps","Total","Under 5",2882.06784295634,714.468140148803
"ind","agegrps","Total","5-17",1695.21821687417,95.4259064897552
"ind","agegrps","Total","18-44",2753.84375040926,97.1461083534889
"ind","agegrps","Total","45-64",5929.69309112645,221.024239230481
"ind","agegrps","Total","65+",9678.95968730399,347.026426348756
"ind","region","Total","Northeast",4961.49375704279,302.097192489836
"ind","region","Total","Midwest",5048.59898333256,282.888949139354
"ind","region","Total","South",4051.31733284538,137.176813072115
"ind","region","Total","West",4091.56848924915,184.733352120564
"ind","married","Total","Married",5340.39550918256,160.948686824515
"ind","married","Total","Widowed",11074.1257713379,792.960566065755
"ind","married","Total","Divorced",6466.06035529295,359.913229842384
"ind","married","Total","Separated",4875.89708172218,486.881237718824
"ind","married","Total","Never married",2799.23904836047,118.943161628536
"ind","married","Total","Inapplicable (age < 16)",2044.97332386662,231.651631961441
"ind","married","Total","Missing",0,0
"ind","race","Total","Hispanic",2518.10415424536,139.360425465956
"ind","race","Total","White",5199.3052739309,152.752899479505
"ind","race","Total","Black",4018.31062990263,198.272047278123
"ind","race","Total","Amer. Indian, AK Native, or mult. races",4618.27914740738,596.491508877451
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2647.14669750698,188.585373093071
"ind","sex","Total","Male",3893.31059984545,133.889398300288
"ind","sex","Total","Female",4953.31377883093,148.948901060224
"ind","education","Total","Less than high school",4696.70580959411,235.044989947663
"ind","education","Total","High school",5014.56893374253,192.047067747156
"ind","education","Total","Some college",5386.5183999203,146.169131761009
"ind","education","Total","Inapplicable (age < 18)",2013.46465978776,203.972197151473
"ind","education","Total","Missing",4078.8535744516,899.55483284537
"ind","employed","Total","Employed",3503.88987147448,110.832092587043
"ind","employed","Total","Not employed",7378.89403439103,216.405440030175
"ind","employed","Total","Inapplicable (age < 16)",2044.97332386662,231.651631961441
"ind","employed","Total","Missing",1525.19318258612,736.607104771791
"ind","insurance","Total","Any private, all ages",4631.36884455929,126.613466420275
"ind","insurance","Total","Public only, all ages",5612.32823803935,226.478147868054
"ind","insurance","Total","Uninsured, all ages",1328.8104595651,110.93483727532
"ind","poverty","Total","Negative or poor",4048.68929081207,183.457210558248
"ind","poverty","Total","Near-poor",4680.3447662451,424.266538156945
"ind","poverty","Total","Low income",4173.75754993032,228.600883575816
"ind","poverty","Total","Middle income",4490.66878483023,202.862726055723
"ind","poverty","Total","High income",4619.38854329696,160.394911451364
"ind","health","Total","Excellent",1963.70673915735,90.6305519351825
"ind","health","Total","Very good",3361.75029555302,152.563812610574
"ind","health","Total","Good",5213.33922797182,195.813292306464
"ind","health","Total","Fair",11007.5006375309,544.300879589709
"ind","health","Total","Poor",20434.9085424986,2124.08824237936
"ind","health","Total","Missing",9822.33538711784,3094.11449686009
"ind","mnhlth","Total","Excellent",2905.54695590629,113.195710991182
"ind","mnhlth","Total","Very good",4024.00969936815,183.24280248826
"ind","mnhlth","Total","Good",5980.77939150071,264.479740602059
"ind","mnhlth","Total","Fair",9246.56020553571,521.873961982304
"ind","mnhlth","Total","Poor",14295.6438709418,2107.10986858934
"ind","mnhlth","Total","Missing",9788.79790715443,3052.55165802615
"ind","agegrps_v2X","Total","Under 18",2013.46465978776,203.972197151473
"ind","agegrps_v2X","Total","18-64",4106.78324058213,107.866621859232
"ind","agegrps_v2X","Total","65+",9678.95968730399,347.026426348756
"ind","insurance_v2X","Total","<65, Any private",3891.70106867813,128.331928374893
"ind","insurance_v2X","Total","<65, Public only",4015.54063374696,239.241339027233
"ind","insurance_v2X","Total","<65, Uninsured",1325.18560353461,111.38191390047
"ind","insurance_v2X","Total","65+, Medicare only",8706.73382975739,517.456193706945
"ind","insurance_v2X","Total","65+, Medicare and private",10074.3908017166,505.384985844125
"ind","insurance_v2X","Total","65+, Medicare and other public",11790.8077992074,777.284215700448
"ind","insurance_v2X","Total","65+, No medicare",3916.22198219133,918.06892166156
"event","sop","TOT","EXP",4435.93864042923,105.016177360522
"event","sop","TOT","SLF",611.10264565409,16.7113826189723
"event","sop","TOT","PTR",1801.1849704585,72.8983705934843
"event","sop","TOT","MCR",1122.61264028462,47.1250801941048
"event","sop","TOT","MCD",551.603279560629,37.4364227857262
"event","sop","TOT","OTZ",349.449523466877,23.4470424176112
"event","sop","DVT","EXP",290.858455078241,8.78403852638807
"event","sop","DVT","SLF",131.22214808284,5.48248753002211
"event","sop","DVT","PTR",133.308491179942,4.97605049513054
"event","sop","DVT","MCR",2.77654148480098,0.377593741458315
"event","sop","DVT","MCD",16.3961944478906,1.10195862591332
"event","sop","DVT","OTZ",7.15620208950229,1.02075451901557
"event","sop","RX","EXP",974.892647551079,31.0555857401544
"event","sop","RX","SLF",160.701012099973,5.95648179123295
"event","sop","RX","PTR",315.114580696493,19.4316811654164
"event","sop","RX","MCR",285.874085782367,14.111870805956
"event","sop","RX","MCD",153.063410612019,14.0592318744407
"event","sop","RX","OTZ",60.1472170895166,6.2262183133948
"event","sop","OBV","EXP",1105.28170022616,27.978750042484
"event","sop","OBV","SLF",164.492757339497,7.66771842708422
"event","sop","OBV","PTR",493.722800812937,19.782520517955
"event","sop","OBV","MCR",238.551775771983,11.8161934480801
"event","sop","OBV","MCD",108.85144406702,9.44902729263521
"event","sop","OBV","OTZ",99.6659545802837,7.15984551294136
"event","sop","OBD","EXP",737.197004023201,20.4065139334635
"event","sop","OBD","SLF",95.4807010597819,5.54464226314667
"event","sop","OBD","PTR",341.261542097914,16.8195835436054
"event","sop","OBD","MCR",167.641134934237,7.95827070988715
"event","sop","OBD","MCD",66.9690486607998,3.89979202327225
"event","sop","OBD","OTZ",65.8461945742621,6.00708577976892
"event","sop","OBO","EXP",359.600678381509,16.0773695436778
"event","sop","OBO","SLF",67.6345561672038,4.08898015854718
"event","sop","OBO","PTR",149.698192821065,6.56753305064636
"event","sop","OBO","MCR",68.5048677262923,7.23316610918132
"event","sop","OBO","MCD",41.2883840105494,8.46457896209412
"event","sop","OBO","OTZ",32.4769280585161,3.03281070112834
"event","sop","OPT","EXP",384.791348230962,33.5262635133373
"event","sop","OPT","SLF",28.3110469742398,2.52545248059881
"event","sop","OPT","PTR",233.306318269159,32.2157959946129
"event","sop","OPT","MCR",72.3695019914061,4.88960365919239
"event","sop","OPT","MCD",20.831986982237,2.04777737849616
"event","sop","OPT","OTZ",29.9732742382986,4.84235388818631
"event","sop","OPY","EXP",280.685976054578,31.7292627123277
"event","sop","OPY","SLF",19.6456669086482,2.24460631588319
"event","sop","OPY","PTR",178.327275069414,30.899480915101
"event","sop","OPY","MCR",47.2589983834646,4.42676998294849
"event","sop","OPY","MCD",15.0362244400397,1.78565603977136
"event","sop","OPY","OTZ",20.4185737927935,3.79456695804084
"event","sop","OPZ","EXP",99.462507426234,8.89112902280518
"event","sop","OPZ","SLF",8.30453272657587,0.812899421305471
"event","sop","OPZ","PTR",53.0377079746659,7.58560438776199
"event","sop","OPZ","MCR",23.9046626816264,2.59986835496889
"event","sop","OPZ","MCD",5.36610512114067,0.647067616322828
"event","sop","OPZ","OTZ",8.85060335403102,2.01810728582282
"event","sop","ERT","EXP",190.36463215459,6.27662255483187
"event","sop","ERT","SLF",20.5633623738464,1.55935660838182
"event","sop","ERT","PTR",79.539858715481,4.62835768322356
"event","sop","ERT","MCR",38.3690042584247,3.12808221982203
