"rowGrp","colGrp","rowLevels","colLevels","avgEVT","avgEVT_se"
"ind","ind","Total","Total",17.8604322639443,0.273922892495918
"ind","event","Total","DVT",0.974253416438377,0.0174897898651909
"ind","event","Total","RX",10.4832271733229,0.201996516495154
"ind","event","Total","OBV",5.53485826269536,0.100244302876617
"ind","event","Total","OBD",3.24903412178668,0.0496348527418435
"ind","event","Total","OBO",2.22916643921261,0.0734083251916502
"ind","event","Total","OPT",0.435053451651196,0.0175988533631261
"ind","event","Total","OPY",0.177737775120963,0.00794364276044129
"ind","event","Total","OPZ",0.246180938822986,0.0132743933427973
"ind","event","Total","ERT",0.202658390320896,0.00530664884861954
"ind","event","Total","IPT",0.0946622825537521,0.00346071771882246
"ind","event","Total","HHT",0.135719286961788,0.0100079825240933
"ind","sop","Total","EXP",17.4050587126122,0.26838417214831
"ind","sop","Total","SLF",11.6162812188032,0.220921769374972
"ind","sop","Total","MCR",4.77394460177606,0.157121140245696
"ind","sop","Total","MCD",2.36752403345755,0.089952062837718
"ind","sop","Total","PTR",5.79311265825658,0.148421975025837
"ind","sop","Total","OTZ",1.21974609673828,0.0564324616119022
"ind","agegrps","Total","Under 5",6.36310794456051,0.246551144995676
"ind","agegrps","Total","5-17",7.67466313301204,0.254971090946088
"ind","agegrps","Total","18-44",9.98270854985966,0.275931639627275
"ind","agegrps","Total","45-64",24.520459115099,0.493725859424042
"ind","agegrps","Total","65+",41.7288109538725,0.86482900452264
"ind","region","Total","Northeast",19.0480392560513,0.634174355440842
"ind","region","Total","Midwest",20.1103508570081,0.611056017309136
"ind","region","Total","South",17.4183956622761,0.49117384861643
"ind","region","Total","West",15.6182307673417,0.450853537785618
"ind","married","Total","Married",21.4173841121271,0.43195178898775
"ind","married","Total","Widowed",42.136591974056,1.31513897888937
"ind","married","Total","Divorced",28.0478992694584,0.833771121211828
"ind","married","Total","Separated",26.2060722184414,2.37725492419679
"ind","married","Total","Never married",11.6727230751361,0.381018950750235
"ind","married","Total","Inapplicable (age < 16)",7.13390258815264,0.200567062467255
"ind","race","Total","Hispanic",10.4105487568698,0.338191412126068
"ind","race","Total","White",20.9859693137644,0.358574852918701
"ind","race","Total","Black",15.8260766046667,0.515240777673348
"ind","race","Total","Amer. Indian, AK Native, or mult. races",17.2357574412799,1.12894660355315
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",10.7050104766065,0.597541291467704
"ind","sex","Total","Male",15.3865015941636,0.302637962383145
"ind","sex","Total","Female",20.2192307906421,0.369385046593955
"ind","education","Total","Less than high school",21.0112425657469,0.741621082522568
"ind","education","Total","High school",22.4634900591742,0.602851810172218
"ind","education","Total","Some college",20.5664331460541,0.377755874900862
"ind","education","Total","Inapplicable (age < 18)",7.32297765893273,0.202554258352987
"ind","education","Total","Missing",14.7190009034857,1.8333934363693
"ind","employed","Total","Employed",13.8741244441263,0.271423219624887
"ind","employed","Total","Not employed",30.7720997627232,0.607161567484561
"ind","employed","Total","Inapplicable (age < 16)",7.13390258815264,0.200567062467255
"ind","insurance","Total","Any private, all ages",17.1057213164774,0.278889715041634
"ind","insurance","Total","Public only, all ages",25.89696704674,0.706162258724271
"ind","insurance","Total","Uninsured, all ages",7.02745222102595,0.504842290934477
"ind","poverty","Total","Negative or poor",18.0441623131625,0.627791780025803
"ind","poverty","Total","Near-poor",21.1190019404083,1.32108578709787
"ind","poverty","Total","Low income",18.2804382467262,0.706402045372571
"ind","poverty","Total","Middle income",16.5152572628549,0.410339415079617
"ind","poverty","Total","High income",18.2847188914263,0.406304962321616
"ind","health","Total","Excellent",8.26393499061574,0.230669228901947
"ind","health","Total","Very good",14.7012660231162,0.311725877835895
"ind","health","Total","Good",22.4656851374414,0.579180451879868
"ind","health","Total","Fair",40.7226081678719,1.18718549536963
"ind","health","Total","Poor",62.8871109931528,2.74695182837346
"ind","mnhlth","Total","Excellent",11.5882614494573,0.282754336024729
"ind","mnhlth","Total","Very good",16.3909514157635,0.390762801894892
"ind","mnhlth","Total","Good",24.0593943523656,0.621771374590983
"ind","mnhlth","Total","Fair",40.1697022346296,1.43099358716615
"ind","mnhlth","Total","Poor",49.9006461154766,3.45077844121323
"ind","agegrps_v2X","Total","Under 18",7.32297765893273,0.202554258352987
"ind","agegrps_v2X","Total","18-64",16.175916957395,0.298648137260321
"ind","agegrps_v2X","Total","65+",41.7288109538725,0.86482900452264
"ind","insurance_v2X","Total","<65, Any private",13.7595335998753,0.24696567638467
"ind","insurance_v2X","Total","<65, Public only",18.910216398315,0.702608236110286
"ind","insurance_v2X","Total","<65, Uninsured",7.00975714277199,0.507805222498392
"ind","insurance_v2X","Total","65+, Medicare only",38.8995732216662,1.13441358548611
"ind","insurance_v2X","Total","65+, Medicare and private",41.6836113515525,1.19511659621687
"ind","insurance_v2X","Total","65+, Medicare and other public",54.6553505483279,2.7248628385714
"ind","insurance_v2X","Total","65+, No medicare",16.7910964084158,2.17036176428485
"event","sop","DVT","EXP",0.828126862474354,0.0132562550596575
"event","sop","DVT","SLF",0.465262783774388,0.0113445640976422
"event","sop","DVT","MCR",0.0124288722897475,0.00148599484149645
"event","sop","DVT","MCD",0.096781594555618,0.00474860125649861
"event","sop","DVT","PTR",0.47933790826346,0.0113553986716252
