"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",28022,0
"ind","event","Total","TOT",28022,0
"ind","event","Total","DVT",12485,0
"ind","event","Total","RX",19259,0
"ind","event","Total","OBV",23582,0
"ind","event","Total","OBD",21579,0
"ind","event","Total","OBO",10451,0
"ind","event","Total","OPT",4177,0
"ind","event","Total","OPY",2551,0
"ind","event","Total","OPZ",2294,0
"ind","event","Total","ERT",4741,0
"ind","event","Total","IPT",2121,0
"ind","event","Total","HHT",841,0
"ind","event","Total","OMA",5660,0
"ind","sop","Total","EXP",28022,0
"ind","sop","Total","SLF",22231,0
"ind","sop","Total","PTR",13932,0
"ind","sop","Total","MCR",4738,0
"ind","sop","Total","MCD",9996,0
"ind","sop","Total","OTZ",6221,0
"ind","agegrps","Total","Under 5",2253,0
"ind","agegrps","Total","5-17",6105,0
"ind","agegrps","Total","18-44",8806,0
"ind","agegrps","Total","45-64",7073,0
"ind","agegrps","Total","65+",3785,0
"ind","region","Total","Northeast",4754,0
"ind","region","Total","Midwest",5320,0
"ind","region","Total","South",10131,0
"ind","region","Total","West",7817,0
"ind","married","Total","Married",9782,0
"ind","married","Total","Widowed",1400,0
"ind","married","Total","Divorced",2389,0
"ind","married","Total","Separated",610,0
"ind","married","Total","Never married",6358,0
"ind","married","Total","Inapplicable (age < 16)",7483,0
"ind","race","Total","Hispanic",8323,0
"ind","race","Total","White",11008,0
"ind","race","Total","Black",5760,0
"ind","race","Total","Amer. Indian, AK Native, or mult. races",863,0
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",2068,0
"ind","sex","Total","Male",12444,0
"ind","sex","Total","Female",15578,0
"ind","education","Total","Less than high school",4001,0
"ind","education","Total","High school",5088,0
"ind","education","Total","Some college",10445,0
"ind","education","Total","Inapplicable (age < 18)",8358,0
"ind","education","Total","Missing",130,0
"ind","employed","Total","Employed",11428,0
"ind","employed","Total","Not employed",9104,0
"ind","employed","Total","Inapplicable (age < 16)",7483,0
"ind","employed","Total","Missing",7,0
"ind","insurance","Total","Any private, all ages",15010,0
"ind","insurance","Total","Public only, all ages",9977,0
"ind","insurance","Total","Uninsured, all ages",3035,0
"ind","poverty","Total","Negative or poor",6643,0
"ind","poverty","Total","Near-poor",1750,0
"ind","poverty","Total","Low income",4545,0
"ind","poverty","Total","Middle income",7536,0
"ind","poverty","Total","High income",7548,0
"ind","health","Total","Excellent",8204,0
