"rowGrp","colGrp","rowLevels","colLevels","totPOP","totPOP_se"
"TC1name","ind","Alternative Medicines","Total",1336334.763869,175142.950880665
"TC1name","ind","Anti-Infectives","Total",75721886.546313,1964529.45269605
"TC1name","ind","Antineoplastics","Total",4878929.67927,273199.200961041
"TC1name","ind","Biologicals","Total",106581.16577,38749.3238701103
"TC1name","ind","Cardiovascular Agents","Total",65669743.30123,1732859.32561852
"TC1name","ind","Central Nervous System Agents","Total",80527366.088698,2136422.65883931
"TC1name","ind","Coagulation Modifiers","Total",9605408.558689,436748.066744266
"TC1name","ind","Gastrointestinal Agents","Total",28581964.231132,929259.367318317
"TC1name","ind","Genitourinary Tract Agents","Total",4112821.50632,261628.348302823
"TC1name","ind","Hormones/Hormone Modifiers","Total",45965891.975719,1275292.66286614
"TC1name","ind","Immunologic Agents","Total",1273080.979536,138077.986864167
"TC1name","ind","Metabolic Agents","Total",52565063.469341,1545121.85491326
"TC1name","ind","Miscellaneous Agents","Total",5613193.795498,364605.334505925
"TC1name","ind","Not Ascertained","Total",11742576.833942,499502.962778755
"TC1name","ind","Nutritional Products","Total",19235302.88602,699801.367642042
"TC1name","ind","Psychotherapeutic Agents","Total",29409538.42625,1008326.85953067
"TC1name","ind","Respiratory Agents","Total",39867172.720813,1171234.98830302
"TC1name","ind","Topical Agents","Total",41032919.581575,1212108.46539817
"RXDRGNAM","ind","ABACAVIR","Total",23444.36789,14125.2960229065
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",34230.151411,17214.3220524342
"RXDRGNAM","ind","ACAMPROSATE","Total",44278.632297,28460.8366401306
"RXDRGNAM","ind","ACARBOSE","Total",35379.219888,17868.1585655619
"RXDRGNAM","ind","ACEBUTOLOL","Total",71759.022451,41276.6572606715
"RXDRGNAM","ind","ACETAMINOPHEN","Total",2308641.466972,316513.172767977
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",59429.022638,17691.726007782
"RXDRGNAM","ind","ACETAMINOPHEN-CAFFEINE","Total",42467.633948,28379.6631327292
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",4715259.834493,279368.211114707
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",19038060.643968,734378.269553795
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",6544075.96395,345441.510282142
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",33941.685416,16832.850059435
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",2659879.337278,209239.672925978
"RXDRGNAM","ind","ACETAMINOPHEN-PSEUDOEPHEDRINE","Total",12508.5313,12508.5313
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",460828.11763,89037.1698326676
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",106475.339604,39702.2213429497
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",29331.968174,19692.505064603
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",14545.950096,12309.1324839821
"RXDRGNAM","ind","ACETIC/ANTIPYRINE/BENZOCAINE/POLYCOS OTIC","Total",104042.230864,41370.4245344129
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",71174.273604,39442.2183478151
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",4192.602567,4192.602567
"RXDRGNAM","ind","ACYCLOVIR","Total",937681.593006,109617.129446589
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",128384.041235,43484.9031060372
"RXDRGNAM","ind","ADALIMUMAB","Total",248355.683538,50081.0219586044
"RXDRGNAM","ind","ADAPALENE-BENZOYL PEROXIDE TOPICAL","Total",91273.393572,35644.2408398441
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",562307.71161,110472.761528124
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",45223.92246,16875.091157634
"RXDRGNAM","ind","ALBUTEROL","Total",12905879.529608,497321.605473821
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",1354900.777273,137022.390559401
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",25558.254511,12994.6101977722
"RXDRGNAM","ind","ALENDRONATE","Total",3562164.033075,265456.225558046
"RXDRGNAM","ind","ALENDRONATE-CHOLECALCIFEROL","Total",252856.375258,56627.6412059308
"RXDRGNAM","ind","ALFUZOSIN","Total",295595.849101,69128.0059846458
"RXDRGNAM","ind","ALISKIREN","Total",317865.755356,65089.7306382668
"RXDRGNAM","ind","ALISKIREN-HYDROCHLOROTHIAZIDE","Total",10319.046769,7366.00292336211
"RXDRGNAM","ind","ALISKIREN-VALSARTAN","Total",4083.220346,4083.220346
"RXDRGNAM","ind","ALLOPURINOL","Total",2275187.671361,182861.901281494
"RXDRGNAM","ind","ALMOTRIPTAN","Total",75420.481997,45296.9818608137
"RXDRGNAM","ind","ALOH/DIPHENHYD/LIDOCAINE/MGOH/SIMETH TOPICAL","Total",34740.606146,20762.4012354856
"RXDRGNAM","ind","ALOSETRON","Total",23435.126126,14233.9062815113
"RXDRGNAM","ind","ALPRAZOLAM","Total",4748809.260499,320704.773928353
"RXDRGNAM","ind","ALPROSTADIL","Total",27622.054674,27622.054674
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",207475.688086,72527.4697786653
"RXDRGNAM","ind","ALUMINUM SULFATE-CALCIUM ACETATE TOPICAL","Total",7390.184094,5505.39096632627
"RXDRGNAM","ind","AMANTADINE","Total",233193.002835,78501.7819110933
"RXDRGNAM","ind","AMILORIDE","Total",66353.805562,32511.0649339182
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",73392.077382,44567.1981833529
"RXDRGNAM","ind","AMIODARONE","Total",639804.911207,102834.390491277
"RXDRGNAM","ind","AMITRIPTYLINE","Total",2169914.293331,200370.407083714
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",28207.834312,21150.9125457327
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",29927.650559,25218.8410895809
"RXDRGNAM","ind","AMLODIPINE","Total",8480143.570761,372490.460069127
