"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"TC1name","ind","Alternative Medicines","Total",48,0
"TC1name","ind","Anti-Infectives","Total",7822,0
"TC1name","ind","Antineoplastics","Total",354,0
"TC1name","ind","Biologicals","Total",22,0
"TC1name","ind","Cardiovascular Agents","Total",5997,0
"TC1name","ind","Central Nervous System Agents","Total",8237,0
"TC1name","ind","Coagulation Modifiers","Total",859,0
"TC1name","ind","Gastrointestinal Agents","Total",3026,0
"TC1name","ind","Hormones/Hormone Modifiers","Total",4504,0
"TC1name","ind","Immunologic Agents","Total",68,0
"TC1name","ind","Metabolic Agents","Total",4237,0
"TC1name","ind","Miscellaneous Agents","Total",876,0
"TC1name","ind","Not Ascertained","Total",1371,0
"TC1name","ind","Nutritional Products","Total",1976,0
"TC1name","ind","Psychotherapeutic Agents","Total",2634,0
"TC1name","ind","Respiratory Agents","Total",4927,0
"TC1name","ind","Topical Agents","Total",4139,0
"RXDRGNAM","ind","ABACAVIR","Total",5,0
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",2,0
"RXDRGNAM","ind","ACAMPROSATE","Total",2,0
"RXDRGNAM","ind","ACARBOSE","Total",12,0
"RXDRGNAM","ind","ACEBUTOLOL","Total",14,0
"RXDRGNAM","ind","ACETAMINOPHEN","Total",468,0
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",8,0
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",669,0
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",1775,0
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",507,0
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",3,0
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",6,0
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",502,0
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",101,0
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",12,0
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",2,0
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",9,0
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",2,0
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",2,0
"RXDRGNAM","ind","ACITRETIN","Total",2,0
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",1,0
"RXDRGNAM","ind","ACYCLOVIR","Total",85,0
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",17,0
"RXDRGNAM","ind","ADALIMUMAB","Total",7,0
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",55,0
"RXDRGNAM","ind","ADEFOVIR","Total",1,0
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",11,0
"RXDRGNAM","ind","ALBUTEROL","Total",1401,0
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",174,0
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",2,0
"RXDRGNAM","ind","ALENDRONATE","Total",364,0
"RXDRGNAM","ind","ALENDRONATE-CHOLECALCIFEROL","Total",7,0
"RXDRGNAM","ind","ALFUZOSIN","Total",15,0
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG CARBONATE","Total",4,0
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG TRISILICATE","Total",1,0
"RXDRGNAM","ind","ALLOPURINOL","Total",158,0
"RXDRGNAM","ind","ALMOTRIPTAN","Total",10,0
"RXDRGNAM","ind","ALOE VERA TOPICAL","Total",2,0
"RXDRGNAM","ind","ALOSETRON","Total",1,0
"RXDRGNAM","ind","ALPRAZOLAM","Total",399,0
"RXDRGNAM","ind","ALPROSTADIL","Total",2,0
