"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Alternative Medicines","Total",1804270.293453,425105.677085441
"TC1name","ind","Anti-Infectives","Total",169080957.148483,5252662.3622324
"TC1name","ind","Antineoplastics","Total",18306555.554323,1642387.11696174
"TC1name","ind","Biologicals","Total",3761569.121917,1766275.36096006
"TC1name","ind","Cardiovascular Agents","Total",691538915.295806,22155692.0271862
"TC1name","ind","Central Nervous System Agents","Total",470782763.232189,15020072.303424
"TC1name","ind","Coagulation Modifiers","Total",55342564.351575,2995223.35008056
"TC1name","ind","Gastrointestinal Agents","Total",153002656.440478,6353207.41159617
"TC1name","ind","Hormones/Hormone Modifiers","Total",303834017.89386,10177074.8826415
"TC1name","ind","Immunologic Agents","Total",3935490.106461,656607.605382998
"TC1name","ind","Metabolic Agents","Total",392407905.756171,12346137.2173096
"TC1name","ind","Miscellaneous Agents","Total",48547288.899361,2889369.57537609
"TC1name","ind","Not Ascertained","Total",52119214.314244,2359657.23027474
"TC1name","ind","Nutritional Products","Total",87509033.677357,3947353.82498648
"TC1name","ind","Psychotherapeutic Agents","Total",199583400.471917,7533452.3796891
"TC1name","ind","Respiratory Agents","Total",224153295.745475,8254490.00172794
"TC1name","ind","Topical Agents","Total",125704868.979687,4244078.90988058
"RXDRGNAM","ind","ABACAVIR","Total",321984.47059,246523.068031409
"RXDRGNAM","ind","ABACAVIR-LAMIVUDINE","Total",19949.212062,14132.9624214044
"RXDRGNAM","ind","ACAMPROSATE","Total",31685.904246,24134.6961913346
"RXDRGNAM","ind","ACARBOSE","Total",662413.573062,272220.083129296
"RXDRGNAM","ind","ACEBUTOLOL","Total",811781.9845,259365.574009497
"RXDRGNAM","ind","ACETAMINOPHEN","Total",5785267.193159,568683.317954645
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",160714.930679,89262.362880157
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",9592501.795905,850794.843267202
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",42246885.096382,2101061.16402741
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",12271049.246484,1212830.97550837
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",160613.112598,144732.364029767
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",106787.211809,66527.6976212083
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",14731389.881847,1297259.24362677
"RXDRGNAM","ind","ACETAMINOPHEN-TRAMADOL","Total",2063230.664468,319551.490960503
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",661479.290322,348612.959667694
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",40268.796573,36695.6464394306
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",100568.654004,37289.8566410088
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",34084.704769,25496.2720105405
"RXDRGNAM","ind","ACETYLCYSTEINE","Total",11002.909992,7920.14470345334
"RXDRGNAM","ind","ACITRETIN","Total",83891.65959,59353.5716702988
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",15306.798456,15306.798456
"RXDRGNAM","ind","ACYCLOVIR","Total",2412604.750046,440199.763033416
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",263430.624807,75762.90755356
"RXDRGNAM","ind","ADALIMUMAB","Total",391432.153414,180783.137883677
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",1448913.930731,318564.161621932
"RXDRGNAM","ind","ADEFOVIR","Total",68357.55135,68357.55135
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",188582.960556,89258.6410026923
"RXDRGNAM","ind","ALBUTEROL","Total",43019512.442319,2035171.0565306
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",7615498.439523,1005150.57281754
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",20299.815561,14358.959800476
"RXDRGNAM","ind","ALENDRONATE","Total",21976165.47322,1773174.04342703
"RXDRGNAM","ind","ALENDRONATE-CHOLECALCIFEROL","Total",183793.298526,96263.7622332164
"RXDRGNAM","ind","ALFUZOSIN","Total",925228.225568,308815.596361647
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG CARBONATE","Total",24876.36227,14874.4181405662
"RXDRGNAM","ind","ALGINIC ACID/AL HYDROXIDE/MG TRISILICATE","Total",3646.155063,3646.155063
"RXDRGNAM","ind","ALLOPURINOL","Total",10061484.038233,1356394.77838448
"RXDRGNAM","ind","ALMOTRIPTAN","Total",269110.760521,108659.867830744
"RXDRGNAM","ind","ALOE VERA TOPICAL","Total",13896.66572,11270.7822988741
"RXDRGNAM","ind","ALOSETRON","Total",172177.021992,172177.021992
"RXDRGNAM","ind","ALPRAZOLAM","Total",20822032.437881,1836763.06551843
"RXDRGNAM","ind","ALPROSTADIL","Total",26519.753989,18773.9272790835
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",235733.659414,103032.568747757
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",14467.945513,8760.16070251649
"RXDRGNAM","ind","ALUMINUM SULFATE-CALCIUM ACETATE TOPICAL","Total",165906.624889,136131.686631203
"RXDRGNAM","ind","AMANTADINE","Total",587813.584318,193792.274312567
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",188932.813626,129445.850360109
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",258103.479235,129840.526552557
"RXDRGNAM","ind","AMIODARONE","Total",3581209.026257,625021.09520292
"RXDRGNAM","ind","AMITRIPTYLINE","Total",11983015.711068,1139900.55234103
"RXDRGNAM","ind","AMITRIPTYLINE-CHLORDIAZEPOXIDE","Total",345230.00452,202693.375293667
"RXDRGNAM","ind","AMITRIPTYLINE-PERPHENAZINE","Total",96896.957984,56794.5105695275
