"rowGrp","colGrp","rowLevels","colLevels","avgEVT","avgEVT_se"
"ind","ind","Total","Total",17.203183449289,0.276685225874261
"ind","event","Total","DVT",1.07558472564476,0.018903398178731
"ind","event","Total","RX",10.0026773597912,0.197472725980984
"ind","event","Total","OBV",5.21884685143237,0.100241187023702
"ind","event","Total","OBD",3.34760666115059,0.0487263133322671
"ind","event","Total","OBO",1.82760821451514,0.0642927723036948
"ind","event","Total","OPT",0.512762016783062,0.0241778692709633
"ind","event","Total","OPY",0.180690058102948,0.0108461245157674
"ind","event","Total","OPZ",0.322558246979844,0.0172086199400503
"ind","event","Total","ERT",0.192897545945793,0.00409756022553504
"ind","event","Total","IPT",0.102867012849062,0.00322726881552381
"ind","event","Total","HHT",0.0975479368427716,0.00649382153378397
"ind","sop","Total","EXP",16.7215060941357,0.274462410001034
"ind","sop","Total","SLF",12.2606829062302,0.218029777784051
"ind","sop","Total","MCR",1.83318980195151,0.075231670632839
"ind","sop","Total","MCD",2.11358384139801,0.0920523061989751
"ind","sop","Total","PTR",7.87514916188973,0.175831742275363
"ind","sop","Total","OTZ",1.19664136747469,0.0457659486948031
"ind","agegrps","Total","Under 5",6.74185637108616,0.227407043993861
"ind","agegrps","Total","5-17",6.89980089582557,0.1912539084821
"ind","agegrps","Total","18-44",10.3574302640347,0.234453714796187
"ind","agegrps","Total","45-64",25.1615050441433,0.443344520485471
"ind","agegrps","Total","65+",42.7674073776256,0.809862625037431
"ind","region","Total","Northeast",18.4722310892154,0.610835068175991
"ind","region","Total","Midwest",18.1821080888217,0.620789517716095
"ind","region","Total","South",17.0784261198899,0.476925243249406
"ind","region","Total","West",15.4262138467633,0.508331493987971
"ind","married","Total","Married",20.8890889265453,0.385562307919634
"ind","married","Total","Widowed",44.3029177758485,1.19536369731414
"ind","married","Total","Divorced",25.3050725506175,0.956706162008469
"ind","married","Total","Separated",23.296698244302,2.03988265010035
"ind","married","Total","Never married",10.6236957033345,0.343048543405465
"ind","married","Total","Inapplicable (age < 16)",6.74545735307659,0.166210018840068
"ind","race","Total","Hispanic",9.03822739903565,0.314105729706774
"ind","race","Total","White",20.0292058939845,0.341086655634418
"ind","race","Total","Black",13.8451926122654,0.527615763734165
"ind","race","Total","Amer. Indian, AK Native, or mult. races",19.4851530818586,1.47950501409386
"ind","race","Total","Asian, Hawaiian, or Pacific Islander",9.30012554717439,0.601518448962529
"ind","sex","Total","Male",14.0336151701678,0.276916767628088
"ind","sex","Total","Female",20.2501540050108,0.37108152537093
"ind","education","Total","Less than high school",21.471875402756,0.656185734637728
"ind","education","Total","High school",21.3028845280296,0.489363801385592
"ind","education","Total","Some college",19.9270030479042,0.378658125114816
"ind","education","Total","Inapplicable (age < 18)",6.85837496505593,0.168358797439153
"ind","education","Total","Missing",15.0855098586421,2.11431019729117
"ind","employed","Total","Employed",13.8315542838699,0.254046879720257
"ind","employed","Total","Not employed",30.8989472499335,0.587511004849153
"ind","employed","Total","Inapplicable (age < 16)",6.74545735307659,0.166210018840068
"ind","insurance","Total","Any private, all ages",17.277848865677,0.306426362166464
"ind","insurance","Total","Public only, all ages",24.6042460966552,0.74311666609252
"ind","insurance","Total","Uninsured, all ages",5.97471732361252,0.281504712239023
"ind","poverty","Total","Negative or poor",17.6628112272535,0.768264497785785
"ind","poverty","Total","Near-poor",18.8320092625655,1.05073807836647
"ind","poverty","Total","Low income",17.4515431203618,0.639084497098701
"ind","poverty","Total","Middle income",16.1443739830314,0.404294304652992
"ind","poverty","Total","High income",17.6659934270815,0.362395434488138
"ind","health","Total","Excellent",8.26159664806503,0.220625747470923
"ind","health","Total","Very good",13.4852665365294,0.301536997474537
"ind","health","Total","Good",20.0210426459162,0.445173086915122
"ind","health","Total","Fair",39.6335768872908,1.04492269448335
"ind","health","Total","Poor",67.0096881783889,2.24041373125308
"ind","mnhlth","Total","Excellent",11.7300586656172,0.267600950000073
"ind","mnhlth","Total","Very good",15.6797264091772,0.387810781137274
"ind","mnhlth","Total","Good",22.2179216742529,0.50942231568195
"ind","mnhlth","Total","Fair",38.3221722866199,1.21004435519537
"ind","mnhlth","Total","Poor",50.3382650033309,2.89850190097906
"ind","agegrps_v2X","Total","Under 18",6.85837496505593,0.168358797439153
"ind","agegrps_v2X","Total","18-64",16.1643502978564,0.267079827170496
"ind","agegrps_v2X","Total","65+",42.7674073776256,0.809862625037431
"ind","insurance_v2X","Total","<65, Any private",14.3108264510381,0.251928752790158
"ind","insurance_v2X","Total","<65, Public only",16.8570649275778,0.663797152818376
"ind","insurance_v2X","Total","<65, Uninsured",5.94657815733029,0.276532955884335
"ind","insurance_v2X","Total","65+, Medicare only",39.1452386434039,1.26918153999023
"ind","insurance_v2X","Total","65+, Medicare and private",42.2157052421202,1.01238732975272
"ind","insurance_v2X","Total","65+, Medicare and other public",56.1015885227377,2.89955828250657
"ind","insurance_v2X","Total","65+, No medicare",23.8687265928106,5.68909282518957
"event","sop","DVT","EXP",0.887519038767458,0.0145550980163347
"event","sop","DVT","SLF",0.556688697413218,0.0114027197995326
"event","sop","DVT","MCR",0.00448921614376878,0.000816215143753455
"event","sop","DVT","MCD",0.0724683574107148,0.00442345253400612
"event","sop","DVT","PTR",0.501769845576644,0.0123734444645909
"event","sop","DVT","OTZ",0.0390934366495049,0.00232151362836744
"event","sop","RX","EXP",10.0026773597912,0.197472725980984
"event","sop","RX","SLF",8.67264378440716,0.178057382988611
"event","sop","RX","MCR",0.364396991405472,0.0347292635146353
"event","sop","RX","MCD",1.35963659255,0.0682631826365934
"event","sop","RX","PTR",4.06241547112548,0.1081568711749
"event","sop","RX","OTZ",0.471438627814897,0.0277680834521989
"event","sop","OBV","EXP",4.96653192339287,0.0957608615298865
"event","sop","OBV","SLF",2.73511423887573,0.0614072295773905
"event","sop","OBV","MCR",1.19002216321991,0.0475091821060814
"event","sop","OBV","MCD",0.524909470369886,0.0240855525918794
"event","sop","OBV","PTR",2.84462901029458,0.0700805639873468
"event","sop","OBV","OTZ",0.566206552166338,0.0276301085551101
"event","sop","OBD","EXP",3.21587401669413,0.0473314558465196
"event","sop","OBD","SLF",1.79964232482961,0.0335306957541758
"event","sop","OBD","MCR",0.860114706299777,0.0297709238754128
"event","sop","OBD","MCD",0.389590262041704,0.0165348103696766
"event","sop","OBD","PTR",1.93539994232321,0.0403039159213021
"event","sop","OBD","OTZ",0.319904005401175,0.0141847786507855
"event","sop","OBO","EXP",1.70915261159441,0.0614829434654054
"event","sop","OBO","SLF",0.913478100881719,0.0394663774665083
"event","sop","OBO","MCR",0.323607621007201,0.0231271656415611
"event","sop","OBO","MCD",0.127523657432502,0.0116402020268589
"event","sop","OBO","PTR",0.89583527188474,0.0392658865964888
"event","sop","OBO","OTZ",0.234820060255453,0.0160744671606824
"event","sop","OPT","EXP",0.493223945839567,0.0233124953804798
"event","sop","OPT","SLF",0.163584713419165,0.00950512093208302
"event","sop","OPT","MCR",0.157854639806655,0.0118205924018895
"event","sop","OPT","MCD",0.0695622455915645,0.00879016621252651
"event","sop","OPT","PTR",0.302774326766922,0.0186292431414945
"event","sop","OPT","OTZ",0.0616350754079876,0.00571043956040657
"event","sop","OPY","EXP",0.173826437064603,0.0102734878260015
"event","sop","OPY","SLF",0.0695340689831903,0.00581985658123584
"event","sop","OPY","MCR",0.0524087828899281,0.005828967704628
"event","sop","OPY","MCD",0.0309181622743045,0.00548995523382695
"event","sop","OPY","PTR",0.104736997749534,0.00780101871329009
"event","sop","OPY","OTZ",0.0229805472446449,0.00215139718438911
"event","sop","OPZ","EXP",0.309957582391007,0.0166970907035196
"event","sop","OPZ","SLF",0.0893027044324717,0.00627421668588812
"event","sop","OPZ","MCR",0.102518642205115,0.00869585812329781
"event","sop","OPZ","MCD",0.0354863650235857,0.00612770799050674
"event","sop","OPZ","PTR",0.19340767624127,0.0129550517902965
"event","sop","OPZ","OTZ",0.0379977273540354,0.00491950856044334
"event","sop","ERT","EXP",0.176705510279264,0.0038969149704408
"event","sop","ERT","SLF",0.0739215145310599,0.0025190597733761
"event","sop","ERT","MCR",0.041239657511759,0.00190609048581559
"event","sop","ERT","MCD",0.0391312309067213,0.00195977015631044
"event","sop","ERT","PTR",0.0954304795986256,0.00297082037185
"event","sop","ERT","OTZ",0.0266547728469496,0.00146979419626152
"event","sop","IPT","EXP",0.101525181378546,0.00323476408221844
"event","sop","IPT","SLF",0.0382407596361649,0.00193635517158316
"event","sop","IPT","MCR",0.0452154568860923,0.002577428169434
"event","sop","IPT","MCD",0.02120497891631,0.00122874879972264
"event","sop","IPT","PTR",0.061922541257278,0.00278592632743394
"event","sop","IPT","OTZ",0.0152784468642519,0.00102370285189272
"event","sop","HHT","EXP",0.0933231346867664,0.00638423741785055
"event","sop","HHT","SLF",0.0204891979476775,0.00261020034869348
"event","sop","HHT","MCR",0.0299716769778541,0.00253299820116529
"event","sop","HHT","MCD",0.0266709656528175,0.00325939439383684
"event","sop","HHT","PTR",0.00620748727020216,0.00103397548266304
"event","sop","HHT","OTZ",0.0163344557247632,0.00212737852941376
"event","agegrps","DVT","Under 5",0.293619369325323,0.019708800278748
"event","agegrps","DVT","5-17",1.60297374191576,0.0538326338279321
"event","agegrps","DVT","18-44",0.822925642609511,0.0199527146246305
