"rowGrp","colGrp","rowLevels","colLevels","medEXP","medEXP_se"
"ind","ind","Total","Total",1092,24.7453526608457
"ind","event","Total","TOT",1092,24.7453526608457
"ind","event","Total","DVT",213,3.57149419847258
"ind","event","Total","RX",352,9.69405568156843
"ind","event","Total","OBV",331,6.12256148309585
"ind","event","Total","OBD",271,4.84702784078421
"ind","event","Total","OBO",200,5.10213456924654
"ind","event","Total","OPT",622,23.2147122900718
"ind","event","Total","OPY",1067,54.8479466194003
"ind","event","Total","OPZ",306,14.2859767938903
"ind","event","Total","ERT",438,10.4593758669554
"ind","event","Total","IPT",6916,221.942853762225
"ind","event","Total","HHT",2187,216.585612464516
"ind","event","Total","OMA",200,1.02042691384931
"ind","sop","Total","EXP",1092,24.7453526608457
"ind","sop","Total","SLF",311,6.6327749400205
"ind","sop","Total","PTR",681,15.8166171646643
"ind","sop","Total","MCR",1052,43.8783572955202
"ind","sop","Total","MCD",417,15.3064037077396
"ind","sop","Total","OTZ",304,11.734909509267
"ind","agegrps","Total","Under 5",385,18.3676844492875
"ind","agegrps","Total","5-17",439,15.5615104362019
"ind","agegrps","Total","18-44",811,20.9187517339108
"ind","agegrps","Total","45-64",2051,65.562429214818
"ind","agegrps","Total","65+",4070,142.349554481978
"event","sop","TOT","EXP",1092,24.7453526608457
"event","sop","TOT","SLF",311,6.6327749400205
"event","sop","TOT","PTR",681,15.8166171646643
"event","sop","TOT","MCR",1052,43.8783572955202
"event","sop","TOT","MCD",417,15.3064037077396
"event","sop","TOT","OTZ",304,11.734909509267
"event","sop","DVT","EXP",213,3.57149419847258
"event","sop","DVT","SLF",125,2.8061740130856
"event","sop","DVT","PTR",176,3.31638747001025
"event","sop","DVT","MCR",110,24.2351392039211
"event","sop","DVT","MCD",92,4.84702784078421
"event","sop","DVT","OTZ",173,15.8166171646643
"event","sop","RX","EXP",352,9.69405568156843
"event","sop","RX","SLF",132,3.82660092693491
"event","sop","RX","PTR",220,7.14298839694516
"event","sop","RX","MCR",352,20.9187517339108
"event","sop","RX","MCD",188,14.5410835223526
"event","sop","RX","OTZ",306,27.5515266739313
"event","sop","OBV","EXP",331,6.12256148309585
"event","sop","OBV","SLF",70,1.53064037077396
"event","sop","OBV","PTR",236,5.35724129770887
"event","sop","OBV","MCR",462,14.796190250815
"event","sop","OBV","MCD",154,4.08170765539723
"event","sop","OBV","OTZ",186,8.67362876771912
"event","sop","OBD","EXP",271,4.84702784078421
"event","sop","OBD","SLF",51,1.27553364231164
"event","sop","OBD","PTR",190,3.31638747001025
"event","sop","OBD","MCR",371,11.9900162377294
"event","sop","OBD","MCD",141,4.08170765539723
"event","sop","OBD","OTZ",157,7.14298839694516
"event","sop","OBO","EXP",200,5.10213456924654
"event","sop","OBO","SLF",60,1.53064037077396
"event","sop","OBO","PTR",155,5.35724129770887
"event","sop","OBO","MCR",193,13.7757633369657
"event","sop","OBO","MCD",117,8.41852203925679
"event","sop","OBO","OTZ",174,13.265549880041
"event","sop","OPT","EXP",622,23.2147122900718
"event","sop","OPT","SLF",74,5.61234802617119
"event","sop","OPT","PTR",524,25.765779574695
"event","sop","OPT","MCR",358,30.3577006870169
"event","sop","OPT","MCD",235,21.1738584623731
"event","sop","OPT","OTZ",236,21.6840719192978
"event","sop","OPY","EXP",1067,54.8479466194003
"event","sop","OPY","SLF",95,7.14298839694516
"event","sop","OPY","PTR",964,66.8379628571297
"event","sop","OPY","MCR",580,37.2455823554997
"event","sop","OPY","MCD",313,32.3985545147155
"event","sop","OPY","OTZ",259,39.2864361831984
"event","sop","OPZ","EXP",306,14.2859767938903
"event","sop","OPZ","SLF",55,4.33681438385956
"event","sop","OPZ","PTR",248,9.4389489531061
"event","sop","OPZ","MCR",184,13.0104431515787
"event","sop","OPZ","MCD",151,19.8983248200615
"event","sop","OPZ","OTZ",200,25.000459389308
"event","sop","ERT","EXP",438,10.4593758669554
"event","sop","ERT","SLF",79,3.06128074154792
"event","sop","ERT","PTR",386,14.2859767938903
"event","sop","ERT","MCR",250,16.8370440785136
"event","sop","ERT","MCD",170,8.41852203925679
"event","sop","ERT","OTZ",256,30.8679141439416
"event","sop","IPT","EXP",6916,221.942853762225
"event","sop","IPT","SLF",250,16.0717238931266
"event","sop","IPT","PTR",4030,225.259241232235
"event","sop","IPT","MCR",7043,350.516644907237
"event","sop","IPT","MCD",2835,205.105809683711
"event","sop","IPT","OTZ",1225,118.36952200652
"event","sop","HHT","EXP",2187,216.585612464516
"event","sop","HHT","SLF",422,110.206106695725
"event","sop","HHT","PTR",568,144.135301581215
"event","sop","HHT","MCR",2217,225.514347960697
"event","sop","HHT","MCD",1922,571.439071755613
"event","sop","HHT","OTZ",745,141.584234296591
"event","sop","OMA","EXP",200,1.02042691384931
"event","sop","OMA","SLF",150,3.82660092693491
"event","sop","OMA","PTR",150,5.10213456924654
"event","sop","OMA","MCR",150,14.796190250815
"event","sop","OMA","MCD",131,11.734909509267
"event","sop","OMA","OTZ",150,19.1330046346745
"event","agegrps","TOT","Under 5",385,18.3676844492875
"event","agegrps","TOT","5-17",439,15.5615104362019
"event","agegrps","TOT","18-44",811,20.9187517339108
"event","agegrps","TOT","45-64",2051,65.562429214818
"event","agegrps","TOT","65+",4070,142.349554481978
"event","agegrps","DVT","Under 5",99,4.59192111232189
"event","agegrps","DVT","5-17",186,5.86745475463352
"event","agegrps","DVT","18-44",205,4.08170765539723
"event","agegrps","DVT","45-64",242,5.61234802617119
"event","agegrps","DVT","65+",255,9.4389489531061
"event","agegrps","RX","Under 5",59,3.82660092693491
"event","agegrps","RX","5-17",84,4.33681438385956
"event","agegrps","RX","18-44",190,7.65320185386981
"event","agegrps","RX","45-64",740,28.5719535877806
"event","agegrps","RX","65+",1285,43.3681438385956
"event","agegrps","OBV","Under 5",245,11.9900162377294
"event","agegrps","OBV","5-17",160,4.08170765539723
"event","agegrps","OBV","18-44",273,8.41852203925679
"event","agegrps","OBV","45-64",478,13.5206566085033
"event","agegrps","OBV","65+",816,31.6332343293285
"event","agegrps","OBD","Under 5",229,11.4798027808047
"event","agegrps","OBD","5-17",150,3.57149419847258
"event","agegrps","OBD","18-44",226,5.61234802617119
"event","agegrps","OBD","45-64",348,9.94916241003075
"event","agegrps","OBD","65+",577,19.8983248200615
"event","agegrps","OBO","Under 5",95,10.7144825954177
"event","agegrps","OBO","5-17",100,5.86745475463352
"event","agegrps","OBO","18-44",165,7.65320185386981
"event","agegrps","OBO","45-64",267,12.500229694654
"event","agegrps","OBO","65+",303,18.1125777208252
"event","agegrps","OPT","Under 5",404,107.910146139564
"event","agegrps","OPT","5-17",343,54.0826264340133
"event","agegrps","OPT","18-44",578,43.8783572955202
"event","agegrps","OPT","45-64",782,67.3481763140543
"event","agegrps","OPT","65+",594,53.827519705551
"event","agegrps","OPY","Under 5",876,182.401310850564
"event","agegrps","OPY","5-17",633,196.432180915992
"event","agegrps","OPY","18-44",920,129.3391113304
"event","agegrps","OPY","45-64",1287,104.593758669554
"event","agegrps","OPY","65+",984,84.4403271210302
"event","agegrps","OPZ","Under 5",147,39.5415429116607
"event","agegrps","OPZ","5-17",187,27.5515266739313
"event","agegrps","OPZ","18-44",318,31.1230208724039
"event","agegrps","OPZ","45-64",360,35.2047285278011
"event","agegrps","OPZ","65+",290,20.6636450054485
"event","agegrps","ERT","Under 5",282,25.765779574695
"event","agegrps","ERT","5-17",370,23.9800324754587
"event","agegrps","ERT","18-44",485,23.4698190185341
"event","agegrps","ERT","45-64",563,38.7762227262737
"event","agegrps","ERT","65+",399,16.8370440785136
"event","agegrps","IPT","Under 5",4262,486.74363790612
"event","agegrps","IPT","5-17",4385,394.139895474295
"event","agegrps","IPT","18-44",5681,188.268765605197
"event","agegrps","IPT","45-64",7734,621.184883805766
"event","agegrps","IPT","65+",9941,625.011484732701
"event","agegrps","HHT","Under 5",1262,781.136802551645
"event","agegrps","HHT","5-17",2136,1409.71978148282
"event","agegrps","HHT","18-44",616,211.228371166807
