"rowGrp","colGrp","rowLevels","colLevels","pctEXP","pctEXP_se"
"ind","ind","Total","Total",0.8465513491985,0.00356955697011643
"ind","event","Total","TOT",0.8465513491985,0.00356955697011643
"ind","event","Total","DVT",0.425380528351614,0.00567832335285209
"ind","event","Total","RX",0.627301893715835,0.00509269508216868
"ind","event","Total","OBV",0.712544237542579,0.00446140371123066
"ind","event","Total","OBD",0.664716976762716,0.0044962246413354
"ind","event","Total","OBO",0.306613843484847,0.00601240949981136
"ind","event","Total","OPT",0.159216358411317,0.00404986043760333
"ind","event","Total","OPY",0.0835172157140279,0.00234165651809558
"ind","event","Total","OPZ",0.102996158163464,0.00375229012719093
"ind","event","Total","ERT",0.131740372800019,0.00255387307057648
"ind","event","Total","IPT",0.0753793547352414,0.00195648443988896
"ind","event","Total","HHT",0.0192404614012871,0.00104923830804725
"ind","event","Total","OMA",0.195113411682102,0.00357153500774391
"ind","sop","Total","EXP",0.8465513491985,0.00356955697011643
"ind","sop","Total","SLF",0.772445684113239,0.00449186061423311
"ind","sop","Total","PTR",0.580426014547541,0.00655944769015145
"ind","sop","Total","MCR",0.135833071220852,0.00382397099929102
"ind","sop","Total","MCD",0.135922880606984,0.00398646321525678
"ind","sop","Total","OTZ",0.157144361569358,0.00312599367954685
"ind","agegrps","Total","Under 5",0.900323603102834,0.00723319636376776
"ind","agegrps","Total","5-17",0.843707419025516,0.00629488657235093
"ind","agegrps","Total","18-44",0.769612777106525,0.00528736355667536
"ind","agegrps","Total","45-64",0.889462150495824,0.00471383504910371
"ind","agegrps","Total","65+",0.970996222207605,0.00324382627719098
"event","sop","TOT","EXP",0.8465513491985,0.00356955697011643
"event","sop","TOT","SLF",0.772445684113239,0.00449186061423311
"event","sop","TOT","PTR",0.580426014547541,0.00655944769015145
"event","sop","TOT","MCR",0.135833071220852,0.00382397099929102
"event","sop","TOT","MCD",0.135922880606984,0.00398646321525678
"event","sop","TOT","OTZ",0.157144361569358,0.00312599367954685
"event","sop","DVT","EXP",0.425380528351614,0.00567832335285209
"event","sop","DVT","SLF",0.295962903289366,0.00503373391832604
"event","sop","DVT","PTR",0.266014266964912,0.00533320486901199
"event","sop","DVT","MCR",0.00254810824435636,0.000379565993951881
