"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",26507,0
"ind","event","Total","TOT",26507,0
"ind","event","Total","DVT",11976,0
"ind","event","Total","RX",19381,0
"ind","event","Total","OBV",22071,0
"ind","event","Total","OBD",20663,0
"ind","event","Total","OBO",8449,0
"ind","event","Total","OPT",4684,0
"ind","event","Total","OPY",2568,0
"ind","event","Total","OPZ",2864,0
"ind","event","Total","ERT",4363,0
"ind","event","Total","IPT",2437,0
"ind","event","Total","HHT",655,0
"ind","event","Total","OMA",5655,0
"ind","sop","Total","EXP",26507,0
"ind","sop","Total","SLF",23005,0
"ind","sop","Total","PTR",15230,0
"ind","sop","Total","MCR",4174,0
"ind","sop","Total","MCD",6885,0
"ind","sop","Total","OTZ",5085,0
"ind","agegrps","Total","Under 5",2298,0
"ind","agegrps","Total","5-17",5702,0
"ind","agegrps","Total","18-44",8557,0
"ind","agegrps","Total","45-64",6333,0
"ind","agegrps","Total","65+",3617,0
"event","sop","TOT","EXP",26507,0
"event","sop","TOT","SLF",23005,0
"event","sop","TOT","PTR",15230,0
"event","sop","TOT","MCR",4174,0
"event","sop","TOT","MCD",6885,0
"event","sop","TOT","OTZ",5085,0
"event","sop","DVT","EXP",11976,0
"event","sop","DVT","SLF",7765,0
"event","sop","DVT","PTR",6593,0
"event","sop","DVT","MCR",74,0
"event","sop","DVT","MCD",2041,0
"event","sop","DVT","OTZ",724,0
"event","sop","RX","EXP",19381,0
"event","sop","RX","SLF",17582,0
"event","sop","RX","PTR",9600,0
"event","sop","RX","MCR",833,0
"event","sop","RX","MCD",4382,0
"event","sop","RX","OTZ",1083,0
"event","sop","OBV","EXP",22071,0
"event","sop","OBV","SLF",15530,0
"event","sop","OBV","PTR",12558,0
"event","sop","OBV","MCR",3823,0
"event","sop","OBV","MCD",5333,0
"event","sop","OBV","OTZ",3374,0
"event","sop","OBD","EXP",20663,0
"event","sop","OBD","SLF",14131,0
"event","sop","OBD","PTR",11824,0
"event","sop","OBD","MCR",3696,0
"event","sop","OBD","MCD",5018,0
"event","sop","OBD","OTZ",2885,0
"event","sop","OBO","EXP",8449,0
"event","sop","OBO","SLF",5174,0
"event","sop","OBO","PTR",4819,0
"event","sop","OBO","MCR",1538,0
"event","sop","OBO","MCD",1285,0
"event","sop","OBO","OTZ",1126,0
