"rowGrp","colGrp","rowLevels","n","n_se"
"ind","usc","Total",30387,0
"ind","difficulty","Total",30873,0
"ind","rsn_MD","Total",1332,0
"ind","rsn_DN","Total",1858,0
"ind","rsn_PM","Total",882,0
"ind","adult_nosmok","Total",1963,0
"ind","child_dental","Total",7846,0
"ind","diab_a1c","Total",1909,0
"ind","diab_chol","Total",1909,0
"ind","diab_eye","Total",1909,0
"ind","diab_foot","Total",1909,0
"ind","diab_flu","Total",1909,0
"ind","adult_routine","Total",12108,0
"ind","adult_illness","Total",5494,0
"ind","adult_listen","Total",13135,0
"ind","adult_explain","Total",13135,0
"ind","adult_respect","Total",13135,0
"ind","adult_time","Total",13135,0
"ind","adult_rating","Total",13135,0
"ind","child_routine","Total",5267,0
"ind","child_illness","Total",1592,0
"ind","child_listen","Total",6225,0
"ind","child_explain","Total",6225,0
"ind","child_respect","Total",6225,0
"ind","child_time","Total",6225,0
"ind","child_rating","Total",6225,0
"agegrps","usc","Under 5",2156,0
"agegrps","usc","5-17",6310,0
"agegrps","usc","18-44",10850,0
"agegrps","usc","45-64",7522,0
"agegrps","usc","65+",3549,0
"agegrps","difficulty","Under 5",2179,0
"agegrps","difficulty","5-17",6390,0
"agegrps","difficulty","18-44",11053,0
"agegrps","difficulty","45-64",7653,0
"agegrps","difficulty","65+",3598,0
"agegrps","rsn_MD","Under 5",26,0
"agegrps","rsn_MD","5-17",90,0
"agegrps","rsn_MD","18-44",566,0
"agegrps","rsn_MD","45-64",546,0
"agegrps","rsn_MD","65+",104,0
"agegrps","rsn_DN","Under 5",19,0
"agegrps","rsn_DN","5-17",177,0
"agegrps","rsn_DN","18-44",841,0
"agegrps","rsn_DN","45-64",644,0
"agegrps","rsn_DN","65+",177,0
"agegrps","rsn_PM","Under 5",10,0
"agegrps","rsn_PM","5-17",22,0
"agegrps","rsn_PM","18-44",316,0
"agegrps","rsn_PM","45-64",407,0
"agegrps","rsn_PM","65+",127,0
"agegrps","adult_nosmok","18-44",810,0
