"rowGrp","colGrp","rowLevels","colLevels","n_exp","n_exp_se"
"ind","ind","Total","Total",17988,0
"ind","event","Total","TOT",17988,0
"ind","event","Total","DVT",8424,0
"ind","event","Total","RX",13642,0
"ind","event","Total","OBV",14838,0
"ind","event","Total","OBD",14047,0
"ind","event","Total","OBO",4648,0
"ind","event","Total","OPT",2899,0
"ind","event","Total","OPY",1703,0
"ind","event","Total","OPZ",1675,0
"ind","event","Total","ERT",2493,0
"ind","event","Total","IPT",1535,0
"ind","event","Total","HHT",496,0
"ind","event","Total","OMA",4076,0
"ind","sop","Total","EXP",17988,0
"ind","sop","Total","SLF",16252,0
"ind","sop","Total","PTR",11876,0
"ind","sop","Total","MCR",2592,0
"ind","sop","Total","MCD",3188,0
"ind","sop","Total","OTZ",3053,0
"ind","agegrps","Total","Under 5",1446,0
"ind","agegrps","Total","5-17",3705,0
"ind","agegrps","Total","18-44",6532,0
"ind","agegrps","Total","45-64",3882,0
"ind","agegrps","Total","65+",2423,0
"event","sop","TOT","EXP",17988,0
"event","sop","TOT","SLF",16252,0
"event","sop","TOT","PTR",11876,0
"event","sop","TOT","MCR",2592,0
"event","sop","TOT","MCD",3188,0
"event","sop","TOT","OTZ",3053,0
"event","sop","DVT","EXP",8424,0
"event","sop","DVT","SLF",5883,0
"event","sop","DVT","PTR",4804,0
"event","sop","DVT","MCR",35,0
"event","sop","DVT","MCD",741,0
"event","sop","DVT","OTZ",348,0
"event","sop","RX","EXP",13642,0
"event","sop","RX","SLF",12737,0
"event","sop","RX","PTR",8067,0
"event","sop","RX","MCR",339,0
"event","sop","RX","MCD",2149,0
"event","sop","RX","OTZ",872,0
"event","sop","OBV","EXP",14838,0
"event","sop","OBV","SLF",11253,0
"event","sop","OBV","PTR",8850,0
"event","sop","OBV","MCR",2320,0
"event","sop","OBV","MCD",2307,0
"event","sop","OBV","OTZ",1733,0
"event","sop","OBD","EXP",14047,0
"event","sop","OBD","SLF",10381,0
"event","sop","OBD","PTR",8373,0
"event","sop","OBD","MCR",2261,0
"event","sop","OBD","MCD",2177,0
"event","sop","OBD","OTZ",1467,0
"event","sop","OBO","EXP",4648,0
"event","sop","OBO","SLF",2808,0
"event","sop","OBO","PTR",2587,0
"event","sop","OBO","MCR",688,0
"event","sop","OBO","MCD",451,0
"event","sop","OBO","OTZ",514,0
"event","sop","OPT","EXP",2899,0
"event","sop","OPT","SLF",1378,0
"event","sop","OPT","PTR",1931,0
"event","sop","OPT","MCR",829,0
"event","sop","OPT","MCD",422,0
"event","sop","OPT","OTZ",417,0
"event","sop","OPY","EXP",1703,0
"event","sop","OPY","SLF",750,0
"event","sop","OPY","PTR",1083,0
"event","sop","OPY","MCR",465,0
"event","sop","OPY","MCD",301,0
"event","sop","OPY","OTZ",265,0
"event","sop","OPZ","EXP",1675,0
"event","sop","OPZ","SLF",733,0
"event","sop","OPZ","PTR",1166,0
"event","sop","OPZ","MCR",512,0
"event","sop","OPZ","MCD",184,0
"event","sop","OPZ","OTZ",195,0
"event","sop","ERT","EXP",2493,0
"event","sop","ERT","SLF",1098,0
"event","sop","ERT","PTR",1388,0
"event","sop","ERT","MCR",408,0
"event","sop","ERT","MCD",562,0
"event","sop","ERT","OTZ",432,0
"event","sop","IPT","EXP",1535,0
"event","sop","IPT","SLF",614,0
"event","sop","IPT","PTR",929,0
"event","sop","IPT","MCR",535,0
"event","sop","IPT","MCD",377,0
"event","sop","IPT","OTZ",245,0
"event","sop","HHT","EXP",496,0
"event","sop","HHT","SLF",94,0
"event","sop","HHT","PTR",112,0
"event","sop","HHT","MCR",292,0
"event","sop","HHT","MCD",132,0
"event","sop","HHT","OTZ",89,0
"event","sop","OMA","EXP",4076,0
"event","sop","OMA","SLF",3384,0
"event","sop","OMA","PTR",1004,0
"event","sop","OMA","MCR",148,0
"event","sop","OMA","MCD",327,0
"event","sop","OMA","OTZ",160,0
"event","agegrps","TOT","Under 5",1446,0
"event","agegrps","TOT","5-17",3705,0
"event","agegrps","TOT","18-44",6532,0
"event","agegrps","TOT","45-64",3882,0
"event","agegrps","TOT","65+",2423,0
"event","agegrps","DVT","Under 5",233,0
"event","agegrps","DVT","5-17",2134,0
"event","agegrps","DVT","18-44",3096,0
"event","agegrps","DVT","45-64",2000,0
"event","agegrps","DVT","65+",961,0
"event","agegrps","RX","Under 5",1067,0
"event","agegrps","RX","5-17",2317,0
"event","agegrps","RX","18-44",4826,0
"event","agegrps","RX","45-64",3207,0
"event","agegrps","RX","65+",2225,0
"event","agegrps","OBV","Under 5",1321,0
"event","agegrps","OBV","5-17",2876,0
"event","agegrps","OBV","18-44",5113,0
"event","agegrps","OBV","45-64",3297,0
"event","agegrps","OBV","65+",2231,0
"event","agegrps","OBD","Under 5",1285,0
"event","agegrps","OBD","5-17",2699,0
"event","agegrps","OBD","18-44",4738,0
"event","agegrps","OBD","45-64",3139,0
"event","agegrps","OBD","65+",2186,0
"event","agegrps","OBO","Under 5",196,0
"event","agegrps","OBO","5-17",596,0
"event","agegrps","OBO","18-44",1666,0
"event","agegrps","OBO","45-64",1297,0
"event","agegrps","OBO","65+",893,0
"event","agegrps","OPT","Under 5",135,0
"event","agegrps","OPT","5-17",255,0
"event","agegrps","OPT","18-44",823,0
"event","agegrps","OPT","45-64",894,0
"event","agegrps","OPT","65+",792,0
"event","agegrps","OPY","Under 5",98,0
"event","agegrps","OPY","5-17",158,0
"event","agegrps","OPY","18-44",506,0
"event","agegrps","OPY","45-64",478,0
"event","agegrps","OPY","65+",463,0
"event","agegrps","OPZ","Under 5",49,0
"event","agegrps","OPZ","5-17",121,0
"event","agegrps","OPZ","18-44",433,0
"event","agegrps","OPZ","45-64",580,0
"event","agegrps","OPZ","65+",492,0
"event","agegrps","ERT","Under 5",241,0
"event","agegrps","ERT","5-17",465,0
"event","agegrps","ERT","18-44",987,0
"event","agegrps","ERT","45-64",450,0
"event","agegrps","ERT","65+",350,0
"event","agegrps","IPT","Under 5",90,0
"event","agegrps","IPT","5-17",92,0
"event","agegrps","IPT","18-44",549,0
"event","agegrps","IPT","45-64",333,0
"event","agegrps","IPT","65+",471,0
"event","agegrps","HHT","Under 5",17,0
"event","agegrps","HHT","5-17",12,0
"event","agegrps","HHT","18-44",55,0
"event","agegrps","HHT","45-64",75,0
"event","agegrps","HHT","65+",337,0
"event","agegrps","OMA","Under 5",50,0
"event","agegrps","OMA","5-17",577,0
"event","agegrps","OMA","18-44",1456,0
"event","agegrps","OMA","45-64",1161,0
"event","agegrps","OMA","65+",832,0
"sop","agegrps","EXP","Under 5",1446,0
"sop","agegrps","EXP","5-17",3705,0
"sop","agegrps","EXP","18-44",6532,0
"sop","agegrps","EXP","45-64",3882,0
"sop","agegrps","EXP","65+",2423,0
"sop","agegrps","SLF","Under 5",1108,0
"sop","agegrps","SLF","5-17",2999,0
"sop","agegrps","SLF","18-44",6040,0
"sop","agegrps","SLF","45-64",3767,0
"sop","agegrps","SLF","65+",2338,0
"sop","agegrps","PTR","Under 5",786,0
"sop","agegrps","PTR","5-17",2213,0
"sop","agegrps","PTR","18-44",4388,0
"sop","agegrps","PTR","45-64",2963,0
"sop","agegrps","PTR","65+",1526,0
"sop","agegrps","MCR","Under 5",19,0
"sop","agegrps","MCR","5-17",35,0
"sop","agegrps","MCR","18-44",153,0
"sop","agegrps","MCR","45-64",254,0
"sop","agegrps","MCR","65+",2131,0
"sop","agegrps","MCD","Under 5",559,0
"sop","agegrps","MCD","5-17",943,0
"sop","agegrps","MCD","18-44",879,0
"sop","agegrps","MCD","45-64",380,0
"sop","agegrps","MCD","65+",427,0
"sop","agegrps","OTZ","Under 5",186,0
"sop","agegrps","OTZ","5-17",359,0
"sop","agegrps","OTZ","18-44",1067,0
"sop","agegrps","OTZ","45-64",744,0
"sop","agegrps","OTZ","65+",697,0
"ind","region","Total","Northeast",3669,0
"ind","region","Total","Midwest",4143,0
"ind","region","Total","South",6105,0
"ind","region","Total","West",4071,0
"ind","married","Total","Married",7728,0
"ind","married","Total","Widowed",1087,0
"ind","married","Total","Divorced",1212,0
"ind","married","Total","Separated",328,0
"ind","married","Total","Never married",2934,0
"ind","married","Total","Inapplicable (age < 16)",4699,0
"ind","race","Total","Hispanic",3364,0
"ind","race","Total","Black",2240,0
"ind","race","Total","White and other",12384,0
"ind","sex","Total","Male",8119,0
