"rowGrp","colGrp","rowLevels","colLevels","totEVT","totEVT_se"
"TC1name","ind","Alternative Medicines","Total",33115.449076,33115.449076
"TC1name","ind","Anti-Infectives","Total",131198586.102023,4769139.40869958
"TC1name","ind","Antihyperlipidemic Agents","Total",84081225.342405,3873861.1281135
"TC1name","ind","Antineoplastics","Total",28946044.824851,2023288.80515741
"TC1name","ind","Biologicals","Total",1001051.56845,373090.252615823
"TC1name","ind","Cardiovascular Agents","Total",451808888.083058,18034376.6747095
"TC1name","ind","Central Nervous System Agents","Total",277010480.43746,10867537.3556206
"TC1name","ind","Coagulation Modifiers","Total",27120983.488143,2249763.82977802
"TC1name","ind","Gastrointestinal Agents","Total",91562390.430218,4290827.15166918
"TC1name","ind","Hormones/Hormone Modifiers","Total",365784319.872648,13649752.6893469
"TC1name","ind","Immunologic Agents","Total",4018358.318353,966839.336939416
"TC1name","ind","Miscellaneous Agents","Total",23688953.214639,1846447.64015487
"TC1name","ind","Not Ascertained","Total",47246165.249989,3712690.16311285
"TC1name","ind","Nutritional Products","Total",66534341.475655,3715080.87100023
"TC1name","ind","Psychotherapeutic Agents","Total",151302985.471557,7221043.94446201
"TC1name","ind","Respiratory Agents","Total",180216188.992913,8678317.92588694
"TC1name","ind","Topical Agents","Total",136120860.857657,5167607.88149256
"RXDRGNAM","ind","ABACAVIR","Total",119702.878694,108871.438109576
"RXDRGNAM","ind","ACARBOSE","Total",1247916.690936,532200.800960661
"RXDRGNAM","ind","ACEBUTOLOL","Total",2141778.431784,606214.15654236
"RXDRGNAM","ind","ACETAMINOPHEN","Total",7503963.326647,551471.489899981
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",381955.38021,215010.440600772
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",10884435.97745,859212.893278499
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",142888.145256,66559.3722897088
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",18039260.799764,1742894.16817771
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",5821975.057817,706102.023348972
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",320036.262338,178419.894970704
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",8228.125629,8228.125629
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",9885356.45269,949707.978364608
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",761887.797928,230851.029978821
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",22845.119911,17185.4925595939
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",71934.517905,35341.5359047045
