"rowGrp","colGrp","rowLevels","colLevels","totEXP","totEXP_se"
"TC1name","ind","Alternative Medicines","Total",320888.70154644,320888.70154644
"TC1name","ind","Anti-Infectives","Total",5501116242.06234,399477919.087307
"TC1name","ind","Antihyperlipidemic Agents","Total",6893063012.06846,346159728.207085
"TC1name","ind","Antineoplastics","Total",1546635568.16408,133404160.640387
"TC1name","ind","Biologicals","Total",271671700.959797,141971257.744544
"TC1name","ind","Cardiovascular Agents","Total",18965387694.4062,765727399.623288
"TC1name","ind","Central Nervous System Agents","Total",10889996428.1904,505237848.255584
"TC1name","ind","Coagulation Modifiers","Total",1511458166.22826,159232816.04082
"TC1name","ind","Gastrointestinal Agents","Total",6713977402.66024,374295463.88491
"TC1name","ind","Hormones/Hormone Modifiers","Total",13124096852.253,561966678.125476
"TC1name","ind","Immunologic Agents","Total",2576241001.45741,794705943.05994
"TC1name","ind","Miscellaneous Agents","Total",1942177681.63131,526289047.850721
"TC1name","ind","Not Ascertained","Total",2195284157.04729,163460126.682048
"TC1name","ind","Nutritional Products","Total",1051835310.80093,69606104.5226015
"TC1name","ind","Psychotherapeutic Agents","Total",8980262547.2985,521559058.310569
"TC1name","ind","Respiratory Agents","Total",7281613739.64373,394191125.661254
"TC1name","ind","Topical Agents","Total",4796477926.76954,218595570.955194
"RXDRGNAM","ind","ABACAVIR","Total",50493205.9814379,45925609.0201303
"RXDRGNAM","ind","ACARBOSE","Total",69161296.8629098,29401801.7709468
"RXDRGNAM","ind","ACEBUTOLOL","Total",132966296.679997,30938268.8188796
"RXDRGNAM","ind","ACETAMINOPHEN","Total",49298640.5435173,5730239.80856867
"RXDRGNAM","ind","ACETAMINOPHEN-BUTALBITAL","Total",10546320.189681,7310592.75310113
"RXDRGNAM","ind","ACETAMINOPHEN-CODEINE","Total",124207465.218989,13160208.5300067
"RXDRGNAM","ind","ACETAMINOPHEN-DIPHENHYDRAMINE","Total",797315.85052848,371401.297376575
"RXDRGNAM","ind","ACETAMINOPHEN-HYDROCODONE","Total",302728829.188909,43986187.2084974
"RXDRGNAM","ind","ACETAMINOPHEN-OXYCODONE","Total",106855799.451451,14308311.8985518
"RXDRGNAM","ind","ACETAMINOPHEN-PENTAZOCINE","Total",14073918.4216165,8208414.98045049
"RXDRGNAM","ind","ACETAMINOPHEN-PHENYLTOLOXAMINE","Total",48710.50372368,48710.50372368
"RXDRGNAM","ind","ACETAMINOPHEN-PROPOXYPHENE","Total",197874614.06012,24072029.1188189
"RXDRGNAM","ind","ACETAZOLAMIDE","Total",34644049.7235455,10386063.8307673
"RXDRGNAM","ind","ACETIC ACID-ALUMINUM ACETATE OTIC","Total",412582.86559266,310369.995626267
"RXDRGNAM","ind","ACETIC ACID-HYDROCORTISONE OTIC","Total",1655165.47829861,909442.919722153
"RXDRGNAM","ind","ACETIC ACID OTIC","Total",1457639.29569,633365.170447012
"RXDRGNAM","ind","ACITRETIN","Total",6989643.56500522,3722358.88217222
"RXDRGNAM","ind","ACRIVASTINE-PSEUDOEPHEDRINE","Total",1430597.58298968,1034552.00445548
"RXDRGNAM","ind","ACYCLOVIR","Total",240309860.283319,94369928.0112647
"RXDRGNAM","ind","ACYCLOVIR TOPICAL","Total",2999917.78700767,1932568.89793177
"RXDRGNAM","ind","ADAPALENE TOPICAL","Total",27330864.0881788,7329246.90991982
"RXDRGNAM","ind","AL HYDROXIDE/ASA/CA CARBONATE/MG HYDROXIDE","Total",2374529.14481082,1228384.79765719
"RXDRGNAM","ind","AL HYDROXIDE/MG HYDROXIDE/SIMETHICONE","Total",5347246.84669632,4976315.8962655
"RXDRGNAM","ind","ALBUTEROL","Total",953079887.049949,77595466.7274049
"RXDRGNAM","ind","ALBUTEROL-IPRATROPIUM","Total",159740105.680928,37386903.0777322
"RXDRGNAM","ind","ALCLOMETASONE TOPICAL","Total",12222887.4283889,4144659.58622661
"RXDRGNAM","ind","ALENDRONATE","Total",568648698.828344,67749606.3054111
"RXDRGNAM","ind","ALLOPURINOL","Total",116369601.435469,17666826.0435485
"RXDRGNAM","ind","ALPRAZOLAM","Total",367355618.89034,55857420.9731514
"RXDRGNAM","ind","ALPROSTADIL","Total",294874.129,294874.129
"RXDRGNAM","ind","ALUMINUM CHLORIDE HEXAHYDRATE TOPICAL","Total",5174203.37099702,1386828.56226143
"RXDRGNAM","ind","ALUMINUM HYDROXIDE","Total",28361.1181725,20972.2266006278
"RXDRGNAM","ind","ALUMINUM HYDROXIDE-MAGNESIUM HYDROXIDE","Total",25194987.903687,14678418.8616528
"RXDRGNAM","ind","AMANTADINE","Total",5932393.34989749,2635699.13974941
"RXDRGNAM","ind","AMCINONIDE TOPICAL","Total",2483656.09450632,1220728.2378891
"RXDRGNAM","ind","AMILORIDE-HYDROCHLOROTHIAZIDE","Total",38026037.3751676,16340904.2552643
"RXDRGNAM","ind","AMINO ACIDS-UREA TOPICAL","Total",4872109.88892024,1935386.83086738
"RXDRGNAM","ind","AMINOCAPROIC ACID","Total",995925.62772213,995925.62772213
"RXDRGNAM","ind","AMIODARONE","Total",170839411.50019,61680274.2630299
"RXDRGNAM","ind","AMITRIPTYLINE","Total",137609705.335567,14173635.200622
