"rowGrp","colGrp","rowLevels","n","n_se"
"ind","insurance","Total",32737,0
"ind","ins_lt65","Total",28990,0
"ind","ins_ge65","Total",3747,0
"agegrps","insurance","Under 5",2609,0
"agegrps","insurance","5-17",7200,0
"agegrps","insurance","18-44",11901,0
"agegrps","insurance","45-64",7280,0
"agegrps","insurance","65+",3747,0
"agegrps","ins_lt65","Under 5",2609,0
"agegrps","ins_lt65","5-17",7200,0
"agegrps","ins_lt65","18-44",11901,0
"agegrps","ins_lt65","45-64",7280,0
"agegrps","ins_ge65","65+",3747,0
"region","insurance","Northeast",4912,0
"region","insurance","Midwest",6224,0
"region","insurance","South",13130,0
"region","insurance","West",8471,0
"region","ins_lt65","Northeast",4290,0
"region","ins_lt65","Midwest",5421,0
"region","ins_lt65","South",11613,0
"region","ins_lt65","West",7666,0
"region","ins_ge65","Northeast",622,0
"region","ins_ge65","Midwest",803,0
"region","ins_ge65","South",1517,0
"region","ins_ge65","West",805,0
"married","insurance","Married",12470,0
"married","insurance","Widowed",1697,0
"married","insurance","Divorced",2541,0
"married","insurance","Separated",564,0
"married","insurance","Never married",6745,0
"married","insurance","Inapplicable (age < 16)",8718,0
"married","insurance","Missing",2,0
"married","ins_lt65","Married",10570,0
"married","ins_lt65","Widowed",431,0
"married","ins_lt65","Divorced",2148,0
"married","ins_lt65","Separated",520,0
"married","ins_lt65","Never married",6601,0
"married","ins_lt65","Inapplicable (age < 16)",8718,0
"married","ins_lt65","Missing",2,0
"married","ins_ge65","Married",1900,0
"married","ins_ge65","Widowed",1266,0
"married","ins_ge65","Divorced",393,0
"married","ins_ge65","Separated",44,0
"married","ins_ge65","Never married",144,0
"race","insurance","Hispanic",9022,0
"race","insurance","White",16554,0
"race","insurance","Black",4991,0
"race","insurance","Amer. Indian, AK Native, or mult. races",734,0
"race","insurance","Asian, Hawaiian, or Pacific Islander",1436,0
"race","ins_lt65","Hispanic",8527,0
"race","ins_lt65","White",13925,0
"race","ins_lt65","Black",4539,0
"race","ins_lt65","Amer. Indian, AK Native, or mult. races",674,0
"race","ins_lt65","Asian, Hawaiian, or Pacific Islander",1325,0
"race","ins_ge65","Hispanic",495,0
"race","ins_ge65","White",2629,0
"race","ins_ge65","Black",452,0
"race","ins_ge65","Amer. Indian, AK Native, or mult. races",60,0
"race","ins_ge65","Asian, Hawaiian, or Pacific Islander",111,0
"sex","insurance","Male",15439,0
"sex","insurance","Female",17298,0
"sex","ins_lt65","Male",13915,0
"sex","ins_lt65","Female",15075,0
"sex","ins_ge65","Male",1524,0
"sex","ins_ge65","Female",2223,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",402,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",731,0
"racesex","insurance","Female, Black",2844,0
"racesex","insurance","Female, Hispanic",4643,0
"racesex","insurance","Female, White",8678,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",332,0
