"rowGrp","colGrp","rowLevels","colLevels","n","n_se"
"Condition","ind","Acute Bronchitis and URI","Total",2657,0
"Condition","ind","Allergic reactions","Total",454,0
"Condition","ind","Anemia and other deficiencies","Total",187,0
"Condition","ind","Appendicitis","Total",20,0
"Condition","ind","Back problems","Total",1151,0
"Condition","ind","Cancer","Total",694,0
"Condition","ind","Cataract","Total",294,0
"Condition","ind","Cerebrovascular disease","Total",198,0
"Condition","ind","CNS infection","Total",22,0
"Condition","ind","Coma, brain damage","Total",4,0
"Condition","ind","Complications of pregnancy and birth","Total",72,0
"Condition","ind","Complications of surgery or device","Total",77,0
"Condition","ind","Congenital anomalies","Total",135,0
"Condition","ind","COPD, asthma","Total",3491,0
"Condition","ind","Diabetes mellitus","Total",1007,0
"Condition","ind","Disorders of mouth and esophagus","Total",93,0
"Condition","ind","Disorders of teeth and jaws","Total",577,0
"Condition","ind","Disorders of the upper GI","Total",1001,0
"Condition","ind","Epilepsy and convulsions","Total",226,0
"Condition","ind","Female genital disorders, and contraception","Total",1115,0
"Condition","ind","Gallbladder, pancreatic, and liver disease","Total",207,0
"Condition","ind","Glaucoma","Total",251,0
"Condition","ind","Headache","Total",622,0
"Condition","ind","Heart disease","Total",1451,0
"Condition","ind","Hemorrhagic, coagulation, and disorders of White Blood cells","Total",68,0
"Condition","ind","Hereditary, degenerative and other nervous system disorders","Total",89,0
"Condition","ind","Hernias","Total",227,0
"Condition","ind","Hyperlipidemia","Total",775,0
"Condition","ind","Hypertension","Total",2429,0
"Condition","ind","Infectious diseases","Total",1315,0
"Condition","ind","Influenza","Total",500,0
"Condition","ind","Intestinal infection","Total",614,0
"Condition","ind","Kidney Disease","Total",219,0
"Condition","ind","Male genital disorders","Total",198,0
"Condition","ind","Mental disorders","Total",1898,0
"Condition","ind","Non-malignant breast disease","Total",181,0
"Condition","ind","Non-malignant neoplasm","Total",302,0
"Condition","ind","Normal birth/live born","Total",525,0
"Condition","ind","Osteoarthritis and other non-traumatic joint disorders","Total",1466,0
"Condition","ind","Other bone and musculoskeletal disease","Total",369,0
"Condition","ind","Other care and screening","Total",1542,0
"Condition","ind","Other circulatory conditions arteries, veins, and lymphatics","Total",491,0
"Condition","ind","Other CNS disorders","Total",1123,0
"Condition","ind","Other endocrine, nutritional & immune disorder","Total",946,0
"Condition","ind","Other eye disorders","Total",1155,0
"Condition","ind","Other GI","Total",623,0
"Condition","ind","Other stomach and intestinal disorders","Total",122,0
"Condition","ind","Other urinary","Total",239,0
"Condition","ind","Otitis media","Total",1129,0
"Condition","ind","Paralysis","Total",47,0
"Condition","ind","Perinatal Conditions","Total",11,0
"Condition","ind","Pneumonia","Total",332,0
"Condition","ind","Poisoning by medical and non-medical substances","Total",197,0
"Condition","ind","Residual Codes","Total",1238,0
"Condition","ind","Skin disorders","Total",1719,0
"Condition","ind","Symptoms","Total",536,0
"Condition","ind","Systemic lupus and connective tissues disorders","Total",1032,0
"Condition","ind","Thyroid disease","Total",708,0
"Condition","ind","Tonsillitis","Total",131,0
"Condition","ind","Trauma-related disorders","Total",2767,0
"Condition","ind","Urinary tract infections","Total",625,0
"Condition","event","Acute Bronchitis and URI","ERT",115,0
"Condition","event","Allergic reactions","ERT",36,0
"Condition","event","Anemia and other deficiencies","ERT",7,0
"Condition","event","Appendicitis","ERT",5,0
"Condition","event","Back problems","ERT",65,0
"Condition","event","Cancer","ERT",24,0
"Condition","event","Cataract","ERT",1,0
"Condition","event","Cerebrovascular disease","ERT",32,0
"Condition","event","CNS infection","ERT",4,0
